,Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST
0,1,Nick Chubb(CLE),20,122,6.1,52,2,2,5,6,17,3.4,0,1,1,23.9,23.9,99.8%
1,2,James Conner(ARI),16,41,2.6,12,0,1,7,7,78,11.1,1,0,1,23.9,23.9,94.6%
2,3,Devonta Freeman(BAL),19,88,4.6,15,0,0,3,3,30,10.0,2,0,1,23.8,23.8,74.2%
3,4,David Johnson(HOU),12,34,2.8,17,0,1,6,8,68,11.3,1,0,1,22.2,22.2,35.4%
4,5,Chris Carson(SEA),24,124,5.2,25,2,1,4,4,35,8.8,0,0,1,21.9,21.9,31.7%
5,6,Ezekiel Elliott(DAL),28,105,3.8,13,0,1,5,6,48,9.6,0,0,1,21.3,21.3,99.7%
6,7,Jamaal Williams(DET),14,104,7.4,45,1,0,4,5,32,8.0,1,0,1,19.6,19.6,58.2%
7,8,Christian McCaffrey(CAR),22,31,1.4,10,0,1,4,5,26,6.5,1,0,1,17.7,17.7,47.2%
8,9,Carlos Hyde(JAC),26,116,4.5,26,1,1,1,1,14,14.0,0,1,1,17.0,17.0,6.9%
9,10,Miles Sanders(PHI),3,6,2.0,3,0,0,3,3,86,28.7,1,0,1,15.2,15.2,77.0%
10,11,Adrian Peterson(SEA),23,118,5.1,25,1,0,2,2,18,9.0,0,0,1,13.6,13.6,4.9%
11,12,Phillip Lindsay(MIA),15,70,4.7,30,1,1,2,3,5,2.5,0,0,1,13.5,13.5,9.0%
12,13,Mark Ingram II(NO),13,52,4.0,12,0,1,2,2,22,11.0,0,0,1,13.4,13.4,39.1%
13,14,Chase Edmonds(ARI),5,34,6.8,15,0,0,2,2,33,16.5,1,0,1,12.7,12.7,85.1%
14,15,Tevin Coleman(NYJ),18,45,2.5,9,0,1,2,3,16,8.0,0,0,1,12.1,12.1,18.5%
15,16,Kerryon Johnson(FA),13,34,2.6,8,0,1,2,4,27,13.5,0,0,1,12.1,12.1,0.1%
16,17,Leonard Fournette(TB),20,72,3.6,16,0,0,6,6,46,7.7,0,0,1,11.8,11.8,74.8%
17,18,Duke Johnson Jr.(MIA),5,34,6.8,15,0,0,2,4,20,10.0,1,0,1,11.4,11.4,7.4%
18,19,Dalvin Cook(MIN),16,41,2.6,14,0,1,2,2,13,6.5,0,0,1,11.4,11.4,100.0%
19,20,Sony Michel(LAR),22,86,3.9,26,1,0,2,3,27,13.5,0,0,1,11.3,11.3,89.4%
20,21,Le'Veon Bell(FA),14,50,3.6,13,0,1,1,1,3,3.0,0,0,1,11.3,11.3,5.4%
21,22,Brandon Bolden(NE),3,23,7.7,21,1,1,2,2,22,11.0,0,0,1,10.5,10.5,10.7%
22,23,Benny Snell Jr.(PIT),17,75,4.4,20,1,0,1,1,14,14.0,0,0,1,8.9,8.9,0.9%
23,24,Dare Ogunbowale(JAC),1,3,3.0,3,0,1,3,5,22,7.3,0,0,1,8.5,8.5,31.1%
24,25,Damien Williams(CHI),1,6,6.0,6,0,0,1,1,14,14.0,1,0,1,8.0,8.0,4.4%
25,26,Latavius Murray(BAL),8,44,5.5,15,0,0,3,3,35,11.7,0,0,1,7.9,7.9,22.2%
26,27,Royce Freeman(HOU),11,34,3.1,8,0,0,5,5,42,8.4,0,0,1,7.6,7.6,5.2%
27,28,Mark Walton(FA),6,32,5.3,14,0,0,5,6,43,8.6,0,0,1,7.5,7.5,2.0%
28,29,Kenyan Drake(LV),10,40,4.0,9,0,0,6,9,30,5.0,0,0,1,7.0,7.0,29.4%
29,30,Ronald Jones II(TB),4,10,2.5,5,0,1,0,0,0,0,0,0,1,7.0,7.0,83.5%
30,31,Kalen Ballage(PIT),3,7,2.3,6,0,1,0,0,0,0,0,0,1,6.7,6.7,0.1%
31,32,Alvin Kamara(NO),11,31,2.8,7,0,0,7,8,35,5.0,0,0,1,6.6,6.6,100.0%
32,33,Matt Breida(BUF),13,36,2.8,9,0,0,4,4,27,6.8,0,0,1,6.3,6.3,8.2%
33,34,Darrel Williams(KC),0,0,0,0,0,0,1,2,52,52.0,0,0,1,5.2,5.2,79.6%
34,35,Jordan Howard(PHI),13,49,3.8,12,0,0,0,0,0,0,0,0,1,4.9,4.9,18.7%
35,36,Darrell Henderson Jr.(LAR),6,39,6.5,22,1,0,1,2,9,9.0,0,0,1,4.8,4.8,76.0%
36,37,Melvin Gordon III(DEN),8,18,2.3,7,0,0,3,4,30,10.0,0,0,1,4.8,4.8,87.8%
37,38,James White(NE),2,-1,-0.5,1,0,0,9,9,46,5.1,0,0,1,4.5,4.5,7.9%
38,39,LeSean McCoy(FA),8,44,5.5,17,0,0,2,2,0,0.0,0,0,1,4.4,4.4,2.0%
39,40,Alexander Mattison(MIN),14,63,4.5,35,1,0,0,0,0,0,0,1,1,4.3,4.3,75.0%
40,41,Aaron Jones(GB),11,47,4.3,9,0,0,4,7,13,3.3,0,1,1,4.0,4.0,98.9%
41,42,Malcolm Brown(MIA),11,40,3.6,10,0,0,0,0,0,0,0,0,1,4.0,4.0,3.6%
42,43,Joe Mixon(CIN),8,10,1.3,3,0,0,2,3,29,14.5,0,0,1,3.9,3.9,98.1%
43,44,Gus Edwards(BAL),6,34,5.7,25,1,0,0,0,0,0,0,0,1,3.4,3.4,9.6%
44,45,Derrick Henry(TEN),15,28,1.9,6,0,0,1,3,5,5.0,0,0,1,3.3,3.3,78.0%
45,46,Justice Hill(BAL),5,31,6.2,12,0,0,0,0,0,0,0,0,1,3.1,3.1,0.1%
46,47,Boston Scott(PHI),4,30,7.5,15,0,0,0,0,0,0,0,0,1,3.0,3.0,27.7%
47,48,Austin Ekeler(LAC),5,14,2.8,11,0,0,3,4,14,4.7,0,0,1,2.8,2.8,99.9%
48,49,Peyton Barber(LV),8,28,3.5,5,0,0,0,0,0,0,0,0,1,2.8,2.8,1.2%
49,50,Giovani Bernard(TB),4,4,1.0,2,0,0,2,3,20,10.0,0,0,1,2.4,2.4,5.4%
50,51,Chris Thompson(FA),3,12,4.0,8,0,0,2,3,8,4.0,0,0,1,2.0,2.0,0.0%
51,52,Dion Lewis(FA),1,-1,-1.0,0,0,0,3,3,20,6.7,0,0,1,1.9,1.9,2.0%
52,53,Ty Montgomery(NO),0,0,0,0,0,0,3,3,17,5.7,0,0,1,1.7,1.7,0.6%
53,54,Dontrell Hilliard(TEN),0,0,0,0,0,0,2,3,17,8.5,0,0,1,1.7,1.7,27.5%
54,55,Jon Hilliman(FA),11,38,3.5,10,0,0,2,2,-3,-1.5,0,1,1,1.5,1.5,0.1%
55,56,Tony Pollard(DAL),3,13,4.3,10,0,0,0,0,0,0,0,0,1,1.3,1.3,75.3%
56,57,Raheem Mostert(SF),4,13,3.3,8,0,0,0,0,0,0,0,0,1,1.3,1.3,13.0%
57,58,J.D. McKissic(WAS),3,4,1.3,2,0,0,2,3,7,3.5,0,0,1,1.1,1.1,32.9%
58,59,Andy Janovich(CLE),0,0,0,0,0,0,1,1,8,8.0,0,0,1,0.8,0.8,0.1%
59,60,Elijhaa Penny(NYG),3,6,2.0,3,0,0,1,2,0,0.0,0,0,1,0.6,0.6,0.1%
60,61,Ito Smith(DAL),3,6,2.0,3,0,0,0,0,0,0,0,0,1,0.6,0.6,0.0%
61,62,Bilal Powell(FA),1,5,5.0,5,0,0,0,1,0,0,0,0,1,0.5,0.5,0.0%
62,63,Alex Armah Jr.(WAS),2,4,2.0,3,0,0,0,0,0,0,0,0,1,0.4,0.4,0.0%
