rank,player,passing_cmp,passing_att,passing_pct,passing_yds,passing_ya,passing_td,passing_int,passing_sacks,rushing_att,rushing_yds,rushing_td,fumbles_lost,games,fantasy_points,fantasy_points_per_game,rost,team,week,position
1,Matt Ryan,28,37,75.7,503,13.6,4,1,3,4,14,0,0,1,35.5,35.5,36.3,ATL,4,QB
2,Ben Roethlisberger,22,27,81.5,300,11.1,5,0,2,1,-1,0,0,1,33.9,33.9,23.8,FA,4,QB
3,Blake Bortles,19,33,57.6,207,6.3,2,0,3,7,36,1,0,1,25.9,25.9,0.1,NO,4,QB
4,Russell Wilson,23,32,71.9,309,9.7,3,0,2,5,-5,0,0,1,23.9,23.9,90.4,SEA,4,QB
5,Derek Carr,25,35,71.4,199,5.7,4,0,0,3,-2,0,0,1,23.8,23.8,58.1,LV,4,QB
6,Joe Flacco,32,52,61.5,298,5.7,1,0,2,1,1,1,1,1,22.0,22.0,0.3,NYJ,4,QB
7,Brian Hoyer,28,36,77.8,302,8.4,2,0,2,3,-3,0,0,1,19.8,19.8,0.0,NE,4,QB
8,Philip Rivers,28,43,65.1,321,7.5,2,1,3,1,0,0,0,1,18.8,18.8,20.6,FA,4,QB
9,Dak Prescott,23,32,71.9,245,7.7,2,0,2,5,3,0,0,1,18.1,18.1,98.2,DAL,4,QB
10,Case Keenum,18,30,60.0,266,8.9,2,0,2,3,14,0,1,1,18.0,18.0,0.9,CLE,4,QB
11,Andrew Luck,27,42,64.3,234,5.6,2,1,6,4,23,0,0,1,17.7,17.7,2.2,FA,4,QB
12,Alex Smith,30,50,60.0,287,5.7,2,1,4,1,2,0,0,1,17.7,17.7,5.0,FA,4,QB
13,Kirk Cousins,21,27,77.8,183,6.8,3,1,3,0,0,0,0,1,17.3,17.3,70.7,MIN,4,QB
14,Tyrod Taylor,27,39,69.2,246,6.3,1,0,2,5,28,0,0,1,16.6,16.6,4.9,HOU,4,QB
15,Cam Newton,14,25,56.0,165,6.6,1,0,1,5,30,0,0,1,15.6,15.6,20.3,CAR,4,QB
16,Brock Osweiler,25,37,67.6,254,6.9,2,2,1,1,14,0,0,1,15.6,15.6,0.0,FA,4,QB
17,Sam Bradford,26,36,72.2,262,7.3,1,0,0,4,6,0,0,1,15.1,15.1,0.0,FA,4,QB
18,Andy Dalton,22,31,71.0,296,9.5,1,0,1,6,-12,0,0,1,14.6,14.6,1.6,CHI,4,QB
19,Derek Anderson,17,23,73.9,172,7.5,2,2,0,0,0,0,0,1,12.9,12.9,0.0,FA,4,QB
20,Blaine Gabbert,16,23,69.6,196,8.5,1,1,1,12,27,0,0,1,12.5,12.5,0.1,TB,4,QB
21,Drew Brees,23,36,63.9,207,5.8,2,2,2,4,-4,0,0,1,11.9,11.9,35.7,FA,4,QB
22,Carson Palmer,23,36,63.9,288,8.0,1,1,3,0,0,0,1,1,11.5,11.5,5.6,FA,4,QB
23,Jameis Winston,17,35,48.6,179,5.1,0,2,5,5,19,1,0,1,11.1,11.1,5.2,NO,4,QB
24,Cody Kessler,28,40,70.0,223,5.6,1,1,1,2,2,0,0,1,11.1,11.1,0.1,FA,4,QB
