rank,player,receiving_rec,receiving_tgt,receiving_yds,receiving_avg,receiving_lg,receiving_20p,receiving_td,rushing_att,rushing_yds,rushing_td,lst,games,fantasy_points,fantasy_points_per_game,rost,position,week,year,team
1.0,Brandin Cooks,6.0,9.0,143.0,23.8,98.0,1.0,2.0,1.0,11.0,0.0,0.0,1.0,27.4,27.4,92.7,WR,1,2016,NO
2.0,Antonio Brown,8.0,11.0,126.0,15.8,29.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,24.6,24.6,84.1,WR,1,2016,PIT
3.0,A.J. Green,12.0,13.0,180.0,15.0,54.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,24.0,24.0,51.8,WR,1,2016,CIN
5.0,Larry Fitzgerald,8.0,10.0,81.0,10.1,21.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,20.1,20.1,0.3,WR,1,2016,ARI
6.0,Jordan Matthews,7.0,14.0,114.0,16.3,28.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,17.4,17.4,0.0,WR,1,2016,PHI
8.0,Mike Wallace,3.0,6.0,91.0,30.3,66.0,1.0,1.0,1.0,11.0,0.0,0.0,1.0,16.2,16.2,0.0,WR,1,2016,BAL
10.0,Mike Evans,5.0,7.0,99.0,19.8,45.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,15.9,15.9,97.8,WR,1,2016,TB
11.0,Amari Cooper,6.0,11.0,137.0,22.8,43.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,15.7,15.7,97.7,WR,1,2016,OAK
12.0,Doug Baldwin,9.0,11.0,92.0,10.2,22.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,15.2,15.2,0.0,WR,1,2016,SEA
13.0,Kelvin Benjamin,6.0,12.0,91.0,15.2,17.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,15.1,15.1,0.1,WR,1,2016,CAR
14.0,Julio Jones,4.0,8.0,66.0,16.5,25.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,12.6,12.6,60.7,WR,1,2016,ATL
15.0,Donte Moncrief,6.0,7.0,64.0,10.7,32.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,12.4,12.4,0.0,WR,1,2016,IND
16.0,Jeremy Maclin,5.0,7.0,63.0,12.6,22.0,1.0,1.0,1.0,-1.0,0.0,0.0,1.0,12.2,12.2,0.0,WR,1,2016,KC
17.0,Chris Hogan,3.0,4.0,60.0,20.0,37.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,12.0,12.0,0.0,WR,1,2016,NE
18.0,Eli Rogers,6.0,7.0,59.0,9.8,20.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,11.9,11.9,0.0,WR,1,2016,PIT
19.0,Nelson Agholor,4.0,5.0,57.0,14.3,35.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,11.7,11.7,13.6,WR,1,2016,PHI
20.0,Eddie Royal,4.0,6.0,57.0,14.3,19.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,11.7,11.7,0.0,WR,1,2016,CHI
21.0,Quincy Enunwa,7.0,8.0,54.0,7.7,23.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,11.4,11.4,0.0,WR,1,2016,NYJ
22.0,DeAndre Hopkins,5.0,8.0,54.0,10.8,23.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,11.4,11.4,69.3,WR,1,2016,HOU
23.0,Davante Adams,3.0,7.0,50.0,16.7,29.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,11.0,11.0,100.0,WR,1,2016,GB
24.0,Michael Crabtree,7.0,9.0,87.0,12.4,25.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,10.7,10.7,0.0,WR,1,2016,OAK
25.0,Alshon Jeffery,4.0,6.0,105.0,26.3,54.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,10.5,10.5,0.1,WR,1,2016,CHI
26.0,Sterling Shepard,3.0,4.0,43.0,14.3,20.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,10.3,10.3,23.7,WR,1,2016,NYG
27.0,Stefon Diggs,7.0,9.0,103.0,14.7,33.0,1.0,0.0,1.0,-1.0,0.0,0.0,1.0,10.2,10.2,100.0,WR,1,2016,MIN
28.0,DeSean Jackson,6.0,10.0,102.0,17.0,33.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,10.2,10.2,4.4,WR,1,2016,WAS
29.0,Eric Decker,2.0,7.0,37.0,18.5,22.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,9.7,9.7,0.6,WR,1,2016,NYJ
31.0,Victor Cruz,4.0,4.0,34.0,8.5,23.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,9.4,9.4,0.1,WR,1,2016,NYG
32.0,Jordy Nelson,6.0,9.0,32.0,5.3,8.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.2,9.2,0.1,WR,1,2016,GB
33.0,Brandon LaFell,4.0,4.0,91.0,22.8,49.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,9.1,9.1,0.0,WR,1,2016,CIN
35.0,Julian Edelman,7.0,7.0,66.0,9.4,19.0,0.0,0.0,3.0,16.0,0.0,0.0,1.0,8.2,8.2,13.1,WR,1,2016,NE
36.0,T.Y. Hilton,6.0,12.0,79.0,13.2,32.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7.9,7.9,16.8,WR,1,2016,IND
37.0,Seth Roberts,2.0,4.0,19.0,9.5,10.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7.9,7.9,0.0,WR,1,2016,OAK
38.0,Tajae Sharpe,7.0,11.0,76.0,10.9,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.6,7.6,1.1,WR,1,2016,TEN
39.0,Allen Hurns,4.0,5.0,75.0,18.8,38.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,7.5,7.5,0.0,WR,1,2016,JAC
42.0,Tyrell Williams,2.0,5.0,71.0,35.5,38.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,7.1,7.1,4.8,WR,1,2016,SD
43.0,Tyreek Hill,1.0,1.0,9.0,9.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,6.9,6.9,100.0,WR,1,2016,KC
44.0,Corey Coleman,2.0,5.0,69.0,34.5,58.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.9,6.9,0.0,WR,1,2016,CLE
45.0,Randall Cobb,6.0,8.0,57.0,9.5,32.0,1.0,0.0,3.0,11.0,0.0,0.0,1.0,6.8,6.8,7.6,WR,1,2016,GB
