rank,player,receiving_rec,receiving_tgt,receiving_yds,receiving_avg,receiving_lg,receiving_20p,receiving_td,rushing_att,rushing_yds,rushing_td,lst,games,fantasy_points,fantasy_points_per_game,rost,position,week,year,team
1.0,Larry Fitzgerald,9.0,14.0,123.0,13.7,18.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,24.3,24.3,0.3,WR,9,2009,ARI
2.0,DeSean Jackson,2.0,5.0,29.0,14.5,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.9,2.9,4.4,WR,9,2009,PHI
273.0,Jason Avant,2.0,2.0,43.0,21.5,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,WR,9,2009,PHI
275.0,Jeremy Maclin,3.0,9.0,44.0,14.7,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,WR,9,2009,PHI
276.0,Jarett Dillard,1.0,1.0,33.0,33.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,WR,9,2009,JAC
277.0,James Jones,4.0,6.0,103.0,25.8,74.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,WR,9,2009,GB
278.0,Jacoby Jones,4.0,5.0,67.0,16.8,45.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,WR,9,2009,HOU
279.0,Hakeem Nicks,3.0,5.0,39.0,13.0,29.0,0.0,0.0,1.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,WR,9,2009,NYG
280.0,Greg Jennings,5.0,10.0,61.0,12.2,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,WR,9,2009,GB
281.0,Eric Weems,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,WR,9,2009,ATL
282.0,Lance Long,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,9,2009,KC
