rank,player,sacks,ints,frec,ff,defense_td,sfty,spc_td,games,fantasy_points,fantasy_points_per_game,rost,team,position,week,year
1,Atlanta Falcons,5,1,4,4,1,0,0,1,28.0,28.0,5.8,ATL,DST,12,2020
2,Carolina Panthers,2,0,3,2,2,0,0,1,19.0,19.0,27.8,CAR,DST,12,2020
3,San Francisco 49ers,2,2,2,2,1,0,0,1,17.0,17.0,79.5,SF,DST,12,2020
4,Houston Texans,4,1,2,3,1,0,0,1,16.0,16.0,6.4,HOU,DST,12,2020
5,Washington Commanders,4,1,1,1,1,0,0,1,15.0,15.0,27.5,WAS,DST,12,2020
6,Green Bay Packers,3,2,1,1,1,0,0,1,15.0,15.0,60.6,GB,DST,12,2020
7,Los Angeles Rams,2,1,2,3,1,0,0,1,15.0,15.0,74.5,LAR,DST,12,2020
8,Pittsburgh Steelers,3,1,1,0,1,0,0,1,14.0,14.0,44.6,PIT,DST,12,2020
9,New Orleans Saints,1,2,1,0,0,0,0,1,14.0,14.0,79.3,NO,DST,12,2020
10,Miami Dolphins,3,2,0,0,0,0,0,1,14.0,14.0,60.2,MIA,DST,12,2020
11,Tennessee Titans,2,1,0,0,0,0,1,1,10.0,10.0,48.4,TEN,DST,12,2020
12,New York Jets,4,0,2,4,0,0,0,1,9.0,9.0,3.3,NYJ,DST,12,2020
13,Cincinnati Bengals,0,0,1,1,0,0,1,1,9.0,9.0,14.7,CIN,DST,12,2020
14,Seattle Seahawks,6,1,0,0,0,0,0,1,9.0,9.0,39.4,SEA,DST,12,2020
15,Los Angeles Chargers,3,1,2,1,0,0,0,1,9.0,9.0,44.3,LAC,DST,12,2020
16,New York Giants,2,1,2,2,0,0,0,1,9.0,9.0,4.5,NYG,DST,12,2020
17,Baltimore Ravens,0,1,1,2,0,0,0,1,8.0,8.0,51.9,BAL,DST,12,2020
18,Arizona Cardinals,3,2,0,0,0,0,0,1,8.0,8.0,60.9,ARI,DST,12,2020
19,Buffalo Bills,3,1,0,1,0,0,0,1,6.0,6.0,95.9,BUF,DST,12,2020
20,New England Patriots,2,1,0,0,0,0,0,1,5.0,5.0,93.2,NE,DST,12,2020
21,Minnesota Vikings,0,1,0,0,0,0,0,1,5.0,5.0,28.0,MIN,DST,12,2020
22,Kansas City Chiefs,1,2,0,0,0,0,0,1,5.0,5.0,45.7,KC,DST,12,2020
23,Denver Broncos,3,1,0,2,0,0,0,1,4.0,4.0,48.5,DEN,DST,12,2020
24,Jacksonville Jaguars,2,0,1,1,0,0,0,1,4.0,4.0,6.9,JAC,DST,12,2020
25,Tampa Bay Buccaneers,2,0,1,1,0,0,0,1,4.0,4.0,98.0,TB,DST,12,2020
26,Philadelphia Eagles,2,0,0,0,0,0,0,1,2.0,2.0,52.5,PHI,DST,12,2020
27,Dallas Cowboys,3,1,0,0,0,0,0,1,1.0,1.0,82.9,DAL,DST,12,2020
28,Cleveland Browns,0,0,0,1,0,0,0,1,0.0,0.0,40.8,CLE,DST,12,2020
29,Detroit Lions,2,0,1,1,0,0,0,1,0.0,0.0,1.1,DET,DST,12,2020
30,Las Vegas Raiders,1,1,0,0,0,0,0,1,-1.0,-1.0,7.6,LV,DST,12,2020
31,Indianapolis Colts,1,0,0,0,0,0,0,1,-3.0,-3.0,66.4,IND,DST,12,2020
32,Chicago Bears,0,0,0,0,0,0,0,1,-4.0,-4.0,35.9,CHI,DST,12,2020
