rank,player,field_goal,field_goal_att,pct,lg,1-19,20-29,30-39,40-49,50+,XPT,XPA,games,fantasy_points,fantasy_points_per_game,rost,team,week,position
1,Jason Sanders,7,8,87.5,53,0,3,2,1,1,0,0,1,24.0,24.0,22.6,MIA,14,K
2,Younghoe Koo,4,4,100.0,50,0,1,2,0,1,4,4,1,18.0,18.0,40.9,ATL,14,K
3,Randy Bullock,4,4,100.0,46,0,1,1,2,0,1,1,1,15.0,15.0,10.8,TEN,14,K
4,Robbie Gould,2,2,100.0,41,0,0,1,1,0,6,6,1,13.0,13.0,22.5,SF,14,K
5,Wil Lutz,2,2,100.0,55,0,0,0,1,1,4,4,1,13.0,13.0,3.3,NO,14,K
6,Harrison Butker,3,3,100.0,48,0,0,1,2,0,2,2,1,13.0,13.0,76.6,KC,14,K
7,Sam Ficken,3,3,100.0,44,0,0,1,2,0,1,2,1,12.0,12.0,0.1,TEN,14,K
8,Chase McLaughlin,2,3,66.7,50,1,0,0,0,1,3,3,1,11.0,11.0,7.1,CLE,14,K
9,Austin Seibert,2,2,100.0,53,0,0,1,0,1,3,3,1,11.0,11.0,0.1,DET,14,K
10,Stephen Hauschka,3,3,100.0,48,0,0,1,2,0,0,0,1,11.0,11.0,0.0,FA,14,K
11,Chris Boswell,3,3,100.0,37,0,1,2,0,0,2,2,1,11.0,11.0,51.0,PIT,14,K
12,Joey Slye,2,2,100.0,46,0,0,0,2,0,2,2,1,10.0,10.0,1.6,WAS,14,K
13,Michael Badgley,1,1,100.0,40,0,0,0,1,0,6,6,1,10.0,10.0,19.9,IND,14,K
14,Dan Bailey,2,2,100.0,50,0,1,0,0,1,2,2,1,10.0,10.0,0.0,FA,14,K
15,Matt Gay,1,1,100.0,44,0,0,0,1,0,5,5,1,9.0,9.0,89.8,LAR,14,K
16,Mason Crosby,2,2,100.0,33,0,0,2,0,0,2,2,1,8.0,8.0,40.7,GB,14,K
17,Brandon McManus,1,1,100.0,36,0,0,1,0,0,5,5,1,8.0,8.0,44.3,DEN,14,K
18,Ka'imi Fairbairn,1,1,100.0,54,0,0,0,0,1,3,3,1,8.0,8.0,0.8,HOU,14,K
19,Eddy Pineiro,1,1,100.0,36,0,0,1,0,0,4,4,1,7.0,7.0,0.2,NYJ,14,K
20,Justin Tucker,1,1,100.0,36,0,0,1,0,0,3,3,1,6.0,6.0,98.0,BAL,14,K
21,Ryan Succop,0,1,0.0,0,0,0,0,0,0,6,6,1,6.0,6.0,57.4,TB,14,K
22,Jason Myers,2,2,100.0,39,0,0,2,0,0,0,1,1,6.0,6.0,22.1,SEA,14,K
23,Brett Maher,1,2,50.0,31,0,0,1,0,0,3,3,1,6.0,6.0,1.9,NO,14,K
24,Zane Gonzalez,1,1,100.0,30,0,0,1,0,0,2,2,1,5.0,5.0,2.6,CAR,14,K
25,Aldrick Rosas,1,1,100.0,34,0,0,1,0,0,2,2,1,5.0,5.0,1.8,FA,14,K
26,Dustin Hopkins,1,1,100.0,52,0,0,0,0,1,0,1,1,5.0,5.0,14.5,LAC,14,K
27,Jake Elliott,1,2,50.0,34,0,0,1,0,0,2,2,1,5.0,5.0,22.5,PHI,14,K
28,Greg Zuerlein,0,1,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,74.2,DAL,14,K
