Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST
1,Melvin Gordon III(DEN),25,83,3.3,18,0,1,9,12,67,7.4,1,0,1,27.0,27.0,87.8%
2,Adrian Peterson(SEA),26,134,5.2,27,1,2,0,0,0,0,0,0,1,25.4,25.4,4.9%
3,Le'Veon Bell(FA),32,179,5.6,27,1,1,3,6,12,4.0,0,0,1,25.1,25.1,5.4%
4,Mark Ingram II(NO),25,114,4.6,51,1,2,5,5,36,7.2,0,1,1,25.0,25.0,39.1%
5,Derrick Henry(TEN),19,131,6.9,72,1,1,1,1,14,14.0,0,0,1,20.5,20.5,78.0%
6,Jerick McKinnon(KC),15,69,4.6,20,1,1,5,6,30,6.0,1,1,1,19.9,19.9,0.8%
7,Leonard Fournette(TB),21,130,6.2,75,1,1,2,2,8,4.0,0,0,1,19.8,19.8,74.8%
8,Carlos Hyde(JAC),13,28,2.2,7,0,2,5,6,47,9.4,0,0,1,19.5,19.5,6.9%
9,Jordan Howard(PHI),36,167,4.6,53,1,0,1,1,9,9.0,0,0,1,17.6,17.6,18.7%
10,DeMarco Murray(FA),12,40,3.3,7,0,1,4,4,47,11.8,0,0,1,14.7,14.7,0.1%
11,Doug Martin(FA),14,53,3.8,27,1,1,1,2,11,11.0,0,0,1,14.4,14.4,0.0%
12,Chris Thompson(FA),16,33,2.1,11,0,0,4,5,105,26.3,0,0,1,13.8,13.8,0.0%
13,Chris Ivory(FA),2,3,1.5,2,0,0,9,10,74,8.2,1,0,1,13.7,13.7,0.0%
14,Jay Ajayi(FA),26,130,5.0,18,0,0,0,3,0,0,0,0,1,13.0,13.0,7.0%
15,Orleans Darkwa(FA),21,117,5.6,47,1,0,1,1,13,13.0,0,0,1,13.0,13.0,0.0%
16,Christian McCaffrey(CAR),4,8,2.0,4,0,0,10,14,56,5.6,1,0,1,12.4,12.4,47.2%
17,Todd Gurley II(FA),23,116,5.0,14,0,0,1,1,4,4.0,0,0,1,12.0,12.0,0.4%
18,Dion Lewis(FA),11,52,4.7,11,0,1,0,0,0,0,0,0,1,11.2,11.2,2.0%
19,Kareem Hunt(CLE),9,21,2.3,5,0,0,5,6,89,17.8,0,0,1,11.0,11.0,82.1%
20,Samaje Perine(CIN),9,23,2.6,8,0,0,3,3,24,8.0,1,0,1,10.7,10.7,15.2%
21,Tevin Coleman(NYJ),9,32,3.6,20,1,1,1,1,4,4.0,0,0,1,9.6,9.6,18.5%
22,LeGarrette Blount(FA),14,67,4.8,18,0,0,0,0,0,0,0,0,1,8.7,8.7,0.1%
23,Alvin Kamara(NO),10,75,7.5,21,1,0,3,3,12,4.0,0,0,1,8.7,8.7,100.0%
24,Lamar Miller(FA),15,41,2.7,14,0,0,3,4,40,13.3,0,0,1,8.1,8.1,0.0%
25,Matt Forte(FA),9,22,2.4,7,0,0,8,8,59,7.4,0,0,1,8.1,8.1,19.1%
26,Devontae Booker(FA),1,2,2.0,2,0,0,4,6,78,19.5,0,0,1,8.0,8.0,23.3%
27,Devonta Freeman(BAL),9,68,7.6,44,1,0,2,4,11,5.5,0,0,1,7.9,7.9,74.2%
28,Alex Collins(SEA),15,74,4.9,30,1,0,0,0,0,0,0,0,1,7.4,7.4,18.8%
29,Tarik Cohen(CHI),14,32,2.3,9,0,0,1,3,14,14.0,0,1,1,7.4,7.4,3.0%
30,Isaiah Crowell(FA),12,58,4.8,14,0,0,2,2,15,7.5,0,0,1,7.3,7.3,0.1%
31,Frank Gore(FA),10,49,4.9,12,0,0,2,3,18,9.0,0,0,1,6.7,6.7,12.2%
32,Javorius Allen(FA),10,49,4.9,12,0,0,3,4,17,5.7,0,0,1,6.6,6.6,0.1%
33,Marshawn Lynch(FA),13,63,4.8,15,0,0,0,2,0,0,0,0,1,6.3,6.3,0.3%
34,D'Onta Foreman(TEN),12,59,4.9,39,1,0,0,0,0,0,0,0,1,5.9,5.9,66.5%
35,Ameer Abdullah(CAR),14,54,3.9,34,1,0,0,2,0,0,0,0,1,5.4,5.4,10.4%
36,Theo Riddick(FA),2,8,4.0,4,0,0,5,7,45,9.0,0,0,1,5.3,5.3,0.0%
37,Charles Sims(FA),0,0,0,0,0,0,4,5,45,11.3,0,0,1,4.5,4.5,0.0%
38,James White(NE),3,23,7.7,9,0,0,4,7,22,5.5,0,0,1,4.5,4.5,7.9%
39,Aaron Jones(GB),13,41,3.2,9,0,0,1,4,1,1.0,0,0,1,4.2,4.2,98.9%
40,Robert Turbin(FA),3,3,1.0,5,0,0,4,5,37,9.3,0,0,1,4.0,4.0,0.0%
41,Duke Johnson Jr.(MIA),5,40,8.0,15,0,0,3,5,-1,-0.3,0,0,1,3.9,3.9,7.4%
42,Latavius Murray(BAL),15,28,1.9,10,0,0,1,1,10,10.0,0,0,1,3.7,3.7,22.2%
43,Matt Breida(BUF),4,21,5.3,10,0,0,2,4,15,7.5,0,0,1,3.6,3.6,8.2%
44,Wayne Gallman Jr.(MIN),9,27,3.0,8,0,0,2,3,5,2.5,0,0,1,3.2,3.2,1.0%
45,Ty Montgomery(NO),10,28,2.8,7,0,0,1,3,3,3.0,0,0,1,3.1,3.1,0.6%
46,Travaris Cadet(FA),1,3,3.0,3,0,0,3,3,26,8.7,0,0,1,2.9,2.9,0.0%
