,Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST
0,1,Alvin Kamara(NO),10,68,6.8,17,0,1,6,7,84,14.0,1,1,1,25.2,25.2,100.0%
1,2,Corey Clement(DAL),12,51,4.3,28,1,2,1,1,15,15.0,1,0,1,24.6,24.6,0.8%
2,3,Todd Gurley II(FA),16,59,3.7,36,1,2,2,3,45,22.5,0,0,1,22.4,22.4,0.4%
3,4,Matt Forte(FA),14,77,5.5,20,1,2,4,4,19,4.8,0,0,1,21.6,21.6,19.1%
4,5,Marshawn Lynch(FA),14,57,4.1,22,1,2,2,2,6,3.0,0,0,1,18.3,18.3,0.3%
5,6,Christian McCaffrey(CAR),15,66,4.4,17,0,1,5,6,28,5.6,0,0,1,15.4,15.4,47.2%
6,7,Ezekiel Elliott(DAL),27,93,3.4,11,0,1,0,0,0,0,0,0,1,15.3,15.3,99.7%
7,8,Adrian Peterson(SEA),37,159,4.3,25,1,0,2,4,8,4.0,0,1,1,14.7,14.7,4.9%
8,9,Robert Kelley(FA),14,18,1.3,5,0,2,0,0,0,0,0,0,1,13.8,13.8,0.0%
9,10,Jay Ajayi(FA),8,77,9.6,46,1,1,0,0,0,0,0,0,1,13.7,13.7,7.0%
10,11,Carlos Hyde(JAC),12,41,3.4,11,0,0,9,11,84,9.3,0,0,1,12.5,12.5,6.9%
11,12,Javorius Allen(FA),7,21,3.0,7,0,0,7,8,44,6.3,1,0,1,12.5,12.5,0.1%
12,13,Damien Williams(CHI),7,14,2.0,4,0,0,6,6,47,7.8,1,0,1,12.1,12.1,4.4%
13,14,Joe Mixon(CIN),13,31,2.4,7,0,1,3,4,15,5.0,0,0,1,10.6,10.6,98.1%
14,15,Chris Ivory(FA),20,70,3.5,14,0,0,3,4,34,11.3,0,0,1,10.4,10.4,0.0%
15,16,Kenyan Drake(LV),9,69,7.7,42,1,0,6,6,35,5.8,0,1,1,10.4,10.4,29.4%
16,17,Ameer Abdullah(CAR),21,48,2.3,11,0,1,1,1,9,9.0,0,1,1,9.7,9.7,10.4%
17,18,Derrick Henry(TEN),8,26,3.3,10,0,1,2,2,10,5.0,0,0,1,9.6,9.6,78.0%
18,19,Jamaal Williams(DET),1,1,1.0,1,0,1,2,2,31,15.5,0,0,1,9.2,9.2,58.2%
19,20,Lamar Miller(FA),10,57,5.7,14,0,0,3,4,34,11.3,0,0,1,9.1,9.1,0.0%
20,21,Tevin Coleman(NYJ),5,5,1.0,2,0,0,1,2,19,19.0,1,0,1,8.4,8.4,18.5%
21,22,Mark Ingram II(NO),16,77,4.8,32,1,0,1,1,2,2.0,0,0,1,7.9,7.9,39.1%
22,23,Orleans Darkwa(FA),16,71,4.4,24,1,0,2,2,8,4.0,0,0,1,7.9,7.9,0.0%
23,24,Frank Gore(FA),17,51,3.0,16,0,0,3,4,26,8.7,0,0,1,7.7,7.7,12.2%
24,25,Bilal Powell(FA),9,74,8.2,51,1,0,0,0,0,0,0,0,1,7.4,7.4,0.0%
25,26,Theo Riddick(FA),5,11,2.2,14,0,0,4,4,62,15.5,0,0,1,7.3,7.3,0.0%
26,27,Thomas Rawls(FA),9,39,4.3,11,0,0,2,2,31,15.5,0,0,1,7.0,7.0,0.1%
27,28,Devonta Freeman(BAL),11,46,4.2,20,1,0,4,5,18,4.5,0,0,1,6.4,6.4,74.2%
28,29,Kareem Hunt(CLE),9,37,4.1,19,0,0,4,5,24,6.0,0,0,1,6.1,6.1,82.1%
29,30,Malcolm Brown(MIA),15,57,3.8,16,0,0,0,0,0,0,0,0,1,5.7,5.7,3.6%
30,31,Peyton Barber(LV),11,34,3.1,9,0,0,2,3,20,10.0,0,0,1,5.4,5.4,1.2%
31,32,Ty Montgomery(NO),5,33,6.6,9,0,0,1,1,18,18.0,0,0,1,5.1,5.1,0.6%
32,33,Alex Collins(SEA),13,43,3.3,14,0,0,1,1,3,3.0,0,0,1,4.6,4.6,18.8%
33,34,DeMarco Murray(FA),9,19,2.1,7,0,0,2,2,22,11.0,0,0,1,4.1,4.1,0.1%
34,35,Elijah McGuire(FA),13,30,2.3,15,0,0,1,1,9,9.0,0,0,1,3.9,3.9,0.0%
35,36,D'Onta Foreman(TEN),11,37,3.4,8,0,0,0,1,0,0,0,0,1,3.7,3.7,66.5%
36,37,LeGarrette Blount(FA),9,37,4.1,10,0,0,0,0,0,0,0,0,1,3.7,3.7,0.1%
37,38,Eddie Lacy(FA),6,20,3.3,8,0,0,1,1,14,14.0,0,0,1,3.4,3.4,0.3%
38,39,Charcandrick West(FA),1,3,3.0,3,0,0,5,6,30,6.0,0,0,1,3.3,3.3,0.0%
39,40,T.J. Yeldon(FA),11,41,3.7,15,0,0,2,4,11,5.5,0,1,1,3.2,3.2,0.0%
40,41,Chris Thompson(FA),4,20,5.0,11,0,0,4,6,11,2.8,0,0,1,3.1,3.1,0.0%
41,42,Devontae Booker(NYG),6,21,3.5,9,0,0,2,3,9,4.5,0,0,1,3.0,3.0,23.3%
42,43,Marlon Mack(IND),9,29,3.2,11,0,0,0,0,0,0,0,0,1,2.9,2.9,1.6%
43,44,J.D. McKissic(WAS),3,12,4.0,6,0,0,2,3,14,7.0,0,0,1,2.6,2.6,32.9%
44,45,LeSean McCoy(FA),12,25,2.1,13,0,0,0,1,0,0,0,0,1,2.5,2.5,2.0%
45,46,Wendell Smallwood(FA),5,25,5.0,26,1,0,0,0,0,0,0,0,1,2.5,2.5,0.0%
46,47,Jamaal Charles(FA),4,1,0.3,1,0,0,4,4,23,5.8,0,0,1,2.4,2.4,0.1%
47,48,Wayne Gallman Jr.(MIN),9,41,4.6,14,0,0,0,1,0,0,0,1,1,2.1,2.1,1.0%
48,49,Matt Breida(BUF),1,1,1.0,1,0,0,2,4,18,9.0,0,0,1,1.9,1.9,8.2%
49,50,Corey Grant(FA),4,18,4.5,11,0,0,0,0,0,0,0,0,1,1.8,1.8,0.0%
50,51,Mike Tolbert(FA),4,3,0.8,2,0,0,3,3,13,4.3,0,0,1,1.6,1.6,0.0%
51,52,Jalen Richard(LV),5,14,2.8,5,0,0,0,1,0,0,0,0,1,1.4,1.4,0.7%
52,53,Andre Ellington(FA),0,0,0,0,0,0,2,3,14,7.0,0,0,1,1.4,1.4,0.1%
53,54,Shane Vereen(FA),0,0,0,0,0,0,3,4,14,4.7,0,0,1,1.4,1.4,0.0%
54,55,DeAndre Washington(FA),4,16,4.0,11,0,0,1,1,-2,-2.0,0,0,1,1.4,1.4,11.0%
55,56,C.J. Anderson(FA),9,13,1.4,4,0,0,0,1,0,0,0,0,1,1.3,1.3,1.0%
56,57,Alfred Morris(NYG),1,11,11.0,11,0,0,0,0,0,0,0,0,1,1.1,1.1,0.0%
57,58,Aaron Jones(GB),5,12,2.4,4,0,0,2,5,-1,-0.5,0,0,1,1.1,1.1,98.9%
58,59,Charles Sims(FA),0,0,0,0,0,0,2,2,11,5.5,0,0,1,1.1,1.1,0.0%
59,60,Derrick Coleman(FA),0,0,0,0,0,0,1,1,9,9.0,0,0,1,0.9,0.9,0.1%
60,61,Aaron Ripkowski(FA),0,0,0,0,0,0,1,1,9,9.0,0,0,1,0.9,0.9,0.0%
61,62,Samaje Perine(CIN),2,9,4.5,8,0,0,0,0,0,0,0,0,1,0.9,0.9,15.2%
62,63,Doug Martin(FA),8,7,0.9,4,0,0,0,0,0,0,0,0,1,0.7,0.7,0.0%
63,64,Tommy Bohanon(FA),0,0,0,0,0,0,1,1,6,6.0,0,0,1,0.6,0.6,0.0%
