rank,player,passing_cmp,passing_att,passing_pct,passing_yds,passing_ya,passing_td,passing_int,passing_sacks,rushing_att,rushing_yds,rushing_td,fumbles_lost,games,fantasy_points,fantasy_points_per_game,rost,team,position,week,year
1,Russell Wilson,31,35,88.6,322,9.2,4,0,3,3,29,0,0,1,31.8,31.8,90.4,SEA,QB,1,2020
2,Aaron Rodgers,32,44,72.7,364,8.3,4,0,0,1,2,0,0,1,30.8,30.8,97.4,GB,QB,1,2020
3,Josh Allen,33,46,71.7,312,6.8,2,0,3,14,57,1,2,1,28.2,28.2,100.0,BUF,QB,1,2020
4,Lamar Jackson,20,25,80.0,275,11.0,3,0,2,7,45,0,0,1,27.5,27.5,94.0,BAL,QB,1,2020
5,Kyler Murray,26,40,65.0,230,5.8,1,1,2,13,91,1,0,1,27.3,27.3,99.3,ARI,QB,1,2020
6,Cam Newton,15,19,78.9,155,8.2,0,0,2,15,75,2,0,1,25.7,25.7,20.3,CAR,QB,1,2020
7,Matt Ryan,37,54,68.5,450,8.3,2,1,2,1,-1,0,0,1,24.9,24.9,36.3,ATL,QB,1,2020
8,Mitchell Trubisky,20,36,55.6,242,6.7,3,0,1,3,26,0,0,1,24.3,24.3,0.4,BUF,QB,1,2020
9,Kirk Cousins,19,25,76.0,259,10.4,2,1,2,4,34,0,0,1,22.8,22.8,70.7,MIN,QB,1,2020
10,Tom Brady,23,36,63.9,239,6.6,2,2,3,3,9,1,0,1,22.5,22.5,99.1,FA,QB,1,2020
11,Ben Roethlisberger,21,32,65.6,229,7.2,3,0,2,3,9,0,0,1,22.1,22.1,23.8,FA,QB,1,2020
12,Deshaun Watson,20,32,62.5,253,7.9,1,1,4,6,27,1,0,1,21.8,21.8,5.0,HOU,QB,1,2020
13,Gardner Minshew II,19,20,95.0,173,8.7,3,0,4,5,19,0,0,1,20.8,20.8,2.2,PHI,QB,1,2020
14,Patrick Mahomes II,24,32,75.0,211,6.6,3,0,1,0,0,0,0,1,20.4,20.4,100.0,KC,QB,1,2020
15,Ryan Tannehill,29,43,67.4,249,5.8,2,0,1,3,14,0,0,1,19.4,19.4,62.7,TEN,QB,1,2020
16,Daniel Jones,26,41,63.4,279,6.8,2,2,3,4,22,0,0,1,19.4,19.4,13.6,NYG,QB,1,2020
17,Teddy Bridgewater,22,34,64.7,269,7.9,1,0,1,4,26,0,0,1,19.4,19.4,15.6,DEN,QB,1,2020
18,Jimmy Garoppolo,19,33,57.6,259,7.8,2,0,3,1,9,0,0,1,19.3,19.3,23.3,SF,QB,1,2020
19,Dak Prescott,25,39,64.1,266,6.8,1,0,3,3,30,0,0,1,17.6,17.6,98.2,DAL,QB,1,2020
20,Joe Burrow,23,36,63.9,193,5.4,0,1,3,8,46,1,0,1,17.3,17.3,88.3,CIN,QB,1,2020
21,Matthew Stafford,24,42,57.1,297,7.1,1,1,1,5,23,0,0,1,17.2,17.2,97.2,LAR,QB,1,2020
22,Philip Rivers,36,46,78.3,363,7.9,1,2,0,1,3,0,0,1,16.8,16.8,20.6,FA,QB,1,2020
23,Carson Wentz,24,42,57.1,270,6.4,2,2,8,1,2,0,1,1,15.0,15.0,44.0,IND,QB,1,2020
24,Drew Brees,18,30,60.0,160,5.3,2,0,1,2,0,0,0,1,14.4,14.4,35.7,FA,QB,1,2020
25,Derek Carr,22,30,73.3,239,8.0,1,0,0,0,0,0,0,1,13.6,13.6,58.1,LV,QB,1,2020
26,Drew Lock,22,33,66.7,216,6.5,1,0,0,3,5,0,0,1,13.1,13.1,1.5,DEN,QB,1,2020
27,Dwayne Haskins,17,31,54.8,178,5.7,1,0,3,7,17,0,0,1,12.8,12.8,0.1,PIT,QB,1,2020
