rank,player,passing_cmp,passing_att,passing_pct,passing_yds,passing_ya,passing_td,passing_int,passing_sacks,rushing_att,rushing_yds,rushing_td,fumbles_lost,games,fantasy_points,fantasy_points_per_game,rost,team,week,position
1,Tom Brady,28,39,71.8,341,8.7,3,0,1,2,2,1,0,1,31.8,31.8,99.1,FA,10,QB
2,Kyler Murray,22,32,68.8,245,7.7,1,1,3,11,61,2,0,1,30.9,30.9,99.3,ARI,10,QB
3,Ben Roethlisberger,27,46,58.7,333,7.2,4,0,0,1,0,0,0,1,29.3,29.3,23.8,FA,10,QB
4,Josh Allen,32,49,65.3,284,5.8,2,2,0,7,38,0,0,1,28.4,28.4,100.0,BUF,10,QB
5,Aaron Rodgers,24,34,70.6,325,9.6,2,1,1,3,4,1,0,1,26.4,26.4,97.4,GB,10,QB
6,Matthew Stafford,24,33,72.7,276,8.4,3,0,1,0,0,0,0,1,23.0,23.0,97.2,LAR,10,QB
7,Lamar Jackson,24,34,70.6,249,7.3,2,1,2,11,55,0,0,1,22.5,22.5,94.0,BAL,10,QB
8,Daniel Jones,21,28,75.0,244,8.7,0,0,3,9,64,1,0,1,22.2,22.2,13.6,NYG,10,QB
9,Justin Herbert,20,32,62.5,187,5.8,2,1,2,4,10,1,0,1,21.5,21.5,98.8,LAC,10,QB
10,Teddy Bridgewater,18,24,75.0,136,5.7,2,1,1,3,16,1,0,1,20.0,20.0,15.6,DEN,10,QB
11,Kirk Cousins,25,36,69.4,292,8.1,2,1,1,1,-1,0,0,1,18.6,18.6,70.7,MIN,10,QB
12,Cam Newton,13,17,76.5,118,6.9,1,0,1,11,21,1,0,1,16.8,16.8,20.3,CAR,10,QB
13,Philip Rivers,29,39,74.4,308,7.9,1,0,1,0,0,0,0,1,16.3,16.3,20.6,FA,10,QB
14,Alex Smith,38,55,69.1,390,7.1,0,0,2,2,4,0,0,1,16.0,16.0,5.0,FA,10,QB
15,Tua Tagovailoa,15,25,60.0,169,6.8,2,0,0,6,-1,0,0,1,14.7,14.7,44.2,MIA,10,QB
16,Deshaun Watson,20,30,66.7,163,5.4,1,0,2,8,36,0,0,1,14.1,14.1,5.0,HOU,10,QB
17,Joe Burrow,21,40,52.5,213,5.3,1,0,4,0,0,0,0,1,12.5,12.5,88.3,CIN,10,QB
18,Nick Mullens,24,38,63.2,247,6.5,1,2,2,1,3,0,0,1,12.2,12.2,0.3,CLE,10,QB
19,Russell Wilson,22,37,59.5,248,6.7,0,2,6,8,60,0,1,1,11.9,11.9,90.4,SEA,10,QB
20,Drew Lock,23,47,48.9,257,5.5,1,4,2,2,7,0,0,1,11.0,11.0,1.5,DEN,10,QB
21,Ryan Tannehill,15,27,55.6,147,5.4,1,0,1,2,9,0,0,1,10.8,10.8,62.7,TEN,10,QB
22,Jared Goff,27,37,73.0,302,8.2,0,0,3,5,4,0,1,1,10.5,10.5,5.3,DET,10,QB
23,Jake Luton,18,35,51.4,169,4.8,1,1,3,0,0,0,0,1,9.8,9.8,0.0,JAC,10,QB
24,Carson Wentz,21,37,56.8,208,5.6,0,0,3,2,4,0,0,1,8.7,8.7,44.0,IND,10,QB
25,Derek Carr,16,25,64.0,154,6.2,0,0,0,4,10,0,0,1,7.2,7.2,58.1,LV,10,QB
26,Drew Brees,8,13,61.5,76,5.8,1,0,0,1,-1,0,0,1,6.9,6.9,35.7,FA,10,QB
27,Jacoby Brissett,0,0,0.0,0,0.0,0,0,0,1,2,1,0,1,6.2,6.2,0.6,MIA,10,QB
28,Baker Mayfield,12,20,60.0,132,6.6,0,0,1,3,1,0,0,1,5.4,5.4,26.4,CLE,10,QB
29,Nick Foles,15,26,57.7,106,4.1,0,1,2,1,2,0,0,1,3.4,3.4,0.7,CHI,10,QB
30,Taysom Hill,0,0,0.0,0,0.0,0,0,1,8,45,0,1,1,2.5,2.5,53.2,NO,10,QB
31,Jameis Winston,6,10,60.0,63,6.3,0,0,2,4,-2,0,0,1,2.3,2.3,5.2,NO,10,QB
32,Tyler Bray,1,5,20.0,18,3.6,0,0,0,0,0,0,0,1,0.7,0.7,0.0,FA,10,QB
33,P.J. Walker,2,4,50.0,12,3.0,0,0,1,0,0,0,0,1,0.5,0.5,0.1,CAR,10,QB
