rank,player,receiving_rec,receiving_tgt,receiving_yds,receiving_avg,receiving_long,receiving_20p,receiving_td,rushing_att,rushing_yds,rushing_td,lst,games,fantasy_points,fantasy_points_per_game,rost,position,week,year,team
1.0,Austin Hooper,2.0,2.0,128.0,64.0,88.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,18.8,18.8,28.8,TE,1,2017,ATL
2.0,Jesse James,6.0,8.0,41.0,6.8,19.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,16.1,16.1,0.0,TE,1,2017,PIT
3.0,Jason Witten,7.0,9.0,59.0,8.4,12.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,11.9,11.9,0.1,TE,1,2017,DAL
4.0,Coby Fleener,5.0,6.0,54.0,10.8,24.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,11.4,11.4,0.0,TE,1,2017,NO
5.0,Charles Clay,4.0,9.0,53.0,13.3,35.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,11.3,11.3,0.0,TE,1,2017,BUF
6.0,Zach Ertz,8.0,8.0,93.0,11.6,23.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.3,9.3,85.8,TE,1,2017,PHI
7.0,Kyle Rudolph,3.0,3.0,26.0,8.7,15.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,8.6,8.6,0.3,TE,1,2017,MIN
8.0,Delanie Walker,7.0,9.0,76.0,10.9,23.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7.6,7.6,0.1,TE,1,2017,TEN
9.0,Demetrius Harris,2.0,2.0,15.0,7.5,8.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7.5,7.5,0.1,TE,1,2017,KC
10.0,Jared Cook,5.0,5.0,56.0,11.2,22.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.6,5.6,50.2,TE,1,2017,OAK
11.0,C.J. Fiedorowicz,4.0,4.0,46.0,11.5,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.6,4.6,0.0,TE,1,2017,HOU
12.0,Virgil Green,1.0,1.0,44.0,44.0,44.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.4,4.4,0.0,TE,1,2017,DEN
13.0,Travis Kelce,5.0,7.0,40.0,8.0,14.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,4.4,4.4,100.0,TE,1,2017,KC
