rank,player,passing_cmp,passing_att,passing_pct,passing_yds,passing_ya,passing_td,passing_int,passing_sacks,rushing_att,rushing_yds,rushing_td,fumbles_lost,games,fantasy_points,fantasy_points_per_game,rost,team,position,week,year
1,Joe Burrow,37,46,80.4,525,11.4,4,0,3,2,11,0,0,1,38.1,38.1,88.3,CIN,QB,16,2021
2,Dak Prescott,28,39,71.8,330,8.5,4,0,3,4,21,0,0,1,31.3,31.3,98.2,DAL,QB,16,2021
3,Josh Allen,30,47,63.8,314,6.7,3,0,0,12,64,0,0,1,31.0,31.0,100.0,BUF,QB,16,2021
4,Zach Wilson,14,22,63.6,102,4.6,1,0,1,4,91,1,0,1,23.2,23.2,6.6,NYJ,QB,16,2021
5,Patrick Mahomes II,23,30,76.7,258,8.6,3,0,2,0,0,0,0,1,22.3,22.3,100.0,KC,QB,16,2021
6,Kyler Murray,27,43,62.8,245,5.7,1,0,0,4,74,0,0,1,21.9,21.9,99.3,ARI,QB,16,2021
7,Josh Johnson,28,40,70.0,304,7.6,2,1,1,5,10,0,0,1,20.2,20.2,1.1,BAL,QB,16,2021
8,Aaron Rodgers,24,34,70.6,202,5.9,3,0,0,1,-1,0,0,1,20.0,20.0,97.4,GB,QB,16,2021
9,Justin Herbert,27,35,77.1,336,9.6,1,2,1,4,15,0,0,1,18.9,18.9,98.8,LAC,QB,16,2021
10,Davis Mills,21,27,77.8,254,9.4,2,0,1,1,-1,0,0,1,18.1,18.1,3.7,HOU,QB,16,2021
11,Carson Wentz,18,28,64.3,225,8.0,2,0,2,2,4,0,0,1,17.4,17.4,44.0,IND,QB,16,2021
12,Kirk Cousins,27,38,71.1,315,8.3,1,1,3,4,17,0,0,1,17.3,17.3,70.7,MIN,QB,16,2021
13,Nick Foles,24,35,68.6,250,7.1,1,0,4,4,8,0,0,1,16.8,16.8,0.7,CHI,QB,16,2021
14,Jalen Hurts,17,29,58.6,199,6.9,2,0,1,2,7,0,0,1,16.7,16.7,94.4,PHI,QB,16,2021
15,Russell Wilson,16,27,59.3,181,6.7,2,0,2,2,13,0,0,1,16.5,16.5,90.4,SEA,QB,16,2021
16,Jimmy Garoppolo,26,35,74.3,322,9.2,1,2,2,1,3,0,0,1,15.2,15.2,23.3,SF,QB,16,2021
17,Ryan Tannehill,22,29,75.9,209,7.2,1,0,4,3,22,0,0,1,14.6,14.6,62.7,TEN,QB,16,2021
18,Tom Brady,18,30,60.0,232,7.7,1,0,0,1,11,0,0,1,14.4,14.4,99.1,FA,QB,16,2021
19,Baker Mayfield,21,36,58.3,222,6.2,2,4,5,2,11,0,0,1,14.0,14.0,26.4,CLE,QB,16,2021
20,Matt Ryan,18,24,75.0,215,9.0,1,0,3,4,5,0,0,1,13.1,13.1,36.3,ATL,QB,16,2021
21,Trevor Lawrence,26,39,66.7,280,7.2,0,0,1,6,37,0,1,1,12.9,12.9,23.9,JAC,QB,16,2021
22,Tua Tagovailoa,19,26,73.1,198,7.6,1,1,2,1,1,0,0,1,11.0,11.0,44.2,MIA,QB,16,2021
23,Tim Boyle,24,34,70.6,187,5.5,1,1,0,0,0,0,0,1,10.5,10.5,0.2,DET,QB,16,2021
24,Matthew Stafford,21,37,56.8,197,5.3,1,3,0,3,8,0,0,1,9.7,9.7,97.2,LAR,QB,16,2021
25,Derek Carr,20,25,80.0,201,8.0,1,1,2,7,5,0,1,1,9.5,9.5,58.1,LV,QB,16,2021
26,Sam Darnold,15,32,46.9,190,5.9,0,0,4,1,11,0,0,1,8.7,8.7,5.5,CAR,QB,16,2021
27,Mike Glennon,17,27,63.0,93,3.4,1,1,0,2,11,0,0,1,7.8,7.8,0.8,NYG,QB,16,2021
28,Ben Roethlisberger,23,35,65.7,159,4.5,1,1,2,0,0,0,1,1,7.4,7.4,23.8,FA,QB,16,2021
29,Drew Lock,15,22,68.2,153,7.0,0,0,2,2,10,0,0,1,7.1,7.1,1.5,DEN,QB,16,2021
30,Mac Jones,14,32,43.8,145,4.5,0,2,1,6,33,0,0,1,7.1,7.1,28.5,NE,QB,16,2021
31,Cooper Rush,2,3,66.7,70,23.3,1,0,0,2,0,0,0,1,6.8,6.8,0.3,DAL,QB,16,2021
32,Taylor Heinicke,7,22,31.8,121,5.5,1,2,4,1,-1,0,0,1,6.7,6.7,21.2,WAS,QB,16,2021
33,Kyle Allen,8,10,80.0,67,6.7,1,0,1,0,0,0,0,1,6.7,6.7,0.1,WAS,QB,16,2021
34,Cam Newton,7,13,53.8,61,4.7,0,1,3,5,42,0,0,1,5.6,5.6,20.3,CAR,QB,16,2021
35,Ian Book,12,20,60.0,135,6.8,0,2,8,3,6,0,0,1,4.0,4.0,0.8,NO,QB,16,2021
36,Mason Rudolph,5,8,62.5,35,4.4,0,0,0,1,17,0,0,1,3.1,3.1,0.3,PIT,QB,16,2021
37,Jake Fromm,6,17,35.3,25,1.5,0,1,2,3,12,0,0,1,1.2,1.2,0.8,NYG,QB,16,2021
38,Jalen Morton,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,IND,QB,16,2021
39,Reid Sinnett,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,PHI,QB,16,2021
40,Ben DiNucci,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,DAL,QB,16,2021
41,Sam Ehlinger,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,IND,QB,16,2021
42,Kyle Trask,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,TB,QB,16,2021
43,Trey Lance,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,26.3,SF,QB,16,2021
44,Feleipe Franks,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,ATL,QB,16,2021
45,Justin Fields,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,21.0,CHI,QB,16,2021
46,Steven Montez,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,DET,QB,16,2021
47,John Wolford,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,LAR,QB,16,2021
