rank,player,passing_cmp,passing_att,passing_pct,passing_yds,passing_ya,passing_td,passing_int,passing_sacks,rushing_att,rushing_yds,rushing_td,fumbles_lost,games,fantasy_points,fantasy_points_per_game,rost,team,week,position
1,Kyler Murray,21,32,65.6,289,9.0,4,1,2,5,20,1,0,1,34.6,34.6,99.3,ARI,1,QB
2,Patrick Mahomes II,27,36,75.0,337,9.4,3,0,2,5,18,1,0,1,33.3,33.3,100.0,KC,1,QB
3,Jared Goff,38,57,66.7,338,5.9,3,1,3,3,14,0,0,1,29.9,29.9,5.3,DET,1,QB
4,Jameis Winston,14,20,70.0,148,7.4,5,0,0,6,37,0,0,1,29.6,29.6,5.2,NO,1,QB
5,Tom Brady,32,50,64.0,379,7.6,4,2,0,0,0,0,0,1,29.2,29.2,99.1,FA,1,QB
6,Jalen Hurts,27,35,77.1,264,7.5,3,0,1,7,62,0,0,1,28.8,28.8,94.4,PHI,1,QB
7,Dak Prescott,42,58,72.4,403,6.9,3,1,1,4,13,0,0,1,28.4,28.4,98.2,DAL,1,QB
8,Russell Wilson,18,23,78.3,254,11.0,4,0,3,5,9,0,0,1,27.1,27.1,90.4,SEA,1,QB
9,Derek Carr,34,56,60.7,435,7.8,2,1,3,4,6,0,0,1,25.0,25.0,58.1,LV,1,QB
10,Matthew Stafford,20,26,76.9,321,12.3,3,0,1,5,-5,0,0,1,24.3,24.3,97.2,LAR,1,QB
11,Tyrod Taylor,21,33,63.6,291,8.8,2,0,1,4,40,0,0,1,23.6,23.6,4.9,HOU,1,QB
12,Trevor Lawrence,28,51,54.9,332,6.5,3,3,1,1,-2,0,0,1,22.1,22.1,23.9,JAC,1,QB
13,Kirk Cousins,36,49,73.5,351,7.2,2,0,3,0,0,0,0,1,22.0,22.0,70.7,MIN,1,QB
14,Daniel Jones,22,37,59.5,267,7.2,1,0,2,6,27,1,1,1,21.4,21.4,13.6,NYG,1,QB
15,Teddy Bridgewater,28,36,77.8,264,7.3,2,0,2,3,19,0,0,1,20.5,20.5,15.6,DEN,1,QB
16,Zach Wilson,20,37,54.1,258,7.0,2,1,6,0,0,0,0,1,19.3,19.3,6.6,NYJ,1,QB
17,Sam Darnold,24,35,68.6,279,8.0,1,0,1,5,-1,1,1,1,19.1,19.1,5.5,CAR,1,QB
18,Joe Burrow,20,27,74.1,261,9.7,2,0,5,1,2,0,0,1,18.6,18.6,88.3,CIN,1,QB
19,Carson Wentz,25,38,65.8,251,6.6,2,0,3,4,23,0,1,1,18.3,18.3,44.0,IND,1,QB
20,Lamar Jackson,19,30,63.3,235,7.8,1,0,3,12,86,0,2,1,18.0,18.0,94.0,BAL,1,QB
21,Josh Allen,30,51,58.8,270,5.3,1,0,3,9,44,0,1,1,17.2,17.2,100.0,BUF,1,QB
22,Tua Tagovailoa,16,27,59.3,202,7.5,1,1,2,4,1,1,0,1,17.2,17.2,44.2,MIA,1,QB
23,Ryan Tannehill,21,35,60.0,212,6.1,1,1,6,2,17,1,2,1,15.2,15.2,62.7,TEN,1,QB
24,Mac Jones,29,39,74.4,281,7.2,1,0,1,0,0,0,0,1,15.2,15.2,28.5,NE,1,QB
25,Jimmy Garoppolo,17,25,68.0,314,12.6,1,0,1,3,2,0,1,1,14.8,14.8,23.3,SF,1,QB
26,Justin Herbert,31,47,66.0,337,7.2,1,1,2,4,-1,0,1,1,14.4,14.4,98.8,LAC,1,QB
27,Baker Mayfield,21,28,75.0,321,11.5,0,1,2,1,7,0,0,1,13.6,13.6,26.4,CLE,1,QB
28,Ben Roethlisberger,18,32,56.3,188,5.9,1,0,2,4,5,0,0,1,12.0,12.0,23.8,FA,1,QB
29,Taylor Heinicke,11,15,73.3,122,8.1,1,0,0,3,17,0,0,1,10.6,10.6,21.2,WAS,1,QB
30,Matt Ryan,21,35,60.0,164,4.7,0,0,3,2,8,0,0,1,7.4,7.4,36.3,ATL,1,QB
31,Justin Fields,2,2,100.0,10,5.0,0,0,0,1,3,1,0,1,6.7,6.7,21.0,CHI,1,QB
32,Andy Dalton,27,38,71.1,206,5.4,0,1,3,2,13,0,1,1,6.5,6.5,1.6,CHI,1,QB
33,Trey Lance,1,1,100.0,5,5.0,1,0,0,3,2,0,0,1,4.4,4.4,26.3,SF,1,QB
34,Aaron Rodgers,15,28,53.6,133,4.8,0,2,1,0,0,0,0,1,3.3,3.3,97.4,GB,1,QB
35,Marcus Mariota,0,0,0.0,0,0.0,0,0,0,1,31,0,0,1,3.1,3.1,0.2,LV,1,QB
36,Ryan Fitzpatrick,3,6,50.0,13,2.2,0,0,1,1,2,0,0,1,0.7,0.7,6.1,WAS,1,QB
37,Jordan Love,5,7,71.4,68,9.7,0,0,1,0,0,0,1,1,0.7,0.7,1.3,GB,1,QB
38,Jacoby Brissett,0,0,0.0,0,0.0,0,0,0,2,4,0,0,1,0.4,0.4,0.6,MIA,1,QB
39,Taysom Hill,1,1,100.0,3,3.0,0,0,0,2,1,0,0,1,0.2,0.2,53.2,NO,1,QB
40,Feleipe Franks,0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,ATL,1,QB
41,Ben DiNucci,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,DAL,1,QB
42,Kyle Trask,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,TB,1,QB
43,Sam Ehlinger,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,IND,1,QB
44,Jalen Morton,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,IND,1,QB
45,Reid Sinnett,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,PHI,1,QB
46,Ian Book,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.8,NO,1,QB
47,Brian Brohm,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,BUF,1,QB
48,Brett Ratliff,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,TEN,1,QB
49,Easton Stick,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,LAC,1,QB
50,Brett Rypien,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,DEN,1,QB
51,Trace McSorley,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.3,ARI,1,QB
52,Eric Dungey,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,CIN,1,QB
53,Jake Browning,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,CIN,1,QB
54,Gardner Minshew II,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,2.2,PHI,1,QB
55,Jarrett Stidham,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,NE,1,QB
56,Will Grier,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,DAL,1,QB
57,Drew Lock,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1.5,DEN,1,QB
58,Tim Boyle,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,DET,1,QB
59,Kurt Benkert,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,GB,1,QB
