,Rank,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
0,1,Josh Allen(BUF),36,54,66.7,308,5.7,2,1,3,12,109,1,0,1,36.2,36.2,100.0%
1,2,Tom Brady(FA),31,46,67.4,363,7.9,2,0,2,7,16,1,0,1,30.1,30.1,99.1%
2,3,Aaron Rodgers(GB),29,37,78.4,341,9.2,4,0,3,1,0,0,0,1,29.6,29.6,97.4%
3,4,Taysom Hill(NO),15,21,71.4,175,8.3,0,0,3,11,73,2,0,1,26.3,26.3,53.2%
4,5,Ben Roethlisberger(FA),28,40,70.0,308,7.7,3,1,5,1,5,0,0,1,25.8,25.8,23.8%
5,6,Justin Herbert(LAC),23,31,74.2,275,8.9,3,0,2,4,19,0,0,1,24.9,24.9,98.8%
6,7,Matthew Stafford(LAR),23,30,76.7,287,9.6,3,0,3,0,0,0,0,1,23.5,23.5,97.2%
7,8,Joe Burrow(CIN),25,34,73.5,348,10.2,2,0,5,2,3,0,0,1,22.2,22.2,88.3%
8,9,Russell Wilson(SEA),17,28,60.7,260,9.3,2,0,0,2,8,0,0,1,21.2,21.2,90.4%
9,10,Justin Fields(CHI),18,33,54.5,224,6.8,2,2,2,9,74,0,1,1,20.4,20.4,21.0%
10,11,Patrick Mahomes II(KC),20,24,83.3,258,10.8,2,0,3,4,20,0,0,1,20.3,20.3,100.0%
11,12,Jimmy Garoppolo(SF),27,41,65.9,296,7.2,2,0,5,1,3,0,0,1,20.1,20.1,23.3%
12,13,Kyler Murray(ARI),32,49,65.3,383,7.8,0,2,4,7,61,0,0,1,19.4,19.4,99.3%
13,14,Mike Glennon(NYG),17,36,47.2,191,5.3,2,1,2,1,7,1,1,1,19.3,19.3,0.8%
14,15,Davis Mills(HOU),33,49,67.3,331,6.8,1,0,2,2,8,0,0,1,18.0,18.0,3.7%
15,16,Ryan Tannehill(TEN),20,31,64.5,191,6.2,0,0,4,4,29,1,0,1,16.5,16.5,62.7%
16,17,Baker Mayfield(CLE),22,32,68.8,190,5.9,2,1,0,6,14,0,0,1,16.0,16.0,26.4%
17,18,Kirk Cousins(MIN),14,31,45.2,216,7.0,2,2,0,2,14,0,0,1,16.0,16.0,70.7%
18,19,Tyler Huntley(BAL),27,38,71.1,270,7.1,1,0,3,6,45,0,2,1,15.3,15.3,28.7%
19,20,Teddy Bridgewater(DEN),18,25,72.0,179,7.2,2,0,1,0,0,0,0,1,15.2,15.2,15.6%
20,21,Cam Newton(CAR),15,23,65.2,178,7.7,0,1,1,10,47,1,1,1,14.8,14.8,20.3%
21,22,Jared Goff(DET),24,39,61.5,215,5.5,1,1,2,2,10,0,0,1,12.6,12.6,5.3%
22,23,Dak Prescott(DAL),22,39,56.4,211,5.4,1,2,4,7,15,0,0,1,11.9,11.9,98.2%
23,24,Matt Ryan(ATL),19,28,67.9,190,6.8,1,0,0,4,3,0,0,1,11.9,11.9,36.3%
24,25,Derek Carr(LV),33,45,73.3,263,5.8,1,1,4,0,0,0,1,1,11.5,11.5,58.1%
25,26,Zach Wilson(NYJ),19,42,45.2,202,4.8,0,0,3,4,33,0,0,1,11.4,11.4,6.6%
26,27,Taylor Heinicke(WAS),11,25,44.0,122,4.9,1,1,4,3,8,0,1,1,8.7,8.7,21.2%
27,28,P.J. Walker(CAR),6,12,50.0,75,6.3,1,1,0,2,-5,0,0,1,5.5,5.5,0.1%
28,29,Trevor Lawrence(JAC),24,40,60.0,221,5.5,0,4,3,1,2,0,0,1,5.0,5.0,23.9%
29,30,Kyle Allen(WAS),4,9,44.4,53,5.9,0,0,1,2,11,0,1,1,1.2,1.2,0.1%
30,31,Lamar Jackson(BAL),4,4,100.0,17,4.3,0,0,1,2,5,0,0,1,1.2,1.2,94.0%
31,32,Feleipe Franks(ATL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
32,33,Trey Lance(SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.3%
33,34,Brett Ratliff(TEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
34,35,Kyle Trask(TB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
35,36,Sam Ehlinger(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
36,37,Ben DiNucci(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
37,38,Jalen Morton(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
38,39,Reid Sinnett(PHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
39,40,Mac Jones(NE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.5%
40,41,Ian Book(NO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8%
41,42,Daniel Jones(NYG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6%
42,43,Will Grier(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
43,44,Brett Rypien(DEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
44,45,Dwayne Haskins(PIT),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
45,46,Easton Stick(LAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
46,47,Trace McSorley(ARI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3%
47,48,Eric Dungey(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
48,49,Jake Browning(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
49,50,Gardner Minshew II(PHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2%
50,51,Drew Lock(DEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5%
51,52,Jarrett Stidham(NE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
52,53,Danny Etling(GB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
53,54,Alex McGough(SEA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
54,55,Tim Boyle(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%
55,56,John Wolford(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
56,57,Shane Buechele(KC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
57,58,Kellen Mond(MIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%
58,59,Bryce Perkins(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
59,60,Steven Montez(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
60,61,Jalen Hurts(PHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.4%
61,62,Jake Luton(JAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
62,63,James Morgan(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
63,64,Brian Lewerke(NYG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
64,65,Brian Brohm(BUF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
65,66,Jordan Love(GB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3%
66,67,David Blough(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
67,68,Jake Fromm(NYG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8%
68,69,Brian Hoyer(NE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
69,70,Tua Tagovailoa(MIA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.2%
70,71,Jacob Eason(SEA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
71,72,Ryan Willis(CHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
72,73,Ben Chappell(WAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
73,74,Adam Froman(ATL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
74,75,Tyrod Taylor(HOU),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9%
75,76,Blaine Gabbert(TB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
76,77,Andy Dalton(CHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6%
77,78,Nick Foles(CHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7%
78,79,Case Keenum(CLE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9%
79,80,Joe Flacco(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3%
80,81,Josh Johnson(BAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1%
81,82,Keith Null(CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
82,83,John David Booty(HOU),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
83,84,Erik Ainge(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
84,85,Hunter Cantwell(BAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
85,86,Ryan Fitzpatrick(WAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1%
86,87,Colt McCoy(ARI),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.4%
87,88,Geno Smith(SEA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6%
88,89,Mitchell Trubisky(BUF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4%
89,90,Deshaun Watson(HOU),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0%
90,91,Jacoby Brissett(MIA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6%
91,92,Carson Wentz(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.0%
92,93,Jeff Driskel(HOU),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
93,94,Nate Sudfeld(SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
94,95,Brandon Allen(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4%
95,96,Kevin Hogan(TEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
