rank,player,passing_cmp,passing_att,passing_cmppct,passing_yds,passing_avg,passing_td,passing_int,sacked,rushing_att,rushing_yds,rushing_td,lst,games,fantasy_points,fantasy_points_per_game,rost,team,position,week,year
1.0,Justin Herbert,30.0,41.0,73.2,382.0,9.3,3.0,1.0,2.0,9.0,90.0,0.0,0.0,1.0,35.3,35.3,98.8,LAC,QB,11,2021
2.0,Aaron Rodgers,23.0,33.0,69.7,385.0,11.7,4.0,0.0,2.0,2.0,21.0,0.0,0.0,1.0,33.5,33.5,97.4,GB,QB,11,2021
3.0,Jalen Hurts,13.0,24.0,54.2,147.0,6.1,0.0,0.0,3.0,18.0,69.0,3.0,0.0,1.0,30.8,30.8,94.4,PHI,QB,11,2021
4.0,Trevor Siemian,22.0,40.0,55.0,214.0,5.4,3.0,2.0,0.0,2.0,16.0,1.0,0.0,1.0,26.2,26.2,1.1,NO,QB,11,2021
5.0,Cam Newton,21.0,27.0,77.8,189.0,7.0,2.0,0.0,1.0,10.0,46.0,1.0,0.0,1.0,26.2,26.2,20.3,CAR,QB,11,2021
6.0,Kirk Cousins,24.0,35.0,68.6,341.0,9.7,3.0,0.0,2.0,2.0,-4.0,0.0,0.0,1.0,25.2,25.2,70.7,MIN,QB,11,2021
7.0,Taylor Heinicke,16.0,22.0,72.7,206.0,9.4,3.0,0.0,3.0,6.0,29.0,0.0,0.0,1.0,23.1,23.1,21.2,WAS,QB,11,2021
8.0,Ben Roethlisberger,28.0,44.0,63.6,273.0,6.2,3.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,22.9,22.9,23.8,PIT,QB,11,2021
9.0,Colt McCoy,35.0,44.0,79.5,328.0,7.5,2.0,0.0,2.0,6.0,18.0,0.0,0.0,1.0,22.9,22.9,0.4,ARI,QB,11,2021
10.0,Tom Brady,30.0,46.0,65.2,307.0,6.7,2.0,1.0,0.0,1.0,10.0,0.0,0.0,1.0,20.3,20.3,99.1,TB,QB,11,2021
11.0,Tyrod Taylor,14.0,24.0,58.3,107.0,4.5,0.0,0.0,0.0,6.0,28.0,2.0,0.0,1.0,19.1,19.1,4.9,HOU,QB,11,2021
12.0,Tua Tagovailoa,27.0,33.0,81.8,273.0,8.3,2.0,1.0,0.0,3.0,6.0,0.0,0.0,1.0,18.5,18.5,44.2,MIA,QB,11,2021
13.0,Josh Allen,21.0,35.0,60.0,209.0,6.0,2.0,2.0,1.0,2.0,18.0,0.0,0.0,1.0,18.2,18.2,100.0,BUF,QB,11,2021
14.0,Joe Flacco,24.0,39.0,61.5,291.0,7.5,2.0,0.0,2.0,2.0,3.0,0.0,1.0,1.0,17.9,17.9,0.3,NYJ,QB,11,2021
15.0,Andy Dalton,11.0,23.0,47.8,201.0,8.7,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,16.0,16.0,1.6,CHI,QB,11,2021
16.0,Jimmy Garoppolo,16.0,22.0,72.7,176.0,8.0,2.0,0.0,2.0,2.0,6.0,0.0,0.0,1.0,15.6,15.6,23.3,SF,QB,11,2021
