Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
1,Mike Evans(TB),11,12,198,18.0,46,3,2,0,0,0,0,1,31.8,31.8,97.8%
2,Cooper Kupp(LAR),7,10,220,31.4,65,6,1,0,0,0,0,1,28.0,28.0,100.0%
3,Kenny Golladay(NYG),6,8,123,20.5,41,2,2,0,0,0,1,1,22.3,22.3,51.8%
4,Julian Edelman(FA),8,11,78,9.8,23,1,2,1,-3,0,0,1,19.5,19.5,13.1%
5,Darius Slayton(NYG),2,5,50,25.0,28,2,2,0,0,0,0,1,17.0,17.0,4.3%
6,Michael Thomas(NO),11,11,112,10.2,28,1,1,1,-9,0,0,1,16.3,16.3,20.6%
7,Chris Conley(HOU),4,7,103,25.8,70,1,1,0,0,0,0,1,16.3,16.3,0.4%
8,JuJu Smith-Schuster(FA),5,9,103,20.6,34,2,1,0,0,0,0,1,16.3,16.3,18.5%
9,Julio Jones(TEN),10,12,152,15.2,25,2,0,0,0,0,0,1,15.2,15.2,60.7%
10,Tyrell Williams(FA),3,6,91,30.3,46,3,1,0,0,0,0,1,15.1,15.1,4.8%
11,Hunter Renfrow(LV),4,4,88,22.0,65,1,1,0,0,0,0,1,14.8,14.8,89.8%
12,Diontae Johnson(PIT),5,7,84,16.8,45,1,1,0,0,0,0,1,14.4,14.4,98.1%
13,D.J. Chark Jr.(JAC),6,12,79,13.2,29,1,1,1,0,0,0,1,13.9,13.9,17.9%
14,D.K. Metcalf(SEA),3,5,13,4.3,7,0,2,0,0,0,0,1,13.3,13.3,98.9%
15,Josh Reynolds(DET),3,8,73,24.3,31,2,1,1,-1,0,0,1,13.2,13.2,6.9%
16,Stefon Diggs(BUF),7,7,143,20.4,39,4,0,0,0,0,1,1,12.3,12.3,100.0%
17,Mecole Hardman(KC),2,2,55,27.5,30,2,1,0,0,0,0,1,11.5,11.5,29.2%
18,DeAndre Hopkins(ARI),11,13,109,9.9,21,1,0,0,0,0,0,1,10.9,10.9,69.3%
19,Marvin Hall(FA),1,1,49,49.0,49,1,1,0,0,0,0,1,10.9,10.9,0.0%
20,Deebo Samuel(SF),3,3,19,6.3,9,0,0,2,29,1,0,1,10.8,10.8,98.8%
21,Cole Beasley(BUF),3,7,41,13.7,21,1,1,0,0,0,0,1,10.1,10.1,63.2%
22,Tyler Lockett(SEA),6,6,100,16.7,20,2,0,0,0,0,0,1,10.0,10.0,97.5%
23,Christian Kirk(ARI),8,11,79,9.9,16,0,0,1,19,0,0,1,9.8,9.8,79.5%
24,Alex Erickson(CAR),6,7,97,16.2,52,1,0,0,0,0,0,1,9.7,9.7,0.0%
25,Danny Amendola(HOU),8,8,95,11.9,25,1,0,0,0,0,0,1,9.5,9.5,0.1%
26,Calvin Ridley(ATL),4,7,70,17.5,30,1,0,0,0,0,0,1,9.0,9.0,56.8%
27,Emmanuel Sanders(BUF),4,5,25,6.3,13,0,1,0,0,0,0,1,8.5,8.5,46.6%
28,Golden Tate(FA),8,10,85,10.6,18,0,0,0,0,0,0,1,8.5,8.5,0.1%
29,Tyreek Hill(KC),6,9,76,12.7,21,1,0,1,5,0,0,1,8.1,8.1,100.0%
