rank,player,fg,fg_att,fg_pct,long,1-19,20-29,30-39,40-49,50+,XPT,XPA,games,fantasy_points,fantasy_points_per_game,rost,team,position,week,year
1.0,Mason Crosby,5.0,6.0,83.3,48.0,0.0,0.0,3.0,2.0,0.0,2.0,2.0,1.0,19.0,19.0,40.7,GB,K,2,2018
2.0,Robbie Gould,3.0,3.0,100.0,45.0,0.0,0.0,1.0,2.0,0.0,3.0,3.0,1.0,14.0,14.0,22.5,SF,K,2,2018
3.0,Dustin Hopkins,3.0,4.0,75.0,49.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,11.0,11.0,14.5,LAC,K,2,2018
4.0,Randy Bullock,2.0,2.0,100.0,40.0,0.0,1.0,0.0,1.0,0.0,4.0,4.0,1.0,11.0,11.0,10.8,TEN,K,2,2018
5.0,Matt Prater,2.0,2.0,100.0,43.0,0.0,1.0,0.0,1.0,0.0,3.0,3.0,1.0,10.0,10.0,52.8,ARI,K,2,2018
6.0,Stephen Hauschka,2.0,2.0,100.0,43.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,10.0,10.0,0.0,FA,K,2,2018
7.0,Jason Myers,2.0,2.0,100.0,55.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,9.0,9.0,22.1,SEA,K,2,2018
8.0,Ryan Succop,2.0,2.0,100.0,42.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,9.0,9.0,57.4,TB,K,2,2018
9.0,Stephen Gostkowski,2.0,3.0,66.7,46.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,9.0,9.0,0.1,FA,K,2,2018
10.0,Mike Nugent,2.0,2.0,100.0,46.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,8.0,8.0,1.0,FA,K,2,2018
11.0,Graham Gano,1.0,1.0,100.0,54.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,1.0,8.0,8.0,31.4,NYG,K,2,2018
12.0,Matt Bryant,1.0,1.0,100.0,44.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,1.0,8.0,8.0,1.1,FA,K,2,2018
13.0,Brett Maher,2.0,2.0,100.0,37.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,8.0,8.0,1.9,FA,K,2,2018
14.0,Wil Lutz,2.0,3.0,66.7,44.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,8.0,8.0,3.3,NO,K,2,2018
15.0,Brandon McManus,2.0,2.0,100.0,39.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,1.0,8.0,8.0,44.3,DEN,K,2,2018
16.0,Aldrick Rosas,2.0,2.0,100.0,38.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,7.0,7.0,1.8,FA,K,2,2018
17.0,Caleb Sturgis,1.0,1.0,100.0,24.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,1.0,7.0,7.0,0.0,FA,K,2,2018
18.0,Justin Tucker,1.0,1.0,100.0,55.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,7.0,7.0,98.0,BAL,K,2,2018
19.0,Sebastian Janikowski,1.0,1.0,100.0,56.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,7.0,7.0,20.0,FA,K,2,2018
20.0,Josh Lambo,1.0,1.0,100.0,28.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,1.0,7.0,7.0,3.2,FA,K,2,2018
21.0,Zane Gonzalez,2.0,4.0,50.0,39.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,6.0,6.0,2.6,CAR,K,2,2018
22.0,Harrison Butker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,1.0,6.0,6.0,76.6,KC,K,2,2018
23.0,Cody Parkey,1.0,1.0,100.0,25.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,6.0,6.0,0.4,FA,K,2,2018
24.0,Ka'imi Fairbairn,1.0,2.0,50.0,34.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,5.0,5.0,0.8,HOU,K,2,2018
25.0,Daniel Carlson,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,3.0,3.0,74.3,LV,K,2,2018
