rank,player,field_goal,field_goal_att,pct,lg,1-19,20-29,30-39,40-49,50+,XPT,XPA,games,fantasy_points,fantasy_points_per_game,rost,team,week,position
1,Matt Prater,4,4,100.0,50,0,2,1,0,1,2,2,1,16.0,16.0,52.8,ARI,7,K
2,Giorgio Tavecchio,3,3,100.0,56,0,0,0,1,2,2,2,1,16.0,16.0,1.0,TEN,7,K
3,Dan Bailey,3,4,75.0,43,0,2,0,1,0,4,4,1,14.0,14.0,0.0,FA,7,K
4,Greg Zuerlein,3,3,100.0,37,0,0,3,0,0,4,4,1,13.0,13.0,74.2,DAL,7,K
5,Ka'imi Fairbairn,2,2,100.0,48,0,0,0,2,0,2,2,1,10.0,10.0,0.8,HOU,7,K
6,Brandon McManus,1,1,100.0,41,0,0,0,1,0,6,6,1,10.0,10.0,44.3,DEN,7,K
7,Chandler Catanzaro,2,3,66.7,59,0,0,1,0,1,2,3,1,10.0,10.0,0.0,FA,7,K
8,Harrison Butker,1,2,50.0,26,0,1,0,0,0,6,6,1,9.0,9.0,76.6,KC,7,K
9,Michael Badgley,2,2,100.0,29,0,2,0,0,0,2,2,1,8.0,8.0,19.9,IND,7,K
10,Cody Parkey,1,1,100.0,46,0,0,0,1,0,4,4,1,8.0,8.0,0.4,FA,7,K
11,Stephen Gostkowski,1,1,100.0,29,0,1,0,0,0,5,5,1,8.0,8.0,0.1,FA,7,K
12,Dustin Hopkins,2,2,100.0,25,0,2,0,0,0,2,2,1,8.0,8.0,14.5,LAC,7,K
13,Ryan Succop,2,3,66.7,33,0,1,1,0,0,1,1,1,7.0,7.0,57.4,TB,7,K
14,Jason Myers,1,1,100.0,55,0,0,0,0,1,2,2,1,7.0,7.0,22.1,SEA,7,K
15,Robbie Gould,1,1,100.0,51,0,0,0,0,1,1,1,1,6.0,6.0,22.5,SF,7,K
16,Brett Maher,1,2,50.0,47,0,0,0,1,0,2,2,1,6.0,6.0,1.9,NO,7,K
17,Jake Elliott,1,2,50.0,46,0,0,0,1,0,2,2,1,6.0,6.0,22.5,PHI,7,K
18,Aldrick Rosas,2,2,100.0,36,0,0,2,0,0,0,0,1,6.0,6.0,1.8,FA,7,K
19,Wil Lutz,1,1,100.0,39,0,0,1,0,0,3,3,1,6.0,6.0,3.3,NO,7,K
20,Phil Dawson,1,1,100.0,43,0,0,0,1,0,1,1,1,5.0,5.0,0.1,FA,7,K
21,Justin Tucker,1,1,100.0,31,0,0,1,0,0,2,3,1,5.0,5.0,98.0,BAL,7,K
22,Adam Vinatieri,1,1,100.0,36,0,0,1,0,0,2,4,1,5.0,5.0,0.2,FA,7,K
