,Player,Pos,Team,Games,Snaps,Snaps/Gm,Snap %,Rush %,Tgt %,Touch %,Util %,Fantasy Pts,Pts/100 Snaps
0,Alex Smith,QB,WAS,1,29,29,54,3,0,62,62,1.6,5.5
1,Ben Roethlisberger,QB,PIT,1,75,75,97,3,0,48,48,21.4,28.5
2,Drew Brees,QB,NO,1,72,72,95,1,0,67,67,22.1,30.7
3,Frank Gore,RB,NYJ,1,23,23,32,39,0,39,39,3.0,13.0
4,Greg Olsen,TE,SEA,1,45,45,82,0,2,2,2,2.0,4.4
5,Jared Cook,TE,NO,1,41,41,54,0,7,5,7,11.2,27.3
6,Jason Witten,TE,LV,1,38,38,54,0,5,5,5,0.6,1.6
7,Joe Flacco,QB,NYJ,1,69,69,97,6,0,54,54,13.8,20.0
8,Larry Fitzgerald,WR,ARI,1,60,60,79,0,12,7,12,3.5,5.8
9,Matt Ryan,QB,ATL,1,65,65,100,2,0,58,58,7.9,12.2
10,Philip Rivers,QB,IND,1,56,56,100,2,0,61,61,7.6,13.6
11,Ryan Fitzpatrick,QB,MIA,1,67,67,100,4,0,46,46,27.6,41.2
12,Ted Ginn Jr.,WR,CHI,1,4,4,6,0,0,0,0,0.0,0.0
13,Tom Brady,QB,TB,1,71,71,100,4,0,62,62,14.1,19.9
14,Golden Tate,WR,NYG,1,40,40,59,0,13,10,13,4.2,10.5
15,Andre Roberts,WR,BUF,1,24,24,33,0,8,4,8,-0.4,-1.7
16,Emmanuel Sanders,WR,NO,1,45,45,59,0,31,27,31,12.2,27.1
17,Jimmy Graham,TE,CHI,1,48,48,76,0,10,6,10,9.3,19.4
18,Rob Gronkowski,TE,TB,1,57,57,80,0,11,5,11,5.2,9.1
19,A.J. Green,WR,CIN,1,28,28,42,0,4,0,4,0.0,0.0
20,Mark Ingram II,RB,BAL,1,19,19,30,58,0,58,58,5.7,30.0
21,Randall Cobb,WR,HOU,1,35,35,60,0,17,17,17,4.7,13.4
22,Kyle Rudolph,TE,MIN,1,64,64,73,0,3,2,3,1.0,1.6
23,Andy Dalton,QB,DAL,1,22,22,33,5,0,55,55,2.4,10.9
24,Luke Stocker,TE,ATL,1,23,23,35,0,4,4,4,0.2,0.9
25,Taiwan Jones,RB,BUF,1,1,1,1,0,100,0,100,0.0,0.0
26,Anthony Sherman,RB,KC,1,2,2,3,0,0,0,0,0.0,0.0
27,Dion Lewis,RB,NYG,1,20,20,29,0,20,10,20,0.1,0.5
28,Virgil Green,TE,LAC,1,25,25,35,0,4,4,4,1.4,5.6
29,Bruce Miller,TE,JAC,1,9,9,12,0,0,0,0,0.0,0.0
30,Robert Griffin III,QB,BAL,1,1,1,2,100,0,100,100,-0.1,-10.0
31,Ryan Tannehill,QB,TEN,1,66,66,99,6,0,48,48,30.0,45.5
32,Nick Foles,QB,CHI,1,63,63,100,2,0,68,68,12.6,20.0
33,Kirk Cousins,QB,MIN,1,87,87,99,1,0,46,46,15.2,17.5
34,Russell Wilson,QB,SEA,1,54,54,98,9,0,69,69,25.5,47.2
35,T.Y. Hilton,WR,IND,1,53,53,95,0,19,11,19,6.9,13.0
36,Cole Beasley,WR,BUF,1,44,44,61,0,14,14,14,5.3,12.0
37,Chris Hogan,WR,NYJ,1,45,45,63,0,7,7,7,2.0,4.4
38,Travis Kelce,TE,KC,1,65,65,90,0,18,12,18,16.8,25.8
39,DeAndre Hopkins,WR,ARI,1,65,65,86,0,11,9,11,19.1,29.4
40,Robert Woods,WR,LAR,1,59,59,87,0,8,7,8,13.1,22.2
41,Kenny Stills,WR,HOU,1,17,17,29,0,6,6,6,1.4,8.2
42,Cordarrelle Patterson,RB,CHI,1,15,15,24,20,20,40,40,4.5,30.0
43,Keenan Allen,WR,LAC,1,12,12,17,0,17,17,17,8.9,74.2
44,Giovani Bernard,RB,CIN,1,16,16,24,0,13,6,13,0.4,2.5
45,Le'Veon Bell,RB,NYJ,1,46,46,65,28,2,30,30,6.7,14.6
46,Chris Thompson,RB,JAC,1,30,30,40,7,10,17,17,4.2,14.0
47,Matt Barkley,QB,BUF,1,7,7,10,0,0,71,71,0.9,12.9
48,Zach Ertz,TE,PHI,1,56,56,93,0,11,2,11,0.6,1.1
49,Tyler Eifert,TE,JAC,1,46,46,61,0,15,7,15,1.6,3.5
50,Levine Toilolo,TE,NYG,1,16,16,24,0,0,0,0,0.0,0.0
51,Vance McDonald,TE,PIT,1,43,43,56,0,2,2,2,0.4,0.9
52,Kyle Juszczyk,RB,SF,1,22,22,34,9,5,9,14,7.1,32.3
53,Latavius Murray,RB,NO,1,21,21,28,38,10,48,48,5.7,27.1
54,Ryan Griffin,TE,NYJ,1,42,42,59,0,0,0,0,0.0,0.0
55,Demetrius Harris,TE,CHI,1,28,28,44,0,4,4,4,0.9,3.2
56,Jack Doyle,TE,IND,1,34,34,61,0,6,0,6,0.0,0.0
57,Teddy Bridgewater,QB,CAR,1,65,65,100,5,0,60,60,20.8,32.0
58,Derek Carr,QB,LV,1,70,70,99,6,0,50,50,25.0,35.7
59,Logan Thomas,TE,WAS,1,47,47,87,0,9,2,9,0.4,0.9
60,Devonta Freeman,RB,NYG,1,37,37,54,46,8,51,54,14.7,39.7
61,Sammy Watkins,WR,KC,1,26,26,36,0,8,8,8,8.4,32.3
62,Mike Evans,WR,TB,1,60,60,85,0,15,8,15,10.1,16.8
63,Brandin Cooks,WR,HOU,1,48,48,83,0,25,17,25,22.1,46.0
64,Allen Robinson II,WR,CHI,1,55,55,87,0,29,18,29,9.0,16.4
65,Odell Beckham Jr.,WR,CLE,1,63,63,86,2,14,11,17,6.4,10.2
66,Jarvis Landry,WR,CLE,1,56,56,77,0,16,7,16,8.8,15.7
67,Eric Ebron,TE,PIT,1,58,58,75,0,10,9,10,2.3,4.0
68,Trey Burton,TE,IND,1,25,25,45,0,24,20,24,3.3,13.2
69,Jimmy Garoppolo,QB,SF,1,31,31,48,0,0,55,55,1.1,3.5
70,Jerick McKinnon,RB,SF,1,16,16,25,6,25,19,31,0.5,3.1
71,Richard Rodgers,TE,PHI,1,19,19,32,0,5,5,5,1.8,9.5
72,Willie Snead IV,WR,BAL,1,38,38,60,0,8,0,8,0.0,0.0
73,Bennie Fowler III,WR,NO,1,24,24,32,0,25,8,25,1.1,4.6
74,Dontrelle Inman,WR,WAS,1,31,31,57,0,3,3,3,-0.2,-0.6
75,Keith Smith,RB,ATL,1,9,9,14,11,0,11,11,0.1,1.1
76,Adam Thielen,WR,MIN,1,81,81,92,1,16,12,17,20.3,25.1
77,Cameron Brate,TE,TB,1,33,33,46,0,18,15,18,4.4,13.3
78,Josh Hill,TE,NO,1,28,28,37,0,4,4,4,0.1,0.4
79,Darren Fells,TE,HOU,1,50,50,86,0,4,4,4,11.7,23.4
80,Seth Roberts,WR,CAR,1,10,10,15,0,0,0,0,0.0,0.0
81,Amari Cooper,WR,DAL,1,42,42,63,2,10,7,12,2.1,5.0
82,DeVante Parker,WR,MIA,1,53,53,79,0,6,4,6,11.0,20.8
83,Kevin White,WR,SF,1,2,2,3,0,0,0,0,0.0,0.0
84,Todd Gurley II,RB,ATL,1,36,36,55,39,14,50,53,21.0,58.3
85,Ameer Abdullah,RB,MIN,1,1,1,1,0,0,0,0,0.0,0.0
86,Duke Johnson Jr.,RB,HOU,1,17,17,29,18,6,24,24,1.9,11.2
87,T.J. Yeldon,RB,BUF,1,28,28,39,25,11,29,36,13.4,47.9
88,Mike Davis,RB,CAR,1,54,54,83,30,19,46,48,20.9,38.7
89,David Johnson,RB,HOU,1,45,45,78,38,9,42,47,10.3,22.9
90,Malcolm Brown,RB,LAR,1,26,26,38,31,8,35,38,2.4,9.2
91,Tyler Kroft,TE,BUF,1,35,35,49,0,0,0,0,0.0,0.0
92,Nick Boyle,TE,BAL,1,39,39,62,0,5,3,5,0.2,0.5
93,Blake Bell,TE,DAL,1,18,18,27,0,6,6,6,1.3,7.2
94,Nelson Agholor,WR,LV,1,55,55,77,0,4,4,4,12.7,23.1
95,Tyler Lockett,WR,SEA,1,52,52,95,0,10,8,10,4.4,8.5
96,Jamison Crowder,WR,NYJ,1,52,52,73,0,19,15,19,17.6,33.8
97,Stefon Diggs,WR,BUF,1,60,60,83,0,27,17,27,10.6,17.7
98,Chris Manhertz,TE,CAR,1,32,32,49,0,0,0,0,0.0,0.0
99,DeAndre Carter,WR,HOU,1,3,3,5,0,0,0,0,0.0,0.0
100,Darren Waller,TE,LV,1,64,64,90,0,11,8,11,10.8,16.9
101,James O'Shaughnessy,TE,JAC,1,33,33,44,0,9,9,9,2.0,6.1
102,Chris Conley,WR,JAC,1,24,24,32,0,8,8,8,5.8,24.2
103,Geoff Swaim,TE,TEN,1,28,28,42,0,0,0,0,0.0,0.0
104,Michael Burton,RB,NO,1,13,13,17,15,0,15,15,0.2,1.5
105,Raheem Mostert,RB,SF,1,31,31,48,35,10,45,45,11.9,38.4
106,Ezekiel Elliott,RB,DAL,1,54,54,81,35,4,37,39,22.5,41.7
107,Jared Goff,QB,LAR,1,68,68,100,4,0,49,49,25.4,37.4
108,Derrick Henry,RB,TEN,1,34,34,51,56,6,59,62,18.3,53.8
109,Carson Wentz,QB,PHI,1,59,59,98,7,0,66,66,19.4,32.9
110,Tyler Boyd,WR,CIN,1,46,46,69,0,13,9,13,4.2,9.1
111,Devontae Booker,RB,LV,1,15,15,21,47,7,53,53,6.7,44.7
112,Pharoh Cooper,WR,CAR,1,15,15,23,0,7,7,7,1.2,8.0
113,Hunter Henry,TE,LAC,1,67,67,94,0,12,6,12,8.3,12.4
114,Austin Hooper,TE,CLE,1,58,58,79,0,17,9,17,5.7,9.8
115,Rashard Higgins,WR,CLE,1,40,40,55,0,8,8,8,9.1,22.8
116,Dak Prescott,QB,DAL,1,44,44,66,5,2,55,55,13.4,30.5
117,Tyler Higbee,TE,LAR,1,56,56,82,0,4,4,4,1.2,2.1
118,Will Fuller V,WR,HOU,1,49,49,84,0,16,8,16,11.8,24.1
119,Kenyan Drake,RB,ARI,1,50,50,66,36,2,38,38,12.2,24.4
120,Demarcus Robinson,WR,KC,1,50,50,69,0,8,4,8,0.2,0.4
121,Jakeem Grant Sr.,WR,MIA,1,14,14,21,7,21,14,29,-0.6,-4.3
122,Robby Anderson,WR,CAR,1,47,47,72,2,26,19,28,11.5,24.5
123,Alex Erickson,WR,CIN,1,2,2,3,0,0,0,0,0.0,0.0
124,Andy Janovich,RB,CLE,1,14,14,19,14,0,14,14,0.4,2.9
125,Tyreek Hill,WR,KC,1,63,63,88,5,10,10,14,15.3,24.3
126,Marcus Johnson,WR,IND,1,30,30,54,0,10,10,10,5.3,17.7
127,Temarrick Hemingway,TE,WAS,1,5,5,9,0,20,20,20,1.0,20.0
128,Mike Thomas,WR,CIN,1,33,33,49,3,3,6,6,-1.3,-3.9
129,Peyton Barber,RB,WAS,1,2,2,4,0,0,0,0,0.0,0.0
130,J.P. Holtz,TE,CHI,1,5,5,8,0,0,0,0,0.0,0.0
131,Kalif Raymond,WR,TEN,1,36,36,54,0,6,6,6,2.6,7.2
132,Jaydon Mickens,WR,TB,1,8,8,11,0,25,25,25,2.2,27.5
133,Jalen Richard,RB,LV,1,14,14,20,7,36,36,43,3.0,21.4
134,C.J. Ham,RB,MIN,1,29,29,33,0,7,0,7,0.0,0.0
135,J.D. McKissic,RB,WAS,1,27,27,50,4,30,26,33,4.9,18.1
136,Garrett Griffin,TE,NO,1,18,18,24,0,0,0,0,0.0,0.0
137,Elijhaa Penny,RB,NYG,1,3,3,4,33,0,33,33,0.3,10.0
138,Troymaine Pope,RB,LAC,1,4,4,6,0,0,0,0,0.0,0.0
139,Dalvin Cook,RB,MIN,1,36,36,41,47,14,61,61,14.9,41.4
140,Mike Williams,WR,LAC,1,55,55,77,0,15,9,15,22.9,41.6
141,Leonard Fournette,RB,TB,1,1,1,1,0,0,0,0,0.0,0.0
142,Deshaun Watson,QB,HOU,1,58,58,100,3,0,64,64,26.9,46.4
143,David Njoku,TE,CLE,1,21,21,29,0,5,5,5,0.6,2.9
144,Evan Engram,TE,NYG,1,55,55,81,4,4,5,7,8.5,15.5
145,Patrick Mahomes II,QB,KC,1,72,72,100,8,0,68,68,30.7,42.6
146,C.J. Beathard,QB,SF,1,33,33,52,0,0,55,55,5.8,17.6
147,Joe Mixon,RB,CIN,1,51,51,76,47,16,59,63,9.4,18.4
148,Alvin Kamara,RB,NO,1,58,58,76,19,17,33,36,11.9,20.5
149,Wayne Gallman Jr.,RB,NYG,1,12,12,18,42,17,58,58,2.4,20.0
