,Player,Pos,Team,Games,Snaps,Snaps/Gm,Snap %,Rush %,Tgt %,Touch %,Util %,Fantasy Pts,Pts/100 Snaps
0,Aaron Rodgers,QB,GB,1,64,64,100,0,0,61,61,20.8,32.5
1,Ben Roethlisberger,QB,PIT,1,65,65,100,2,0,40,40,16.0,24.6
2,DeSean Jackson,WR,LAR,1,20,20,30,0,15,5,15,6.8,34.0
3,Jared Cook,TE,LAC,1,50,50,67,0,6,2,6,2.9,5.8
4,Marcedes Lewis,TE,GB,1,29,29,45,0,7,7,7,3.4,11.7
5,Matt Ryan,QB,ATL,1,78,78,100,1,0,59,59,21.6,27.7
6,Matthew Stafford,QB,LAR,1,67,67,100,1,0,57,57,17.5,26.1
7,Tom Brady,QB,TB,1,62,62,84,2,0,68,68,37.7,60.8
8,Emmanuel Sanders,WR,BUF,1,45,45,79,0,11,7,11,17.4,38.7
9,Antonio Brown,WR,TB,1,42,42,57,0,19,17,19,24.4,58.1
10,A.J. Green,WR,ARI,1,49,49,80,0,4,2,4,1.3,2.7
11,Blaine Gabbert,QB,TB,1,12,12,16,25,0,50,50,1.5,12.5
12,Mark Ingram II,RB,HOU,1,26,26,44,62,0,62,62,4.1,15.8
13,Randall Cobb,WR,GB,1,35,35,55,0,9,6,9,3.0,8.6
14,Kyle Rudolph,TE,NYG,1,41,41,60,0,2,2,2,1.4,3.4
15,Andy Dalton,QB,CHI,1,3,3,5,0,0,33,33,0.3,10.0
16,Lee Smith,TE,ATL,1,34,34,44,0,9,9,9,3.0,8.8
17,Ryan Tannehill,QB,TEN,1,64,64,100,5,0,39,39,14.0,21.9
18,Kirk Cousins,QB,MIN,1,67,67,100,1,0,52,52,14.4,21.5
19,Russell Wilson,QB,SEA,1,40,40,62,5,0,45,45,10.1,25.3
20,Mohamed Sanu Sr.,WR,SF,1,30,30,46,0,10,7,10,1.9,6.3
21,Travis Benjamin,WR,SF,1,15,15,23,0,20,0,20,0.0,0.0
22,Marvin Jones Jr.,WR,JAC,1,66,66,93,0,9,2,9,2.5,3.8
23,Brandon Bolden,RB,NE,1,24,24,38,8,17,25,25,3.1,12.9
24,Josh Gordon,WR,KC,1,9,9,10,0,11,11,11,1.1,12.2
25,Cole Beasley,WR,BUF,1,22,22,39,0,9,5,9,0.5,2.3
26,Chris Hogan,WR,NO,1,8,8,14,0,13,0,13,0.0,0.0
27,Travis Kelce,TE,KC,1,75,75,87,0,13,8,13,11.7,15.6
28,Marquise Goodwin,WR,CHI,1,24,24,38,0,8,4,8,0.8,3.3
29,DeAndre Hopkins,WR,ARI,1,56,56,92,0,16,11,16,14.7,26.3
30,Robert Woods,WR,LAR,1,66,66,99,0,21,18,21,15.0,22.7
31,Kenny Stills,WR,NO,1,40,40,71,3,13,8,15,1.8,4.5
32,Cordarrelle Patterson,RB,ATL,1,46,46,59,30,20,48,52,11.4,24.8
33,Keenan Allen,WR,LAC,1,68,68,91,0,13,9,13,7.5,11.0
34,Tavon Austin,WR,JAC,1,24,24,34,0,21,21,21,5.4,22.5
35,Giovani Bernard,RB,TB,1,17,17,23,24,12,35,35,9.5,55.9
36,Mike Glennon,QB,NYG,1,39,39,57,5,0,69,69,10.0,25.6
37,Geno Smith,QB,SEA,1,25,25,38,12,0,80,80,10.5,42.0
38,Zach Ertz,TE,PHI,1,40,40,60,0,15,3,15,0.7,1.8
39,Kyle Juszczyk,RB,SF,1,42,42,65,2,10,10,12,3.5,8.3
40,Latavius Murray,RB,BAL,1,36,36,49,17,8,22,25,3.0,8.3
41,Ryan Griffin,TE,NYJ,1,51,51,91,0,4,2,4,0.4,0.8
42,Jack Doyle,TE,IND,1,50,50,72,0,2,2,2,0.4,0.8
43,Teddy Bridgewater,QB,DEN,1,60,60,100,2,0,65,65,19.6,32.7
44,Derek Carr,QB,LV,1,63,63,94,5,0,60,60,8.2,13.0
45,Carlos Hyde,RB,JAC,1,18,18,25,28,0,28,28,1.3,7.2
46,Devonta Freeman,RB,BAL,1,20,20,27,5,20,20,25,3.5,17.5
47,Sammy Watkins,WR,BAL,1,20,20,27,0,15,10,15,3.5,17.5
48,Mike Evans,WR,TB,1,58,58,78,0,14,10,14,23.3,40.2
49,Brandin Cooks,WR,HOU,1,50,50,85,0,10,6,10,2.3,4.6
50,Davante Adams,WR,GB,1,58,58,91,0,28,19,28,26.6,45.9
51,Allen Robinson II,WR,CHI,1,53,53,83,0,9,8,9,3.2,6.0
52,Odell Beckham Jr.,WR,CLE,1,58,58,81,0,5,3,5,2.0,3.4
53,Eric Ebron,TE,PIT,1,25,25,38,0,8,8,8,1.0,4.0
54,Jerick McKinnon,RB,KC,1,27,27,31,4,7,11,11,1.5,5.6
