,Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST
0,1,Dalvin Cook(MIN),22,206,9.4,70,0,2,2,2,46,23.0,0,0,1,37.2,37.2,100.0%
1,2,Christian McCaffrey(CAR),18,69,3.8,13,0,1,10,10,82,8.2,1,0,1,27.1,27.1,47.2%
2,3,James Robinson(JAC),25,99,4.0,12,0,1,0,2,0,0,0,0,1,15.9,15.9,76.3%
3,4,Kalen Ballage(PIT),15,69,4.6,14,0,1,2,3,15,7.5,0,0,1,14.4,14.4,0.1%
4,5,Wayne Gallman Jr.(MIN),14,68,4.9,12,0,1,1,2,9,9.0,0,0,1,13.7,13.7,1.0%
5,6,Josh Jacobs(LV),14,65,4.6,14,0,1,1,1,3,3.0,0,0,1,12.8,12.8,98.0%
6,7,Devontae Booker(NYG),8,68,8.5,23,0,1,0,0,0,0,0,0,1,12.8,12.8,23.3%
7,8,Jerick McKinnon(KC),12,52,4.3,11,0,1,3,4,16,5.3,0,0,1,12.8,12.8,0.8%
8,9,Rex Burkhead(HOU),12,56,4.7,10,0,1,3,3,11,3.7,0,0,1,12.7,12.7,31.5%
9,10,Todd Gurley II(FA),19,53,2.8,13,0,1,2,2,2,1.0,0,0,1,11.5,11.5,0.4%
10,11,Duke Johnson Jr.(MIA),16,41,2.6,8,0,1,4,4,32,8.0,0,1,1,11.3,11.3,7.4%
11,12,Alvin Kamara(NO),9,40,4.4,17,0,1,5,6,9,1.8,0,0,1,10.9,10.9,100.0%
12,13,Zack Moss(BUF),9,18,2.0,7,0,1,2,2,30,15.0,0,0,1,10.8,10.8,36.8%
13,14,DeeJay Dallas(SEA),7,31,4.4,10,0,1,2,2,8,4.0,0,0,1,9.9,9.9,2.3%
14,15,D'Andre Swift(DET),13,64,4.9,17,0,0,3,5,33,11.0,0,0,1,9.7,9.7,97.2%
15,16,Antonio Gibson(WAS),6,20,3.3,11,0,1,3,3,35,11.7,0,1,1,9.5,9.5,95.9%
16,17,Ryan Nall(CHI),0,0,0,0,0,0,4,4,35,8.8,1,0,1,9.5,9.5,0.0%
17,18,Clyde Edwards-Helaire(KC),5,14,2.8,7,0,0,3,5,20,6.7,1,0,1,9.4,9.4,86.8%
18,19,Chase Edmonds(ARI),25,70,2.8,6,0,0,3,3,18,6.0,0,0,1,8.8,8.8,85.1%
19,20,Ameer Abdullah(CAR),0,0,0,0,0,0,1,1,22,22.0,1,0,1,8.2,8.2,10.4%
20,21,J.D. McKissic(WAS),3,17,5.7,10,0,0,9,14,65,7.2,0,0,1,8.2,8.2,32.9%
21,22,Travis Homer(SEA),6,16,2.7,11,0,0,3,3,64,21.3,0,0,1,8.0,8.0,0.3%
22,23,Jordan Howard(PHI),10,19,1.9,8,0,1,0,0,0,0,0,0,1,7.9,7.9,18.7%
23,24,Aaron Jones(GB),15,58,3.9,11,0,0,5,5,21,4.2,0,0,1,7.9,7.9,98.9%
24,25,Jonathan Taylor(IND),6,27,4.5,11,0,1,2,2,7,3.5,0,1,1,7.4,7.4,100.0%
25,26,Gus Edwards(BAL),11,23,2.1,5,0,1,2,2,11,5.5,0,1,1,7.4,7.4,9.6%
26,27,Tyler Ervin(FA),8,24,3.0,8,0,0,4,5,48,12.0,0,0,1,7.2,7.2,0.0%
27,28,Damien Harris(NE),14,71,5.1,21,0,0,0,0,0,0,0,0,1,7.1,7.1,89.8%
28,29,Alfred Morris(NYG),9,67,7.4,20,0,0,1,1,4,4.0,0,0,1,7.1,7.1,0.0%
29,30,Alexander Mattison(MIN),12,69,5.8,18,0,0,0,0,0,0,0,0,1,6.9,6.9,75.0%
30,31,Ezekiel Elliott(DAL),18,51,2.8,10,0,0,2,3,18,9.0,0,0,1,6.9,6.9,99.7%
31,32,Derrick Henry(TEN),21,68,3.2,26,0,0,0,0,0,0,0,0,1,6.8,6.8,78.0%
32,33,Kerryon Johnson(FA),4,29,7.3,14,0,0,3,3,36,12.0,0,0,1,6.5,6.5,0.1%
33,34,Joshua Kelley(LAC),9,28,3.1,9,0,0,5,5,31,6.2,0,0,1,5.9,5.9,1.1%
