rank,player,receiving_rec,receiving_tgt,receiving_yds,receiving_avg,receiving_lg,receiving_20p,receiving_td,rushing_att,rushing_yds,rushing_td,lst,games,fantasy_points,fantasy_points_per_game,rost,position,week,year,team
1.0,DeSean Jackson,5.0,8.0,153.0,30.6,61.0,0.0,1.0,1.0,8.0,0.0,0.0,1.0,22.1,22.1,4.4,WR,3,2010,PHI
2.0,Larry Fitzgerald,2.0,7.0,26.0,13.0,18.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,8.6,8.6,0.3,WR,3,2010,ARI
3.0,Dez Bryant,4.0,6.0,50.0,12.5,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,2.6,WR,3,2010,DAL
4.0,Golden Tate,4.0,4.0,33.0,8.3,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.3,3.3,0.1,WR,3,2010,SEA
5.0,Julian Edelman,3.0,3.0,8.0,2.7,6.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.9,0.9,13.1,WR,3,2010,NE
276.0,Jerricho Cotchery,2.0,4.0,20.0,10.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,WR,3,2010,NYJ
277.0,Jeremy Maclin,4.0,7.0,83.0,20.8,45.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,WR,3,2010,PHI
278.0,Jordy Nelson,3.0,4.0,20.0,6.7,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,WR,3,2010,GB
279.0,James Jones,5.0,5.0,55.0,11.0,18.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,WR,3,2010,GB
280.0,Jacoby Jones,5.0,5.0,51.0,10.2,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,WR,3,2010,HOU
281.0,Hakeem Nicks,7.0,11.0,56.0,8.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,WR,3,2010,NYG
282.0,Greg Jennings,2.0,6.0,18.0,9.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,WR,3,2010,GB
284.0,Josh Cribbs,5.0,8.0,58.0,11.6,20.0,0.0,0.0,2.0,20.0,0.0,0.0,1.0,0.0,0.0,0.0,WR,3,2010,CLE
285.0,Lance Moore,6.0,7.0,149.0,24.8,80.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,WR,3,2010,NO
287.0,Mario Manningham,6.0,9.0,78.0,13.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,WR,3,2010,NYG
288.0,Malcom Floyd,6.0,10.0,97.0,16.2,25.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,WR,3,2010,SD
289.0,Louis Murphy,5.0,6.0,119.0,23.8,70.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,WR,3,2010,OAK
291.0,Josh Morgan,1.0,4.0,12.0,12.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,WR,3,2010,SF
292.0,Kevin Walter,3.0,4.0,34.0,11.3,22.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,WR,3,2010,HOU
295.0,Kenny Britt,2.0,2.0,26.0,13.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,WR,3,2010,TEN
296.0,Kassim Osgood,1.0,1.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,WR,3,2010,JAC
298.0,Eddie Royal,4.0,9.0,23.0,5.8,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,WR,3,2010,DEN
299.0,Earl Bennett,3.0,5.0,21.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,WR,3,2010,CHI
300.0,Brandon Lloyd,6.0,10.0,169.0,28.2,61.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,WR,3,2010,DEN
301.0,Calvin Johnson,6.0,7.0,56.0,9.3,21.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.1,WR,3,2010,DET
302.0,Brian Hartline,5.0,11.0,84.0,16.8,28.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,WR,3,2010,MIA
304.0,Braylon Edwards,2.0,3.0,87.0,43.5,67.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,WR,3,2010,NYJ
305.0,Brandon Tate,2.0,3.0,43.0,21.5,29.0,0.0,0.0,1.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,WR,3,2010,NE
306.0,Brandon Marshall,10.0,17.0,166.0,16.6,40.0,0.0,1.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,2.6,WR,3,2010,MIA
307.0,Brandon Gibson,3.0,8.0,33.0,11.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,WR,3,2010,STL
308.0,Brad Smith,1.0,1.0,11.0,11.0,11.0,0.0,0.0,3.0,41.0,0.0,0.0,1.0,0.0,0.0,0.0,WR,3,2010,NYJ
311.0,Austin Collie,12.0,16.0,171.0,14.3,48.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,WR,3,2010,IND
312.0,Anquan Boldin,8.0,11.0,142.0,17.8,34.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,WR,3,2010,BAL
313.0,Andre Johnson,4.0,7.0,64.0,16.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,WR,3,2010,HOU
314.0,Dwayne Bowe,2.0,5.0,61.0,30.5,45.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,WR,3,2010,KC
315.0,Donald Driver,9.0,11.0,61.0,6.8,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,WR,3,2010,GB
