rank,player,rushing_att,rushing_yds,rushing_avg,rushing_lng,rushing_20p,rushing_td,receiving_rec,receiving_tgt,receiving_yds,receiving_avg,receiving_td,lst,games,fantasy_points,fantasy_points_per_game,rost,position,week,year,team
1.0,Adrian Peterson,25.0,180.0,7.2,64.0,0.0,3.0,1.0,1.0,18.0,18.0,0.0,0.0,1.0,37.8,37.8,4.9,RB,1,2009,MIN
2.0,Frank Gore,22.0,30.0,1.4,6.0,0.0,1.0,3.0,5.0,18.0,6.0,1.0,0.0,1.0,16.8,16.8,12.2,RB,1,2009,SF
3.0,LeSean McCoy,9.0,46.0,5.1,11.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,4.7,4.7,2.0,RB,1,2009,PHI
167.0,Jacob Hester,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,RB,1,2009,LAC
168.0,Jackie Battle,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,RB,1,2009,KC
169.0,Heath Evans,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,35.0,8.8,1.0,0.0,1.0,0.0,0.0,0.0,RB,1,2009,NO
170.0,Greg Jones,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,9.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,RB,1,2009,JAC
171.0,Fred Jackson,15.0,57.0,3.8,16.0,0.0,0.0,5.0,7.0,83.0,16.6,1.0,0.0,1.0,0.0,0.0,0.0,RB,1,2009,BUF
172.0,Felix Jones,6.0,22.0,3.7,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,RB,1,2009,DAL
173.0,Donald Brown,11.0,33.0,3.0,12.0,0.0,0.0,2.0,2.0,16.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,RB,1,2009,IND
174.0,Jamaal Charles,4.0,8.0,2.0,10.0,0.0,0.0,4.0,4.0,29.0,7.3,0.0,0.0,1.0,0.0,0.0,0.1,RB,1,2009,KC
176.0,Justin Forsett,3.0,17.0,5.7,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,RB,1,2009,SEA
177.0,Jason Snelling,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,RB,1,2009,ATL
178.0,Jonathan Stewart,11.0,35.0,3.2,8.0,0.0,0.0,2.0,3.0,32.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,RB,1,2009,CAR
180.0,Jerome Felton,2.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,RB,1,2009,DET
181.0,DeAngelo Williams,14.0,37.0,2.6,11.0,0.0,1.0,4.0,5.0,42.0,10.5,0.0,0.0,1.0,0.0,0.0,0.1,RB,1,2009,CAR
182.0,Knowshon Moreno,8.0,19.0,2.4,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,RB,1,2009,DEN
183.0,Brian Leonard,2.0,6.0,3.0,5.0,0.0,0.0,2.0,2.0,24.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,RB,1,2009,CIN
184.0,Brandon Jacobs,16.0,46.0,2.9,15.0,0.0,0.0,2.0,3.0,17.0,8.5,0.0,0.0,1.0,0.0,0.0,0.0,RB,1,2009,NYG
185.0,Bernard Scott,1.0,-6.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,RB,1,2009,CIN
187.0,Ahmad Bradshaw,12.0,60.0,5.0,22.0,0.0,0.0,3.0,4.0,11.0,3.7,0.0,0.0,1.0,0.0,0.0,0.0,RB,1,2009,NYG
188.0,Darren Sproles,9.0,23.0,2.6,7.0,0.0,1.0,5.0,7.0,43.0,8.6,0.0,0.0,1.0,0.0,0.0,0.1,RB,1,2009,LAC
