player,passing_att,passing_cmp,passing_yds,passing_td,passing_int,rushing_att,rushing_yds,rushing_td,fumbles_lost,fantasy_points,team,week,position
Josh AllenBUF,39.1,25.4,285.7,2.0,0.9,6.0,30.5,0.5,0.3,23.6,BUF,14,QB
Patrick Mahomes IIKC,38.2,24.9,281.6,2.1,0.5,4.2,22.6,0.2,0.2,22.0,IKC,14,QB
Lamar JacksonBAL,33.1,21.0,247.6,1.3,1.1,10.0,61.4,0.4,0.3,22.0,BAL,14,QB
Dak PrescottDAL,37.9,25.5,294.9,2.1,0.6,3.1,13.4,0.1,0.3,21.4,DAL,14,QB
Justin HerbertLAC,38.4,25.5,279.8,2.0,0.9,4.3,22.6,0.2,0.2,21.1,LAC,14,QB
Kyler MurrayARI,33.3,22.6,254.4,1.8,0.9,7.1,30.8,0.3,0.2,20.9,ARI,14,QB
Taysom HillNO,29.9,18.7,218.7,1.3,1.0,8.9,49.3,0.6,0.3,20.8,NO,14,QB
Aaron RodgersGB,35.2,23.2,275.7,2.1,0.3,2.4,11.4,0.1,0.2,20.5,GB,14,QB
Cam NewtonCAR,31.7,20.2,221.6,1.2,1.0,7.6,34.8,0.6,0.2,19.3,CAR,14,QB
Matthew StaffordLAR,36.0,24.2,284.4,1.9,0.6,1.7,6.1,0.0,0.1,18.8,LAR,14,QB
Russell WilsonSEA,29.7,20.1,240.1,1.8,0.6,3.9,21.6,0.1,0.2,18.3,SEA,14,QB
Kirk CousinsMIN,35.2,23.6,274.0,1.8,0.7,1.5,6.6,0.1,0.2,18.1,MIN,14,QB
Ryan TannehillTEN,31.2,20.8,238.1,1.6,0.6,3.6,18.6,0.2,0.2,17.9,TEN,14,QB
Teddy BridgewaterDEN,32.9,21.9,255.2,1.7,0.8,2.8,12.3,0.1,0.2,17.8,DEN,14,QB
Jimmy GaroppoloSF,33.1,22.0,273.5,1.7,0.7,2.0,5.6,0.1,0.2,17.7,SF,14,QB
Taylor HeinickeWAS,35.6,23.2,250.5,1.5,1.1,3.8,21.1,0.1,0.2,17.4,WAS,14,QB
Joe BurrowCIN,33.1,21.9,254.5,1.7,0.9,2.2,9.2,0.1,0.2,17.3,CIN,14,QB
Derek CarrLV,36.5,24.1,282.9,1.5,0.8,2.4,9.5,0.1,0.2,17.2,LV,14,QB
Baker MayfieldCLE,32.0,19.8,243.9,1.3,0.8,2.4,8.8,0.1,0.2,15.3,CLE,14,QB
Justin FieldsCHI,31.8,19.2,214.8,1.0,1.1,6.9,35.8,0.2,0.4,15.1,CHI,14,QB
Trevor LawrenceJAC,34.4,20.9,222.0,1.0,0.8,3.8,19.2,0.1,0.2,14.4,JAC,14,QB
Matt RyanATL,34.6,23.3,242.8,1.2,0.9,1.7,6.3,0.1,0.2,14.2,ATL,14,QB
Zach WilsonNYJ,33.8,20.3,229.3,1.2,1.3,2.0,7.8,0.1,0.2,13.4,NYJ,14,QB
Davis MillsHOU,34.5,22.3,243.3,1.0,1.0,2.0,7.8,0.0,0.2,13.3,HOU,14,QB
Mike GlennonNYG,34.9,21.7,228.9,1.1,1.0,1.5,7.1,0.0,0.2,13.1,NYG,14,QB
Jared GoffDET,34.1,21.3,228.3,1.0,0.8,1.3,5.2,0.0,0.3,12.3,DET,14,QB
Trey LanceSF,0.6,0.4,5.2,0.0,0.0,1.6,8.1,0.1,0.0,1.6,SF,14,QB
Trevor SiemianNO,2.6,1.5,16.4,0.2,0.0,0.1,0.7,0.0,0.0,1.3,NO,14,QB
Drew LockDEN,1.4,0.9,11.4,0.1,0.0,0.3,1.2,0.0,0.0,1.0,DEN,14,QB
Chase DanielLAC,1.7,1.1,11.4,0.1,0.0,0.2,1.1,0.0,0.0,1.0,LAC,14,QB
Mitchell TrubiskyBUF,1.5,1.0,10.6,0.1,0.0,0.3,1.1,0.0,0.0,0.9,BUF,14,QB
Chad HenneKC,1.6,1.0,10.6,0.1,0.0,0.2,1.0,0.0,0.0,0.9,KC,14,QB
Geno SmithSEA,1.2,0.8,9.9,0.1,0.0,0.2,1.1,0.0,0.0,0.9,SEA,14,QB
Jordan LoveGB,1.4,0.8,9.6,0.1,0.0,0.3,1.1,0.0,0.0,0.9,GB,14,QB
Mason RudolphPIT,1.4,0.9,9.5,0.1,0.0,0.3,1.0,0.0,0.0,0.9,PIT,14,QB
