rank,player,passing_cmp,passing_att,passing_pct,passing_yds,passing_ya,passing_td,passing_int,passing_sacks,rushing_att,rushing_yds,rushing_td,fumbles_lost,games,fantasy_points,fantasy_points_per_game,rost,team,week,position
1,Deshaun Watson,28,33,84.8,426,12.9,5,0,0,4,47,0,0,1,41.7,41.7,5.0,HOU,5,QB
2,Matt Ryan,32,46,69.6,330,7.2,3,1,2,3,7,1,0,1,32.9,32.9,36.3,ATL,5,QB
3,Russell Wilson,17,23,73.9,268,11.7,4,0,1,8,32,0,0,1,29.9,29.9,90.4,SEA,5,QB
4,Teddy Bridgewater,26,34,76.5,314,9.2,4,1,0,5,7,0,0,1,28.3,28.3,15.6,DEN,5,QB
5,Dak Prescott,27,44,61.4,463,10.5,2,3,3,4,27,0,0,1,26.2,26.2,98.2,DAL,5,QB
6,Kyler Murray,20,32,62.5,253,7.9,0,0,1,10,93,1,0,1,25.4,25.4,99.3,ARI,5,QB
7,Tom Brady,28,42,66.7,348,8.3,3,1,4,0,0,0,0,1,24.9,24.9,99.1,FA,5,QB
8,Gardner Minshew II,26,44,59.1,374,8.5,2,0,2,7,42,0,3,1,21.2,21.2,2.2,PHI,5,QB
9,Kirk Cousins,22,27,81.5,306,11.3,2,0,3,3,3,0,0,1,20.5,20.5,70.7,MIN,5,QB
10,Andy Dalton,27,38,71.1,262,6.9,2,0,1,2,5,0,0,1,19.0,19.0,1.6,CHI,5,QB
11,Jared Goff,29,49,59.2,395,8.1,1,1,0,1,1,0,0,1,18.9,18.9,5.3,DET,5,QB
12,Josh Allen,23,32,71.9,219,6.8,2,1,4,10,27,0,0,1,18.5,18.5,100.0,BUF,5,QB
13,Patrick Mahomes II,22,39,56.4,321,8.2,1,0,4,3,17,0,0,1,18.5,18.5,100.0,KC,5,QB
14,Jameis Winston,15,27,55.6,204,7.6,2,0,6,3,13,0,0,1,17.5,17.5,5.2,NO,5,QB
15,Chase Daniel,22,30,73.3,231,7.7,2,2,4,1,2,0,0,1,15.4,15.4,0.1,LAC,5,QB
16,Jimmy Garoppolo,20,29,69.0,181,6.2,2,0,2,4,-3,0,0,1,14.9,14.9,23.3,SF,5,QB
17,Lamar Jackson,19,28,67.9,161,5.8,1,3,5,14,70,0,0,1,14.4,14.4,94.0,BAL,5,QB
18,Carson Wentz,17,29,58.6,189,6.5,1,0,1,2,5,0,0,1,12.1,12.1,44.0,IND,5,QB
19,Jacoby Brissett,18,29,62.1,151,5.2,0,1,0,6,9,1,0,1,11.9,11.9,0.6,MIA,5,QB
20,Kyle Allen,17,30,56.7,181,6.0,1,0,3,1,4,0,0,1,11.6,11.6,0.1,WAS,5,QB
21,Daniel Jones,21,38,55.3,182,4.8,1,1,4,3,12,0,0,1,11.5,11.5,13.6,NYG,5,QB
22,Aaron Rodgers,22,34,64.7,238,7.0,0,0,2,4,-1,0,0,1,9.4,9.4,97.4,GB,5,QB
23,Mason Rudolph,13,20,65.0,131,6.6,1,0,1,0,0,0,0,1,9.2,9.2,0.3,PIT,5,QB
24,Joe Flacco,14,20,70.0,182,9.1,1,1,3,3,7,0,1,1,9.0,9.0,0.3,NYJ,5,QB
25,Marcus Mariota,13,22,59.1,183,8.3,0,0,5,5,13,0,0,1,8.6,8.6,0.2,LV,5,QB
26,Derek Carr,25,32,78.1,229,7.2,0,0,0,3,8,0,1,1,8.0,8.0,58.1,LV,5,QB
27,Philip Rivers,32,48,66.7,211,4.4,0,2,0,1,-3,0,0,1,6.1,6.1,20.6,FA,5,QB
28,Colt McCoy,18,27,66.7,122,4.5,0,1,6,2,14,0,0,1,5.3,5.3,0.4,ARI,5,QB
29,Devlin Hodges,7,9,77.8,68,7.6,0,0,0,2,20,0,0,1,4.7,4.7,0.0,FA,5,QB
30,Taysom Hill,1,1,100.0,18,18.0,0,0,0,2,14,0,0,1,2.1,2.1,53.2,NO,5,QB
