,Player,Pos,Team,Games,Snaps,Snaps/Gm,Snap %,Rush %,Tgt %,Touch %,Util %,Fantasy Pts,Pts/100 Snaps
0,Aaron Rodgers,QB,GB,1,75,75,100,13,0,65,65,34.2,45.6
1,Alex Smith,QB,KC,1,58,58,95,10,0,59,59,24.7,42.6
2,Darren Sproles,RB,PHI,1,29,29,38,31,17,41,48,3.6,12.4
3,DeSean Jackson,WR,WAS,1,42,42,76,0,12,5,12,3.4,8.1
4,Drew Brees,QB,NO,1,77,77,100,0,0,65,65,20.0,26.0
5,Drew Stanton,QB,ARI,1,6,6,9,0,0,67,67,-1.7,-28.3
6,Eli Manning,QB,NYG,1,72,72,100,0,0,38,38,7.2,10.0
7,Frank Gore,RB,IND,1,32,32,44,50,6,56,56,7.6,23.8
8,Greg Olsen,TE,CAR,1,45,45,64,0,9,7,9,2.2,4.9
9,Jared Cook,TE,GB,1,40,40,53,0,20,10,20,5.6,14.0
10,Jason Witten,TE,DAL,1,22,22,39,0,5,5,5,1.0,4.5
11,Joe Flacco,QB,BAL,1,71,71,97,0,0,69,69,8.7,12.3
12,Julian Edelman,WR,NE,1,60,60,90,2,22,15,23,23.7,39.5
13,Larry Fitzgerald,WR,ARI,1,46,46,66,0,15,11,15,10.3,22.4
14,LeSean McCoy,RB,BUF,1,14,14,22,36,7,43,43,1.6,11.4
15,Matt Moore,QB,MIA,1,59,59,100,0,0,58,58,14.2,24.1
16,Matt Ryan,QB,ATL,1,62,62,100,3,0,61,61,29.4,47.4
17,Matthew Slater,WR,NE,1,1,1,1,0,0,0,0,0.0,0.0
18,Matthew Stafford,QB,DET,1,66,66,100,0,0,62,62,19.9,30.2
19,Michael Crabtree,WR,OAK,1,35,35,65,0,23,14,23,4.7,13.4
20,Philip Rivers,QB,SD,1,66,66,100,2,0,59,59,14.9,22.6
21,Ryan Fitzpatrick,QB,NYJ,1,62,62,100,3,0,52,52,16.4,26.5
22,Ted Ginn Jr.,WR,CAR,1,54,54,77,4,13,11,17,9.3,17.2
23,Tom Brady,QB,NE,1,64,64,96,2,0,53,53,25.6,40.0
24,Vernon Davis,TE,WAS,1,21,21,38,0,14,10,14,4.9,23.3
25,Dez Bryant,WR,DAL,1,18,18,32,0,6,0,6,0.0,0.0
26,Golden Tate,WR,DET,1,62,62,94,2,16,11,18,14.4,23.2
27,Andre Roberts,WR,DET,1,7,7,11,0,14,0,14,0.0,0.0
28,Emmanuel Sanders,WR,DEN,1,2,2,3,0,0,0,0,0.0,0.0
29,Jimmy Graham,TE,SEA,1,37,37,58,0,19,11,19,6.4,17.3
30,Logan Paulsen,TE,CHI,1,19,19,32,0,0,0,0,0.0,0.0
31,Julio Jones,WR,ATL,1,49,49,79,0,18,14,18,15.6,31.8
32,Cam Newton,QB,CAR,1,70,70,100,4,0,50,50,8.1,11.6
33,Mark Ingram II,RB,NO,1,45,45,58,44,18,58,62,19.2,42.7
34,Kyle Rudolph,TE,MIN,1,48,48,76,0,31,23,31,17.7,36.9
35,Andy Dalton,QB,CIN,1,68,68,100,6,0,47,47,13.4,19.7
36,Lance Kendricks,TE,LAR,1,52,52,87,0,6,4,6,1.2,2.3
37,Luke Stocker,TE,TB,1,34,34,54,0,3,3,3,0.1,0.3
38,Anthony Sherman,RB,KC,1,13,13,21,0,8,8,8,0.2,1.5
39,Dion Lewis,RB,NE,1,27,27,40,41,7,48,48,5.2,19.3
40,Dwayne Harris,WR,NYG,1,8,8,11,0,0,0,0,0.0,0.0
41,Virgil Green,TE,DEN,1,35,35,48,0,11,9,11,7.7,22.0
42,Robert Griffin III,QB,CLE,1,78,78,100,6,0,58,58,16.5,21.2
43,Nick Foles,QB,KC,1,3,3,5,0,0,0,0,0.0,0.0
44,Kirk Cousins,QB,WAS,1,55,55,100,0,0,64,64,11.5,20.9
45,Russell Wilson,QB,SEA,1,49,49,77,4,0,69,69,14.7,30.0
46,Alshon Jeffery,WR,CHI,1,49,49,82,0,6,2,6,1.0,2.0
47,Mohamed Sanu Sr.,WR,ATL,1,46,46,74,0,9,9,9,9.2,20.0
48,T.Y. Hilton,WR,IND,1,69,69,96,0,17,9,17,9.5,13.8
49,Marvin Jones Jr.,WR,DET,1,62,62,94,0,15,8,15,7.6,12.3
50,Rhett Ellison,TE,MIN,1,22,22,35,0,0,0,0,0.0,0.0
51,Alfred Morris,RB,DAL,1,18,18,32,44,11,50,56,1.5,8.3
52,Derek Carrier,TE,WAS,1,7,7,13,0,0,0,0,0.0,0.0
53,Cole Beasley,WR,DAL,1,38,38,68,0,11,8,11,4.9,12.9
54,Chris Hogan,WR,NE,1,64,64,96,0,6,6,6,2.7,4.2
55,Garrett Celek,TE,SF,1,48,48,79,0,2,2,2,6.9,14.4
56,Jermaine Kearse,WR,SEA,1,37,37,58,0,19,5,19,4.5,12.2
57,Josh Bellamy,WR,CHI,1,25,25,42,8,4,8,12,1.8,7.2
