player,position,team,games,snaps,snaps_per_game,snaps_percent,rush_percent,tgt_percent,touch_percent,util_percent,fantasy_points,points_per_100_snaps,week
Aaron Rodgers,QB,GB,1,71,71,100,4,0,55,55,17.4,24.5,2
Adrian Peterson,RB,MIN,1,34,34,59,35,9,41,44,2.6,7.6,2
Alex Smith,QB,KC,1,64,64,100,3,0,61,61,3.6,5.6,2
Ben Roethlisberger,QB,PIT,1,74,74,100,1,0,51,51,19.8,26.8,2
Brian Hoyer,QB,CHI,1,15,15,29,0,0,80,80,3.1,20.7,2
Danny Amendola,WR,NE,1,19,19,24,0,21,21,21,15.0,78.9,2
Darren Sproles,RB,PHI,1,41,41,57,29,5,34,34,4.8,11.7,2
DeSean Jackson,WR,WAS,1,51,51,76,0,10,6,10,4.0,7.8,2
Drew Brees,QB,NO,1,62,62,100,0,0,71,71,14.5,23.4,2
Drew Stanton,QB,ARI,1,12,12,18,0,0,33,33,0.4,3.3,2
Eli Manning,QB,NYG,1,79,79,100,5,0,57,57,12.3,15.6,2
Frank Gore,RB,IND,1,34,34,47,38,9,47,47,12.3,36.2,2
Greg Olsen,TE,CAR,1,76,76,92,0,11,7,11,18.2,23.9,2
Jared Cook,TE,GB,1,46,46,65,0,13,9,13,3.1,6.7,2
Jason Witten,TE,DAL,1,68,68,100,0,6,4,6,5.1,7.5,2
Joe Flacco,QB,BAL,1,75,75,100,1,0,61,61,16.2,21.6,2
Josh McCown,QB,CLE,1,62,62,100,3,0,56,56,14.4,23.2,2
Julian Edelman,WR,NE,1,63,63,79,0,16,11,16,7.6,12.1,2
Larry Fitzgerald,WR,ARI,1,59,59,89,2,17,10,19,14.1,23.9,2
LeSean McCoy,RB,BUF,1,49,49,91,31,10,39,41,9.0,18.4,2
Marcedes Lewis,TE,JAC,1,22,22,33,0,14,9,14,7.7,35.0,2
Matt Ryan,QB,ATL,1,66,66,100,0,0,52,52,27.8,42.1,2
Matthew Slater,WR,NE,1,14,14,18,0,7,0,7,0.0,0.0,2
Matthew Stafford,QB,DET,1,79,79,100,3,0,53,53,15.5,19.6,2
Michael Crabtree,WR,OAK,1,57,57,76,0,9,7,9,9.1,16.0,2
Philip Rivers,QB,SD,1,63,63,93,2,0,40,40,23.8,37.8,2
Ryan Fitzpatrick,QB,NYJ,1,74,74,100,7,0,53,53,21.1,28.5,2
Ted Ginn Jr.,WR,CAR,1,49,49,59,2,8,6,10,3.6,7.3,2
Vernon Davis,TE,WAS,1,27,27,40,0,19,19,19,5.1,18.9,2
Dez Bryant,WR,DAL,1,57,57,84,0,21,12,21,10.2,17.9,2
Golden Tate,WR,DET,1,70,70,89,0,13,3,13,1.3,1.9,2
Andre Roberts,WR,DET,1,9,9,11,0,0,0,0,0.0,0.0,2
Emmanuel Sanders,WR,DEN,1,60,60,85,0,13,5,13,3.9,6.5,2
Jimmy Graham,TE,SEA,1,55,55,82,0,7,5,7,4.2,7.6,2
Antonio Brown,WR,PIT,1,74,74,100,0,15,5,15,3.9,5.3,2
Logan Paulsen,TE,CHI,1,22,22,42,0,0,0,0,0.0,0.0,2
A.J. Green,WR,CIN,1,72,72,95,0,11,3,11,3.8,5.3,2
Blaine Gabbert,QB,SF,1,65,65,100,5,0,60,60,20.7,31.8,2
Julio Jones,WR,ATL,1,51,51,77,0,10,10,10,16.6,32.5,2
Cam Newton,QB,CAR,1,83,83,100,7,0,55,55,29.8,35.9,2
Mark Ingram II,RB,NO,1,36,36,58,25,11,36,36,4.7,13.1,2
Randall Cobb,WR,GB,1,70,70,99,1,10,9,11,4.3,6.1,2
Kyle Rudolph,TE,MIN,1,56,56,97,0,14,5,14,9.1,16.3,2
Andy Dalton,QB,CIN,1,76,76,100,3,0,74,74,19.3,25.4,2
Lance Kendricks,TE,LAR,1,60,60,97,0,10,7,10,6.1,10.2,2
Luke Stocker,TE,TB,1,9,9,11,0,0,0,0,0.0,0.0,2
Taiwan Jones,RB,OAK,1,1,1,1,0,0,0,0,0.0,0.0,2
Anthony Sherman,RB,KC,1,10,10,16,0,0,0,0,0.0,0.0,2
Lee Smith,TE,OAK,1,40,40,53,0,10,10,10,2.4,6.0,2
Dwayne Harris,WR,NYG,1,3,3,4,0,0,0,0,0.0,0.0,2
Tyrod Taylor,QB,BUF,1,51,51,94,4,0,63,63,24.4,47.8,2
Virgil Green,TE,DEN,1,41,41,58,0,7,7,7,4.6,11.2,2
Ryan Tannehill,QB,MIA,1,64,64,100,9,0,80,80,23.1,36.1,2
