rank,player,field_goal,field_goal_att,pct,lg,1-19,20-29,30-39,40-49,50+,XPT,XPA,games,fantasy_points,fantasy_points_per_game,rost,team,week,position
1,Mike Nugent,5,5,100.0,47,0,2,0,3,0,1,1,1,19.0,19.0,1.0,FA,4,K
2,Jason Myers,3,3,100.0,49,0,1,0,2,0,3,3,1,14.0,14.0,22.1,SEA,4,K
3,Matt Bryant,2,2,100.0,53,0,1,0,0,1,6,6,1,14.0,14.0,1.1,FA,4,K
4,Adam Vinatieri,2,2,100.0,53,0,0,0,1,1,3,3,1,12.0,12.0,0.2,FA,4,K
5,Nick Novak,2,3,66.7,53,0,0,0,1,1,3,3,1,12.0,12.0,0.1,FA,4,K
6,Dan Carpenter,3,4,75.0,44,0,0,1,2,0,1,1,1,12.0,12.0,0.2,FA,4,K
7,Josh Lambo,2,2,100.0,47,0,0,1,1,0,4,4,1,11.0,11.0,3.2,FA,4,K
8,Stephen Hauschka,2,2,100.0,53,0,0,1,0,1,3,3,1,11.0,11.0,0.0,FA,4,K
9,Cody Parkey,2,2,100.0,51,0,0,0,1,1,2,2,1,11.0,11.0,0.4,FA,4,K
10,Brandon McManus,2,2,100.0,38,0,1,1,0,0,3,3,1,9.0,9.0,44.3,DEN,4,K
11,Ryan Succop,2,2,100.0,48,0,1,0,1,0,2,2,1,9.0,9.0,57.4,TB,4,K
12,Matt Prater,2,2,100.0,50,0,1,0,0,1,0,0,1,8.0,8.0,52.8,ARI,4,K
13,Justin Tucker,2,2,100.0,43,0,1,0,1,0,1,1,1,8.0,8.0,98.0,BAL,4,K
14,Dustin Hopkins,1,1,100.0,49,0,0,0,1,0,4,4,1,8.0,8.0,14.5,LAC,4,K
15,Blair Walsh,1,2,50.0,44,0,0,0,1,0,3,3,1,7.0,7.0,0.1,FA,4,K
16,Chandler Catanzaro,2,2,100.0,25,0,2,0,0,0,1,1,1,7.0,7.0,0.0,FA,4,K
17,Graham Gano,1,1,100.0,54,0,0,0,0,1,2,2,1,7.0,7.0,31.4,NYG,4,K
18,Dan Bailey,1,2,50.0,22,0,1,0,0,0,3,3,1,6.0,6.0,0.0,FA,4,K
19,Nick Folk,1,1,100.0,34,0,0,1,0,0,2,2,1,5.0,5.0,81.8,NE,4,K
20,Connor Barth,1,2,50.0,25,0,1,0,0,0,2,2,1,5.0,5.0,0.0,FA,4,K
21,Wil Lutz,0,0,0.0,0,0,0,0,0,0,5,5,1,5.0,5.0,3.3,NO,4,K
22,Phil Dawson,1,1,100.0,36,0,0,1,0,0,2,2,1,5.0,5.0,0.1,FA,4,K
23,Josh Brown,1,1,100.0,40,0,0,0,1,0,1,1,1,5.0,5.0,0.0,FA,4,K
24,Greg Zuerlein,1,1,100.0,29,0,1,0,0,0,2,2,1,5.0,5.0,74.2,DAL,4,K
25,Chris Boswell,0,0,0.0,0,0,0,0,0,0,5,5,1,5.0,5.0,51.0,PIT,4,K
26,Sebastian Janikowski,0,0,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,20.0,FA,4,K
27,Cairo Santos,0,1,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,2.1,CHI,4,K
28,Andrew Franks,0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,0.0,FA,4,K
29,Roberto Aguayo,0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,0.1,FA,4,K
