player,rushing_att,rushing_yds,rushing_td,receiving_rec,receiving_yds,receiving_td,lst,fantasy_points,team,position,week,year
Jonathan Taylor,24.2,110.7,1.0,2.1,17.0,0.1,0.1,19.0,IND,RB,17,2021
Alvin Kamara,16.4,68.2,0.6,4.3,38.9,0.2,0.1,15.1,NO,RB,17,2021
Najee Harris,18.3,73.9,0.6,3.7,27.3,0.1,0.1,14.3,PIT,RB,17,2021
David Montgomery,18.8,73.9,0.6,3.5,25.6,0.1,0.1,14.1,CHI,RB,17,2021
Nick Chubb,16.8,83.9,0.6,2.3,17.4,0.1,0.1,14.0,CLE,RB,17,2021
Dalvin Cook,17.3,79.2,0.4,3.2,24.4,0.3,0.1,13.9,MIN,RB,17,2021
Chase Edmonds,14.3,62.7,0.5,4.2,32.3,0.1,0.1,13.4,ARI,RB,17,2021
Joe Mixon,16.8,71.6,0.6,2.4,18.9,0.1,0.1,13.3,CIN,RB,17,2021
Austin Ekeler,12.6,56.9,0.5,3.7,31.9,0.2,0.1,13.3,LAC,RB,17,2021
Aaron Jones,13.2,62.3,0.6,3.2,23.5,0.2,0.1,12.8,GB,RB,17,2021
Sony Michel,16.5,69.8,0.6,2.3,19.4,0.1,0.1,12.7,LAR,RB,17,2021
Ronald Jones II,16.8,72.1,0.7,1.9,12.9,0.1,0.1,12.7,TB,RB,17,2021
Josh Jacobs,15.0,60.8,0.5,3.8,27.7,0.1,0.1,12.2,LV,RB,17,2021
Damien Harris,16.0,71.7,0.7,1.0,7.6,0.0,0.1,12.1,NE,RB,17,2021
Rashaad Penny,15.7,72.2,0.6,0.9,7.9,0.1,0.1,11.9,SEA,RB,17,2021
Elijah Mitchell,14.3,64.3,0.6,1.7,12.6,0.1,0.0,11.7,SF,RB,17,2021
Ezekiel Elliott,12.7,54.9,0.5,2.5,18.3,0.1,0.1,11.0,DAL,RB,17,2021
Darrel Williams,11.9,46.2,0.5,3.2,27.6,0.1,0.0,10.9,KC,RB,17,2021
Javonte Williams,12.0,53.8,0.4,2.7,22.2,0.1,0.1,10.6,DEN,RB,17,2021
Devin Singletary,14.6,59.6,0.3,3.1,20.6,0.1,0.1,10.2,BUF,RB,17,2021
Cordarrelle Patterson,10.5,48.6,0.3,3.0,26.6,0.1,0.1,9.9,ATL,RB,17,2021
D'Andre Swift,13.1,52.5,0.2,3.7,28.0,0.1,0.1,9.9,DET,RB,17,2021
Michael Carter,11.3,49.9,0.3,3.3,27.3,0.1,0.1,9.8,NYJ,RB,17,2021
Saquon Barkley,13.1,56.8,0.2,2.6,20.3,0.1,0.1,9.4,NYG,RB,17,2021
D'Onta Foreman,13.6,58.8,0.3,1.1,10.8,0.1,0.1,8.8,TEN,RB,17,2021
Rex Burkhead,13.1,52.2,0.2,2.0,15.9,0.1,0.0,8.6,HOU,RB,17,2021
Melvin Gordon III,12.6,52.6,0.3,1.6,11.5,0.1,0.1,8.5,DEN,RB,17,2021
Jordan Howard,12.0,46.8,0.5,0.8,6.3,0.0,0.0,8.4,PHI,RB,17,2021
AJ Dillon,12.8,51.3,0.2,1.6,12.7,0.1,0.1,8.1,GB,RB,17,2021
Devonta Freeman,11.7,46.5,0.2,2.4,17.0,0.1,0.0,8.0,BAL,RB,17,2021
Jaret Patterson,12.5,51.7,0.3,1.0,8.1,0.0,0.1,7.6,WAS,RB,17,2021
Dare Ogunbowale,10.0,43.0,0.2,2.0,15.3,0.0,0.1,7.2,JAC,RB,17,2021
Boston Scott,9.4,42.6,0.3,1.4,11.4,0.0,0.1,7.1,PHI,RB,17,2021
Tony Pollard,8.4,38.0,0.2,2.0,16.1,0.1,0.1,6.9,DAL,RB,17,2021
Rhamondre Stevenson,8.5,39.8,0.3,1.1,10.3,0.0,0.1,6.7,NE,RB,17,2021
Duke Johnson Jr.,10.5,42.3,0.2,1.4,11.1,0.0,0.1,6.5,MIA,RB,17,2021
Chuba Hubbard,11.5,43.2,0.2,0.9,7.0,0.0,0.1,6.3,CAR,RB,17,2021
Devontae Booker,8.5,34.7,0.1,1.9,13.6,0.0,0.0,5.7,NYG,RB,17,2021
Justin Jackson,6.8,29.7,0.2,1.4,11.6,0.1,0.0,5.4,LAC,RB,17,2021
DeeJay Dallas,6.7,25.0,0.2,1.8,15.1,0.1,0.1,5.3,SEA,RB,17,2021
Mike Davis,7.4,28.7,0.1,2.3,16.1,0.1,0.1,5.3,ATL,RB,17,2021
Myles Gaskin,6.2,25.1,0.1,2.6,17.4,0.1,0.1,5.2,MIA,RB,17,2021
Jamaal Williams,8.4,33.3,0.1,1.5,10.2,0.0,0.0,5.1,DET,RB,17,2021
Jonathan Williams,7.5,26.0,0.1,1.6,13.9,0.1,0.1,5.0,WAS,RB,17,2021
Latavius Murray,8.1,29.0,0.2,1.1,7.9,0.0,0.0,4.9,BAL,RB,17,2021
Dontrell Hilliard,5.5,24.1,0.1,2.0,16.2,0.1,0.1,4.9,TEN,RB,17,2021
Brandon Bolden,3.3,12.5,0.1,2.7,23.8,0.1,0.0,4.8,NE,RB,17,2021
Kareem Hunt,4.1,22.9,0.2,1.3,10.8,0.1,0.0,4.6,CLE,RB,17,2021
Ameer Abdullah,5.1,18.8,0.1,2.5,18.8,0.1,0.1,4.5,CAR,RB,17,2021
Ke'Shawn Vaughn,4.9,21.7,0.1,1.4,11.1,0.1,0.0,4.4,TB,RB,17,2021
Zack Moss,5.7,23.2,0.1,1.1,9.2,0.1,0.0,4.4,BUF,RB,17,2021
Jeff Wilson Jr.,5.9,25.5,0.1,0.8,6.8,0.0,0.1,4.1,SF,RB,17,2021
Royce Freeman,7.2,25.6,0.1,1.0,7.3,0.0,0.0,3.9,HOU,RB,17,2021
Mark Ingram II,7.0,26.0,0.0,1.0,12.0,0.0,0.0,3.8,NO,RB,17,2021
D'Ernest Johnson,4.6,18.8,0.1,1.3,11.5,0.0,0.0,3.8,CLE,RB,17,2021
Nyheim Hines,3.2,13.3,0.1,1.8,15.1,0.1,0.0,3.8,IND,RB,17,2021
Derrick Gore,5.1,19.8,0.1,0.9,7.8,0.0,0.0,3.7,KC,RB,17,2021
Craig Reynolds,4.7,19.0,0.1,1.3,11.6,0.0,0.0,3.6,DET,RB,17,2021
Kenneth Gainwell,2.1,9.8,0.1,1.7,16.3,0.1,0.0,3.6,PHI,RB,17,2021
Alexander Mattison,4.3,18.9,0.1,1.1,8.8,0.0,0.0,3.4,MIN,RB,17,2021
Ty Johnson,4.3,16.0,0.1,1.0,8.1,0.1,0.0,3.3,NYJ,RB,17,2021
Phillip Lindsay,5.7,22.4,0.1,0.3,1.8,0.0,0.0,3.2,MIA,RB,17,2021
Peyton Barber,4.3,17.0,0.1,1.0,8.3,0.0,0.0,3.1,LV,RB,17,2021
Samaje Perine,3.1,13.2,0.1,1.3,10.1,0.0,0.0,2.9,CIN,RB,17,2021
Tony Jones Jr.,4.5,14.3,0.1,0.7,5.6,0.0,0.0,2.7,NO,RB,17,2021
Ty Montgomery,0.0,5.2,0.1,1.1,15.4,0.0,0.0,2.6,NO,RB,17,2021
Eno Benjamin,2.4,14.3,0.1,0.5,4.0,0.0,0.0,2.6,ARI,RB,17,2021
Nathan Cottrell,4.4,14.8,0.1,0.6,4.6,0.0,0.0,2.4,JAC,RB,17,2021
Khalil Herbert,3.1,12.1,0.1,0.8,6.5,0.0,0.0,2.3,CHI,RB,17,2021
Austin Walter,2.8,11.5,0.1,0.5,3.5,0.0,0.0,2.2,NYJ,RB,17,2021
Jake Funk,3.0,11.0,0.1,0.5,4.0,0.0,0.0,2.1,LAR,RB,17,2021
Travis Homer,1.9,8.4,0.1,0.8,7.5,0.0,0.0,2.1,SEA,RB,17,2021
Ryquell Armstead,3.1,11.3,0.1,0.6,5.2,0.0,0.0,2.1,JAC,RB,17,2021
Spencer Brown,0.0,12.7,0.1,0.6,2.9,0.0,0.0,2.1,BUF,RB,17,2021
Joshua Kelley,2.6,11.6,0.1,0.6,4.9,0.0,0.0,2.1,LAC,RB,17,2021
Jerick McKinnon,1.2,5.9,0.1,1.0,7.9,0.1,0.0,2.0,KC,RB,17,2021
Buddy Howell,2.9,10.1,0.1,0.5,3.7,0.0,0.0,2.0,LAR,RB,17,2021
Damien Williams,1.7,7.8,0.1,0.7,5.3,0.0,0.0,1.9,CHI,RB,17,2021
Benny Snell Jr.,2.8,11.1,0.1,0.4,2.8,0.0,0.0,1.8,PIT,RB,17,2021
Kyle Juszczyk,0.6,1.7,0.0,1.1,10.7,0.1,0.0,1.8,SF,RB,17,2021
Corey Clement,1.8,8.5,0.1,0.5,3.3,0.0,0.0,1.8,DAL,RB,17,2021
JaMycal Hasty,1.1,5.4,0.0,1.1,8.5,0.0,0.0,1.6,SF,RB,17,2021
Alex Collins,4.0,16.0,0.0,0.0,0.0,0.0,0.0,1.6,SEA,RB,17,2021
Qadree Ollison,2.0,8.6,0.1,0.4,2.5,0.0,0.0,1.4,ATL,RB,17,2021
Jaylen Samuels,1.3,6.3,0.0,0.8,5.2,0.0,0.0,1.4,ARI,RB,17,2021
Dwayne Washington,3.0,8.6,0.0,0.2,2.2,0.0,0.0,1.3,NO,RB,17,2021
Patrick Taylor Jr.,1.1,7.3,0.0,0.4,2.3,0.0,0.0,1.3,GB,RB,17,2021
Demetric Felton,2.1,4.7,0.0,0.5,6.7,0.0,0.0,1.2,CLE,RB,17,2021
Mike Boone,0.7,6.1,0.0,0.3,1.8,0.0,0.0,1.0,DEN,RB,17,2021
James Conner,3.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,ARI,RB,17,2021
David Johnson,3.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,HOU,RB,17,2021
Elijhaa Penny,1.6,5.1,0.0,0.5,2.5,0.0,0.0,1.0,NYG,RB,17,2021
Chris Evans,0.6,2.6,0.0,0.6,4.9,0.0,0.0,1.0,CIN,RB,17,2021
Godwin Igwebuike,0.6,4.0,0.0,0.5,4.2,0.0,0.0,0.9,DET,RB,17,2021
Adam Prentice,0.0,0.0,0.0,0.7,8.0,0.0,0.0,0.8,NO,RB,17,2021
Kene Nwangwu,0.5,3.6,0.0,0.4,2.2,0.0,0.0,0.7,MIN,RB,17,2021
Kalen Ballage,1.0,3.9,0.0,0.3,1.5,0.0,0.0,0.7,PIT,RB,17,2021
C.J. Ham,0.3,1.4,0.0,0.6,3.9,0.0,0.0,0.7,MIN,RB,17,2021
Keith Smith,0.4,1.8,0.0,0.6,4.3,0.0,0.0,0.7,ATL,RB,17,2021
Giovanni Ricci,0.0,0.0,0.0,0.7,5.7,0.0,0.0,0.6,CAR,RB,17,2021
Deon Jackson,1.2,2.8,0.0,0.2,1.6,0.0,0.0,0.6,IND,RB,17,2021
Patrick Ricard,0.1,0.0,0.0,0.8,5.1,0.0,0.0,0.5,BAL,RB,17,2021
Ty'Son Williams,0.1,2.3,0.0,0.2,1.6,0.0,0.0,0.5,BAL,RB,17,2021
Damarea Crockett,0.7,2.7,0.0,0.2,1.4,0.0,0.0,0.5,DEN,RB,17,2021
Larry Rountree III,1.2,4.0,0.0,0.1,1.0,0.0,0.0,0.5,LAC,RB,17,2021
Kenjon Barner,1.1,4.0,0.0,0.0,0.0,0.0,0.0,0.4,TB,RB,17,2021
Gabe Nabers,0.0,0.4,0.0,0.3,2.6,0.0,0.0,0.4,LAC,RB,17,2021
Taiwan Jones,0.0,0.7,0.0,0.2,2.3,0.0,0.0,0.4,BUF,RB,17,2021
Nick Bawden,0.0,0.1,0.0,0.3,1.5,0.0,0.0,0.3,NYJ,RB,17,2021
Derek Watt,0.0,1.3,0.0,0.2,1.0,0.0,0.0,0.3,PIT,RB,17,2021
Khari Blasingame,0.1,1.4,0.0,0.2,1.1,0.0,0.0,0.3,TEN,RB,17,2021
Michael Burton,0.3,1.4,0.0,0.2,1.0,0.0,0.0,0.3,KC,RB,17,2021
Nick Bellore,0.0,0.4,0.0,0.2,1.5,0.0,0.0,0.3,SEA,RB,17,2021
Jakob Johnson,0.0,0.4,0.0,0.2,1.2,0.0,0.0,0.2,NE,RB,17,2021
Wayne Gallman Jr.,0.4,1.0,0.0,0.1,1.0,0.0,0.0,0.2,MIN,RB,17,2021
Cullen Gillaspia,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.1,NYG,RB,17,2021
Andy Janovich,0.1,0.0,0.0,0.2,0.7,0.0,0.0,0.1,CLE,RB,17,2021
Reggie Gilliam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUF,RB,17,2021
