rank,player,passing_cmp,passing_att,passing_cmppct,passing_yds,passing_avg,passing_td,passing_int,sacked,rushing_att,rushing_yds,rushing_td,lst,games,fantasy_points,fantasy_points_per_game,rost,team,position,week,year
1,Andy Dalton,27,38,71.1,363,9.6,4,0,2,1,10,0,0,1,31.5,31.5,1.6,CIN,QB,16,2013
2,Geno Smith,20,36,55.6,214,5.9,2,0,0,10,48,1,0,1,27.4,27.4,0.6,NYJ,QB,16,2013
3,Ben Roethlisberger,16,28,57.1,167,6.0,2,1,1,1,13,1,0,1,20.0,20.0,23.8,PIT,QB,16,2013
4,Nick Foles,21,25,84.0,230,9.2,2,0,2,2,17,0,0,1,18.9,18.9,0.7,PHI,QB,16,2013
5,Matt Ryan,37,48,77.1,348,7.3,2,2,1,0,0,0,0,1,17.9,17.9,36.3,ATL,QB,16,2013
6,Chad Henne,24,34,70.6,237,7.0,2,1,2,1,1,0,0,1,15.6,15.6,0.1,JAC,QB,16,2013
7,Joe Flacco,22,38,57.9,260,6.8,0,2,4,2,0,1,0,1,12.4,12.4,0.3,BAL,QB,16,2013
8,Drew Brees,30,44,68.2,281,6.4,1,2,6,1,9,0,0,1,12.1,12.1,35.7,NO,QB,16,2013
9,Tom Brady,14,26,53.8,172,6.6,1,0,2,0,0,0,0,1,10.9,10.9,99.1,NE,QB,16,2013
10,Kirk Cousins,21,36,58.3,197,5.5,1,1,0,2,10,0,0,1,10.9,10.9,70.7,WAS,QB,16,2013
11,Cam Newton,13,22,59.1,181,8.2,1,1,4,4,6,0,0,1,9.8,9.8,20.3,CAR,QB,16,2013
12,Russell Wilson,11,27,40.7,108,4.0,1,1,4,2,32,0,0,1,9.5,9.5,90.4,SEA,QB,16,2013
13,Ryan Fitzpatrick,17,26,65.4,181,7.0,1,1,3,3,1,0,0,1,9.3,9.3,6.1,TEN,QB,16,2013
14,Matt Schaub,18,37,48.6,176,4.8,1,2,3,1,5,0,0,1,7.5,7.5,0.0,HOU,QB,16,2013
15,Matthew Stafford,25,42,59.5,222,5.3,0,2,2,1,-1,0,0,1,6.8,6.8,97.2,DET,QB,16,2013
16,Alex Smith,16,28,57.1,153,5.5,0,1,5,6,47,0,2,1,4.8,4.8,5.0,KC,QB,16,2013
