player,position,team,games,snaps,snaps_per_game,snaps_percent,rush_percent,tgt_percent,touch_percent,util_percent,fantasy_points,points_per_100_snaps,week,year
Aaron Rodgers,QB,GB,1,59,59,100,5,0,61,61,14.4,24.4,15,2019
Adrian Peterson,RB,WAS,1,32,32,60,50,9,59,59,15.1,47.2,15,2019
Benjamin Watson,TE,NE,1,34,34,52,0,0,0,0,0.0,0.0,15,2019
Danny Amendola,WR,DET,1,55,55,86,0,24,15,24,10.2,18.5,15,2019
Drew Brees,QB,NO,1,60,60,90,0,0,50,50,28.3,47.2,15,2019
Eli Manning,QB,NYG,1,65,65,97,0,0,43,43,16.3,25.1,15,2019
Frank Gore,RB,BUF,1,19,19,29,53,0,53,53,1.5,7.9,15,2019
Jared Cook,TE,NO,1,28,28,42,0,14,14,14,5.4,19.3,15,2019
Jason Witten,TE,DAL,1,46,46,63,0,11,9,11,9.6,20.9,15,2019
Julian Edelman,WR,NE,1,40,40,62,0,13,5,13,0.9,2.3,15,2019
Larry Fitzgerald,WR,ARI,1,47,47,77,0,11,6,11,4.2,8.9,15,2019
LeSean McCoy,RB,KC,1,17,17,25,35,0,35,35,1.6,9.4,15,2019
Marcedes Lewis,TE,GB,1,32,32,54,0,3,3,3,0.6,1.9,15,2019
Matt Ryan,QB,ATL,1,67,67,100,7,0,66,66,19.1,28.5,15,2019
Matthew Slater,WR,NE,1,2,2,3,0,0,0,0,0.0,0.0,15,2019
Philip Rivers,QB,LAC,1,62,62,100,0,0,63,63,11.3,18.2,15,2019
Ryan Fitzpatrick,QB,MIA,1,71,71,100,6,0,63,63,20.5,28.9,15,2019
Ted Ginn Jr.,WR,NO,1,19,19,28,0,5,5,5,1.3,6.8,15,2019
Tom Brady,QB,NE,1,65,65,100,3,0,48,48,12.9,19.8,15,2019
Golden Tate,WR,NYG,1,38,38,57,0,11,3,11,11.1,29.2,15,2019
Andre Roberts,WR,BUF,1,17,17,26,0,12,6,12,0.7,4.1,15,2019
Emmanuel Sanders,WR,SF,1,61,61,94,0,7,3,7,0.9,1.5,15,2019
Jimmy Graham,TE,GB,1,25,25,42,0,16,4,16,0.0,0.0,15,2019
Julio Jones,WR,ATL,1,59,59,88,0,34,22,34,25.4,43.1,15,2019
Mark Ingram II,RB,BAL,1,34,34,52,38,6,41,44,22.6,66.5,15,2019
Randall Cobb,WR,DAL,1,29,29,40,0,7,3,7,-0.3,-1.0,15,2019
Kyle Rudolph,TE,MIN,1,35,35,54,0,9,9,9,4.8,13.7,15,2019
Andy Dalton,QB,CIN,1,66,66,100,3,0,50,50,6.1,9.2,15,2019
Lance Kendricks,TE,LAC,1,2,2,3,0,0,0,0,0.0,0.0,15,2019
Luke Stocker,TE,ATL,1,22,22,33,0,5,5,5,0.9,4.1,15,2019
Anthony Sherman,RB,KC,1,14,14,20,0,0,0,0,0.0,0.0,15,2019
Dion Lewis,RB,TEN,1,24,24,35,13,4,17,17,8.1,33.8,15,2019
Lee Smith,TE,BUF,1,31,31,48,0,0,0,0,0.0,0.0,15,2019
Virgil Green,TE,LAC,1,23,23,37,0,0,0,0,0.0,0.0,15,2019
Robert Griffin III,QB,BAL,1,9,9,14,44,0,56,56,0.6,6.7,15,2019
Ryan Tannehill,QB,TEN,1,68,68,100,4,0,57,57,25.2,37.1,15,2019
Kirk Cousins,QB,MIN,1,62,62,95,5,0,45,45,12.7,20.5,15,2019
Russell Wilson,QB,SEA,1,67,67,100,4,0,43,43,19.3,28.8,15,2019
Mohamed Sanu Sr.,WR,NE,1,56,56,86,0,14,4,14,1.3,2.3,15,2019
T.Y. Hilton,WR,IND,1,29,29,52,0,31,14,31,2.5,8.6,15,2019
Brandon Bolden,RB,NE,1,1,1,2,0,0,0,0,0.0,0.0,15,2019
Alex Tanney,QB,NYG,1,2,2,3,0,0,50,50,0.0,0.0,15,2019
Derek Carrier,TE,OAK,1,23,23,31,0,9,4,9,0.5,2.2,15,2019
Josh Gordon,WR,SEA,1,25,25,37,0,4,8,8,4.8,19.2,15,2019
Cole Beasley,WR,BUF,1,45,45,69,0,13,2,13,0.6,1.3,15,2019
Chris Hogan,WR,CAR,1,6,6,8,0,50,17,50,1.3,21.7,15,2019
Travis Kelce,TE,KC,1,62,62,90,0,21,18,21,14.2,22.9,15,2019
DeAndre Hopkins,WR,HOU,1,63,63,100,0,13,10,13,11.9,18.9,15,2019
Robert Woods,WR,LAR,1,74,74,100,0,12,5,12,1.7,2.3,15,2019
Kenny Stills,WR,HOU,1,39,39,62,0,8,8,8,15.5,39.7,15,2019
Cordarrelle Patterson,RB,CHI,1,38,38,45,3,11,5,13,0.6,1.6,15,2019
Keenan Allen,WR,LAC,1,58,58,94,0,17,16,17,9.9,17.1,15,2019
Tavon Austin,WR,DAL,1,26,26,36,8,4,12,12,12.2,46.9,15,2019
Giovani Bernard,RB,CIN,1,22,22,33,23,9,32,32,3.7,16.8,15,2019
Le'Veon Bell,RB,NYJ,1,51,51,82,41,4,45,45,8.8,17.3,15,2019
Chris Thompson,RB,WAS,1,18,18,34,0,17,11,17,2.6,14.4,15,2019
Rex Burkhead,RB,NE,1,20,20,31,30,10,40,40,11.9,59.5,15,2019
Kenjon Barner,RB,ATL,1,3,3,4,0,67,33,67,-1.6,-53.3,15,2019
Zach Ertz,TE,PHI,1,68,68,88,0,15,7,15,12.1,17.8,15,2019
Tyler Eifert,TE,CIN,1,36,36,55,0,14,8,14,4.4,12.2,15,2019
Levine Toilolo,TE,SF,1,11,11,17,0,0,0,0,0.0,0.0,15,2019
Kyle Juszczyk,RB,SF,1,25,25,38,8,8,16,16,6.7,26.8,15,2019
Latavius Murray,RB,NO,1,22,22,33,41,14,50,55,4.9,22.3,15,2019
Ryan Griffin,QB,TB,1,4,4,5,100,0,100,100,-0.1,-2.5,15,2019
Demetrius Harris,TE,CLE,1,42,42,60,0,5,2,5,1.3,3.1,15,2019
Zach Line,RB,NO,1,20,20,30,10,0,10,10,0.4,2.0,15,2019
Jack Doyle,TE,IND,1,46,46,82,0,11,4,11,2.1,4.6,15,2019
Patrick DiMarco,RB,BUF,1,25,25,38,0,4,0,4,0.0,0.0,15,2019
Teddy Bridgewater,QB,NO,1,6,6,9,50,0,50,50,-0.3,-5.0,15,2019
Derek Carr,QB,OAK,1,75,75,100,1,0,49,49,15.9,21.2,15,2019
Logan Thomas,TE,DET,1,42,42,66,0,10,0,10,0.0,0.0,15,2019
Carlos Hyde,RB,HOU,1,42,42,67,62,0,62,62,16.4,39.0,15,2019
Devonta Freeman,RB,ATL,1,53,53,79,23,6,26,28,5.5,10.4,15,2019
Sammy Watkins,WR,KC,1,52,52,75,0,8,6,8,6.9,13.3,15,2019
Brandin Cooks,WR,LAR,1,53,53,72,0,15,8,15,4.6,8.7,15,2019
Davante Adams,WR,GB,1,55,55,93,0,24,13,24,16.3,29.6,15,2019
Allen Robinson II,WR,CHI,1,80,80,95,0,18,9,18,12.5,15.6,15,2019
Odell Beckham Jr.,WR,CLE,1,68,68,97,0,19,12,19,6.6,9.7,15,2019
Jarvis Landry,WR,CLE,1,68,68,97,0,12,7,12,2.3,3.4,15,2019
James White,RB,NE,1,25,25,38,12,16,24,28,12.2,48.8,15,2019
Cody Latimer,WR,NYG,1,15,15,22,0,13,7,13,2.1,14.0,15,2019
Jimmy Garoppolo,QB,SF,1,64,64,98,3,0,56,56,12.6,19.7,15,2019
John Brown,WR,BUF,1,61,61,94,0,16,11,16,9.9,16.2,15,2019
Albert Wilson,WR,MIA,1,57,57,80,0,14,9,14,5.9,10.4,15,2019
Willie Snead IV,WR,BAL,1,41,41,63,0,2,2,2,1.5,3.7,15,2019
Allen Hurns,WR,MIA,1,33,33,46,0,3,3,3,0.9,2.7,15,2019
Dontrelle Inman,WR,IND,1,31,31,55,0,10,6,10,2.5,8.1,15,2019
Keith Smith,RB,ATL,1,9,9,13,0,0,0,0,0.0,0.0,15,2019
Adam Thielen,WR,MIN,1,33,33,51,3,9,12,12,3.0,9.1,15,2019
Cameron Brate,TE,TB,1,31,31,41,0,23,10,23,3.3,10.6,15,2019
Josh Hill,TE,NO,1,47,47,70,0,2,2,2,6.5,13.8,15,2019
Darren Fells,TE,HOU,1,52,52,83,0,4,2,4,0.2,0.4,15,2019
Diontae Spencer,WR,DEN,1,3,3,5,0,0,0,0,0.0,0.0,15,2019
Seth Roberts,WR,BAL,1,36,36,55,0,8,8,8,12.6,35.0,15,2019
Jameis Winston,QB,TB,1,71,71,95,3,0,62,62,33.7,47.5,15,2019
Amari Cooper,WR,DAL,1,50,50,68,0,4,2,4,1.9,3.8,15,2019
DeVante Parker,WR,MIA,1,67,67,94,0,10,6,10,19.2,28.7,15,2019
Melvin Gordon III,RB,LAC,1,25,25,40,28,28,48,56,2.4,9.6,15,2019
Todd Gurley II,RB,LAR,1,71,71,96,15,8,20,24,17.8,25.1,15,2019
Maxx Williams,TE,ARI,1,40,40,66,0,3,3,3,0.4,1.0,15,2019
Ameer Abdullah,RB,MIN,1,15,15,23,33,13,33,47,2.5,16.7,15,2019
Tevin Coleman,RB,SF,1,19,19,29,21,5,21,26,4.0,21.1,15,2019
Sean Mannion,QB,MIN,1,3,3,5,100,0,100,100,-0.3,-10.0,15,2019
Duke Johnson Jr.,RB,HOU,1,21,21,33,10,14,19,24,2.3,11.0,15,2019
David Johnson,RB,ARI,1,13,13,21,23,0,23,23,0.6,4.6,15,2019
Malcolm Brown,RB,LAR,1,3,3,4,0,0,0,0,0.0,0.0,15,2019
Clive Walford,TE,MIA,1,19,19,27,0,21,11,21,3.4,17.9,15,2019
Nick O'Leary,TE,JAC,1,21,21,37,0,0,0,0,0.0,0.0,15,2019
Jesse James,TE,DET,1,38,38,59,0,13,8,13,3.1,8.2,15,2019
Tyler Kroft,TE,BUF,1,19,19,29,0,5,5,5,7.4,38.9,15,2019
Nick Boyle,TE,BAL,1,48,48,74,0,0,0,0,0.0,0.0,15,2019
