Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
1,Dallas Goedert(PHI),7,10,75,10.7,27,0,1,0,0,0,0,1,13.5,13.5,89.8%
2,Robert Tonyan(GB),5,5,67,13.4,39,0,1,0,0,0,0,1,12.7,12.7,18.6%
3,Richard Rodgers(PHI),3,6,53,17.7,33,0,1,0,0,0,0,1,11.3,11.3,0.0%
4,Evan Engram(NYG),6,9,129,21.5,53,0,0,0,0,0,1,1,10.9,10.9,28.5%
5,Rob Gronkowski(TB),6,7,106,17.7,48,0,0,0,0,0,0,1,10.6,10.6,97.7%
6,Trey Burton(FA),3,6,42,14.0,19,0,1,0,0,0,0,1,10.2,10.2,0.0%
7,Mike Gesicki(MIA),2,5,35,17.5,22,0,1,0,0,0,0,1,9.5,9.5,87.6%
8,Logan Thomas(WAS),4,4,20,5.0,6,0,1,1,3,0,0,1,9.4,9.4,27.1%
9,T.J. Hockenson(DET),5,8,89,17.8,51,0,0,0,0,0,0,1,8.9,8.9,57.4%
10,Travis Kelce(KC),8,8,82,10.3,20,0,0,0,0,0,0,1,8.2,8.2,100.0%
11,Tyler Eifert(FA),3,4,16,5.3,8,0,1,0,0,0,0,1,7.6,7.6,0.0%
12,Marcedes Lewis(GB),2,4,16,8.0,11,0,1,0,0,0,0,1,7.6,7.6,0.2%
13,Austin Hooper(CLE),2,2,13,6.5,9,0,1,0,0,0,0,1,7.3,7.3,28.8%
14,Kyle Rudolph(FA),7,8,68,9.7,25,0,0,0,0,0,0,1,6.8,6.8,0.3%
15,Adam Shaheen(MIA),1,2,7,7.0,7,0,1,0,0,0,0,1,6.7,6.7,0.0%
16,Hunter Henry(NE),7,10,67,9.6,15,0,0,0,0,0,0,1,6.7,6.7,65.9%
17,Dawson Knox(BUF),1,1,2,2.0,2,0,1,0,0,0,0,1,6.2,6.2,87.2%
18,Eric Ebron(FA),7,11,54,7.7,27,0,0,0,0,0,0,1,5.4,5.4,3.0%
19,Hayden Hurst(ATL),4,8,48,12.0,14,0,0,0,0,0,0,1,4.8,4.8,0.9%
20,Cameron Brate(TB),4,6,34,8.5,14,0,0,0,0,0,0,1,3.4,3.4,2.8%
21,Jimmy Graham(CHI),3,4,32,10.7,16,0,0,0,0,0,0,1,3.2,3.2,0.8%
22,Geoff Swaim(TEN),3,3,30,10.0,12,0,0,0,0,0,0,1,3.0,3.0,0.3%
23,Dalton Schultz(DAL),5,5,24,4.8,7,0,0,0,0,0,0,1,2.4,2.4,89.9%
24,Darren Waller(LV),4,7,23,5.8,11,0,0,0,0,0,0,1,2.3,2.3,92.6%
25,Drew Sample(CIN),4,5,40,10.0,16,0,0,0,0,0,1,1,2.0,2.0,0.1%
26,Mo Alie-Cox(IND),2,2,19,9.5,11,0,0,0,0,0,0,1,1.9,1.9,2.2%
27,Durham Smythe(MIA),3,3,19,6.3,12,0,0,0,0,0,0,1,1.9,1.9,0.1%
28,Jordan Reed(FA),2,6,18,9.0,12,0,0,0,0,0,0,1,1.8,1.8,19.0%
29,Dan Arnold(JAC),1,3,17,17.0,17,0,0,0,0,0,0,1,1.7,1.7,6.7%
30,James O'Shaughnessy(JAC),2,4,17,8.5,10,0,0,0,0,0,0,1,1.7,1.7,1.7%
31,Gerald Everett(FA),2,2,16,8.0,10,0,0,0,0,0,0,1,1.6,1.6,35.7%
32,Noah Fant(SEA),1,2,13,13.0,13,0,0,0,0,0,0,1,1.3,1.3,80.3%
33,Jaeden Graham(ATL),1,2,11,11.0,11,0,0,0,0,0,0,1,1.1,1.1,0.0%
34,Chris Manhertz(JAC),1,1,11,11.0,11,0,0,0,0,0,0,1,1.1,1.1,0.0%
35,Stephen Carlson(CLE),1,1,11,11.0,11,0,0,0,0,0,0,1,1.1,1.1,0.0%
36,Jacob Hollister(JAC),2,5,11,5.5,8,0,0,0,0,0,0,1,1.1,1.1,0.0%
37,Maxx Williams(ARI),2,2,10,5.0,6,0,0,0,0,0,0,1,1.0,1.0,0.4%
38,Jesse James(CHI),1,1,10,10.0,10,0,0,0,0,0,0,1,1.0,1.0,0.0%
39,Adam Trautman(NO),1,1,8,8.0,8,0,0,0,0,0,0,1,0.8,0.8,3.7%
40,Cole Kmet(CHI),1,3,8,8.0,8,0,0,0,0,0,0,1,0.8,0.8,33.3%
41,Brandon Dillon(NYJ),1,1,6,6.0,6,0,0,0,0,0,0,1,0.6,0.6,0.0%
42,Tyler Higbee(LAR),1,2,6,6.0,6,0,0,0,0,0,0,1,0.6,0.6,77.4%
43,Jace Sternberger(PIT),1,1,5,5.0,5,0,0,0,0,0,0,1,0.5,0.5,0.0%
44,Cethan Carter(MIA),1,1,5,5.0,5,0,0,0,0,0,0,1,0.5,0.5,0.0%
45,Tyler Conklin(MIN),1,2,5,5.0,5,0,0,0,0,0,0,1,0.5,0.5,40.5%
46,Jordan Akins(HOU),0,2,0,0,0,0,0,1,4,0,0,1,0.4,0.4,0.3%
47,Ian Thomas(CAR),1,2,4,4.0,4,0,0,0,0,0,0,1,0.4,0.4,0.1%
48,Ross Dwelley(SF),1,2,3,3.0,3,0,0,0,0,0,0,1,0.3,0.3,0.1%
49,Lee Smith(FA),1,1,3,3.0,3,0,0,0,0,0,0,1,0.3,0.3,0.0%
50,Deon Yelder(ARI),1,1,2,2.0,2,0,0,0,0,0,0,1,0.2,0.2,0.0%
