rank,player,receiving_rec,receiving_tgt,receiving_yds,receiving_avg,receiving_long,receiving_20p,receiving_td,rushing_att,rushing_yds,rushing_td,lst,games,fantasy_points,fantasy_points_per_game,rost,position,week,year,team
1.0,Mark Andrews,5.0,6.0,58.0,11.6,21.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,17.8,17.8,99.9,TE,1,2020,BAL
2.0,Dallas Goedert,8.0,9.0,101.0,12.6,34.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,16.1,16.1,89.8,TE,1,2020,PHI
3.0,Noah Fant,5.0,6.0,81.0,16.2,31.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,14.1,14.1,80.3,TE,1,2020,DEN
4.0,T.J. Hockenson,5.0,5.0,56.0,11.2,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,11.6,11.6,57.4,TE,1,2020,DET
6.0,Travis Kelce,6.0,6.0,50.0,8.3,15.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,11.0,11.0,100.0,TE,1,2020,KC
7.0,Jordan Akins,2.0,2.0,39.0,19.5,20.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.9,9.9,0.3,TE,1,2020,HOU
9.0,Jonnu Smith,4.0,7.0,36.0,9.0,22.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.6,9.6,22.7,TE,1,2020,TEN
10.0,O.J. Howard,4.0,6.0,36.0,9.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.6,9.6,1.2,TE,1,2020,TB
11.0,Jimmy Graham,3.0,7.0,25.0,8.3,16.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,8.5,8.5,0.8,TE,1,2020,CHI
12.0,Greg Olsen,4.0,4.0,24.0,6.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,8.4,8.4,7.0,TE,1,2020,SEA
13.0,Jared Cook,5.0,7.0,80.0,16.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,8.0,50.2,TE,1,2020,NO
14.0,Zach Ertz,3.0,7.0,18.0,6.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7.8,7.8,85.8,TE,1,2020,PHI
15.0,Hunter Henry,5.0,8.0,73.0,14.6,33.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.3,7.3,65.9,TE,1,2020,LAC
16.0,MyCole Pruitt,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,6.1,6.1,0.0,TE,1,2020,TEN
17.0,George Kittle,4.0,5.0,44.0,11.0,14.0,0.0,0.0,1.0,9.0,0.0,0.0,1.0,5.3,5.3,99.7,TE,1,2020,SF
18.0,Jack Doyle,3.0,4.0,49.0,16.3,28.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.9,4.9,2.2,TE,1,2020,IND
19.0,Darren Waller,6.0,8.0,45.0,7.5,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.5,4.5,92.6,TE,1,2020,LV
20.0,C.J. Uzomah,4.0,5.0,45.0,11.3,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.5,4.5,20.8,TE,1,2020,CIN
21.0,Tyler Higbee,3.0,4.0,40.0,13.3,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,77.4,TE,1,2020,LAR
22.0,Hayden Hurst,3.0,5.0,38.0,12.7,27.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.8,3.8,0.9,TE,1,2020,ATL
23.0,Mike Gesicki,3.0,5.0,30.0,10.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,87.6,TE,1,2020,MIA
24.0,Kyle Rudolph,2.0,2.0,28.0,14.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.8,2.8,0.3,TE,1,2020,MIN
25.0,Dawson Knox,2.0,3.0,26.0,13.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.6,2.6,87.2,TE,1,2020,BUF
26.0,Ryan Izzo,1.0,2.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.5,2.5,0.0,TE,1,2020,NE
28.0,Mo Alie-Cox,2.0,2.0,20.0,10.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.2,TE,1,2020,IND
29.0,Darren Fells,2.0,2.0,19.0,9.5,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.9,1.9,0.0,TE,1,2020,HOU
30.0,Eric Ebron,1.0,2.0,18.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.8,1.8,3.0,TE,1,2020,PIT
31.0,Kaden Smith,2.0,2.0,17.0,8.5,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.7,1.7,0.0,TE,1,2020,NYG
33.0,Ian Thomas,2.0,2.0,16.0,8.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6,1.6,0.1,TE,1,2020,CAR
34.0,Austin Hooper,2.0,2.0,15.0,7.5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.5,28.8,TE,1,2020,CLE
35.0,Levine Toilolo,1.0,1.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3,1.3,0.0,TE,1,2020,NYG
36.0,Blake Jarwin,1.0,1.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.2,1.2,2.7,TE,1,2020,DAL
37.0,Josiah Deguara,1.0,2.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.2,1.2,0.4,TE,1,2020,GB
38.0,Jordan Reed,2.0,2.0,12.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.2,1.2,19.0,TE,1,2020,SF
39.0,Irv Smith Jr.,1.0,1.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.1,1.1,7.3,TE,1,2020,MIN
40.0,Rob Gronkowski,2.0,3.0,11.0,5.5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.1,1.1,97.7,TE,1,2020,TB
41.0,Dalton Schultz,1.0,4.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.1,1.1,89.9,TE,1,2020,DAL
42.0,Virgil Green,1.0,2.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,TE,1,2020,LAC
43.0,Evan Engram,2.0,7.0,9.0,4.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9,0.9,28.5,TE,1,2020,NYG
44.0,Jacob Hollister,1.0,1.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9,0.9,0.0,TE,1,2020,SEA
45.0,Tyler Eifert,1.0,1.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,0.8,0.0,TE,1,2020,JAC
46.0,Will Dissly,2.0,2.0,8.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,0.8,0.2,TE,1,2020,SEA
47.0,Drew Sample,1.0,1.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7,0.7,0.1,TE,1,2020,CIN
48.0,Gerald Everett,1.0,2.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7,0.7,35.7,TE,1,2020,LAR
