,Rank,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
0,1,Patrick Mahomes II(KC),23,38,60.5,295,7.8,4,0,0,9,52,0,0,1,33.0,33.0,100.0%
1,2,Josh Allen(BUF),18,33,54.5,231,7.0,2,2,2,9,135,0,0,1,28.7,28.7,100.0%
2,3,Russell Wilson(SEA),11,17,64.7,185,10.9,4,0,3,4,14,0,0,1,24.8,24.8,90.4%
3,4,Derek Carr(LV),29,38,76.3,285,7.5,3,0,3,1,8,0,0,1,24.2,24.2,58.1%
4,5,Philip Rivers(FA),26,36,72.2,299,8.3,2,0,2,0,0,0,0,1,24.0,24.0,20.6%
5,6,Jameis Winston(NO),20,30,66.7,249,8.3,2,0,4,5,48,0,0,1,22.8,22.8,5.2%
6,7,Nick Mullens(CLE),30,48,62.5,414,8.6,2,1,3,2,1,0,0,1,22.7,22.7,0.3%
7,8,Marcus Mariota(LV),20,35,57.1,282,8.1,2,1,3,4,43,0,0,1,21.6,21.6,0.2%
8,9,Carson Wentz(IND),27,39,69.2,306,7.8,2,1,0,4,-4,0,0,1,19.8,19.8,44.0%
9,10,Ben Roethlisberger(FA),29,45,64.4,281,6.2,2,1,1,0,0,0,0,1,17.2,17.2,23.8%
10,11,Lamar Jackson(BAL),12,21,57.1,125,6.0,0,0,2,17,75,1,1,1,16.5,16.5,94.0%
11,12,Deshaun Watson(HOU),22,31,71.0,224,7.2,1,0,4,7,30,0,0,1,16.0,16.0,5.0%
12,13,Cam Newton(CAR),28,41,68.3,300,7.3,2,4,4,6,33,0,0,1,15.3,15.3,20.3%
13,14,Aaron Rodgers(GB),31,50,62.0,233,4.7,1,0,1,3,20,0,0,1,15.3,15.3,97.4%
14,15,Ryan Tannehill(TEN),16,24,66.7,137,5.7,3,1,3,3,-5,0,0,1,15.0,15.0,62.7%
15,16,Tom Brady(FA),24,32,75.0,311,9.7,1,1,0,2,5,0,0,1,14.9,14.9,99.1%
16,17,Dak Prescott(DAL),24,28,85.7,248,8.9,1,0,7,5,22,0,1,1,14.1,14.1,98.2%
17,18,Baker Mayfield(CLE),29,43,67.4,397,9.2,1,3,0,0,0,0,0,1,13.9,13.9,26.4%
18,19,Chase Daniel(LAC),26,39,66.7,285,7.3,1,2,5,4,4,0,0,1,11.8,11.8,0.1%
19,20,Case Keenum(CLE),12,21,57.1,151,7.2,1,0,2,2,9,0,0,1,10.9,10.9,0.9%
20,21,Matthew Stafford(LAR),20,33,60.6,245,7.4,1,1,4,1,2,0,1,1,10.0,10.0,97.2%
21,22,Jeff Driskel(HOU),25,38,65.8,236,6.2,1,1,4,3,3,0,1,1,9.7,9.7,0.0%
22,23,Andrew Luck(FA),33,52,63.5,248,4.8,0,1,3,2,16,0,0,1,9.5,9.5,2.2%
23,24,Josh Rosen(ATL),11,26,42.3,149,5.7,0,0,2,2,32,0,0,1,9.2,9.2,0.0%
24,25,Eli Manning(FA),19,35,54.3,170,4.9,1,1,3,0,0,0,0,1,8.8,8.8,2.3%
25,26,Cody Kessler(FA),18,24,75.0,150,6.3,0,0,3,5,28,0,0,1,8.8,8.8,0.1%
26,27,Jared Goff(DET),17,33,51.5,207,6.3,1,1,2,2,-2,0,1,1,8.1,8.1,5.3%
27,28,Kirk Cousins(MIN),32,44,72.7,201,4.6,1,2,2,0,0,0,0,1,8.0,8.0,70.7%
28,29,Matt Ryan(ATL),16,26,61.5,131,5.0,1,0,3,2,4,0,1,1,7.6,7.6,36.3%
29,30,Drew Brees(FA),18,28,64.3,127,4.5,1,1,2,1,2,0,0,1,7.3,7.3,35.7%
30,31,Josh McCown(FA),17,30,56.7,128,4.3,0,1,2,1,3,0,0,1,3.4,3.4,0.0%
31,32,Mark Sanchez(FA),13,21,61.9,100,4.8,0,1,2,1,8,0,0,1,2.8,2.8,0.1%
32,33,Colt McCoy(ARI),4,4,100.0,50,12.5,0,0,1,0,0,0,0,1,2.0,2.0,0.4%
33,34,Robert Griffin III(FA),2,4,50.0,21,5.3,0,0,0,0,0,0,0,1,0.8,0.8,0.6%
34,35,Justin Fields(CHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0%
35,36,Feleipe Franks(ATL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
36,37,Trey Lance(SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.3%
37,38,Kyle Trask(TB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
38,39,Sam Ehlinger(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
39,40,Ben DiNucci(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
40,41,Jalen Morton(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
41,42,Reid Sinnett(PHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
42,43,Mac Jones(NE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.5%
43,44,Ian Book(NO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8%
44,45,Trevor Lawrence(JAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.9%
