,Rank,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
0,1,Josh Allen(BUF),17,26,65.4,224,8.6,3,1,1,9,95,2,0,1,40.5,40.5,100.0%
1,2,Dak Prescott(DAL),27,44,61.4,387,8.8,4,0,4,4,0,0,0,1,33.5,33.5,98.2%
2,3,Jameis Winston(NO),22,35,62.9,345,9.9,4,1,1,2,23,0,0,1,30.1,30.1,5.2%
3,4,Matt Ryan(ATL),31,44,70.5,378,8.6,2,1,1,4,7,0,0,1,28.3,28.3,36.3%
4,5,Lamar Jackson(BAL),14,24,58.3,179,7.5,0,0,2,20,90,2,1,1,26.2,26.2,94.0%
5,6,Tom Brady(FA),24,33,72.7,250,7.6,4,0,1,0,0,0,0,1,26.0,26.0,99.1%
6,7,Kyle Allen(WAS),16,27,59.3,228,8.4,2,0,0,5,19,1,0,1,25.0,25.0,0.1%
7,8,Jared Goff(DET),15,26,57.7,199,7.7,4,0,0,1,0,0,0,1,24.0,24.0,5.3%
8,9,Andrew Luck(FA),24,35,68.6,285,8.1,3,1,1,7,17,0,0,1,23.1,23.1,2.2%
9,10,Deshaun Watson(HOU),25,35,71.4,234,6.7,0,0,6,13,66,1,0,1,22.0,22.0,5.0%
10,11,Baker Mayfield(CLE),23,42,54.8,376,9.0,3,3,0,0,0,0,0,1,21.0,21.0,26.4%
11,12,Nick Mullens(CLE),23,33,69.7,282,8.5,3,3,3,1,-2,0,0,1,19.1,19.1,0.3%
12,13,Matthew Stafford(LAR),20,32,62.5,266,8.3,2,0,1,2,-2,0,0,1,18.4,18.4,97.2%
13,14,Eli Manning(FA),24,41,58.5,301,7.3,2,1,1,1,2,0,1,1,18.2,18.2,2.3%
14,15,Patrick Mahomes II(KC),14,24,58.3,281,11.7,2,1,0,2,1,0,0,1,17.3,17.3,100.0%
15,16,Nick Foles(CHI),28,33,84.8,221,6.7,2,1,3,2,4,0,0,1,15.2,15.2,0.7%
16,17,Ben Roethlisberger(FA),31,45,68.9,287,6.4,1,1,1,3,3,0,0,1,13.8,13.8,23.8%
17,18,Case Keenum(CLE),31,48,64.6,292,6.1,1,1,1,3,8,0,1,1,12.5,12.5,0.9%
18,19,Mitchell Trubisky(BUF),18,26,69.2,163,6.3,0,0,0,3,16,0,0,1,10.1,10.1,0.4%
19,20,Kirk Cousins(MIN),20,33,60.6,132,4.0,1,0,4,1,7,0,0,1,10.0,10.0,70.7%
20,21,Russell Wilson(SEA),12,21,57.1,152,7.2,1,1,6,2,-2,0,0,1,7.9,7.9,90.4%
21,22,Teddy Bridgewater(DEN),14,22,63.6,118,5.4,1,1,2,4,12,0,0,1,7.9,7.9,15.6%
22,23,Sam Darnold(CAR),16,28,57.1,167,6.0,0,0,4,1,28,0,1,1,7.5,7.5,5.5%
23,24,Taysom Hill(NO),0,0,0,0,0,0,0,0,3,11,1,0,1,7.4,7.4,53.2%
24,25,DeShone Kizer(FA),16,35,45.7,132,3.8,0,1,2,4,40,0,0,1,7.3,7.3,0.0%
25,26,Ryan Tannehill(TEN),18,31,58.1,147,4.7,0,2,4,2,9,0,1,1,7.1,7.1,62.7%
26,27,Philip Rivers(FA),14,24,58.3,176,7.3,1,2,0,1,0,0,0,1,7.0,7.0,20.6%
27,28,Blaine Gabbert(TB),18,29,62.1,165,5.7,1,2,0,0,0,0,0,1,6.6,6.6,0.1%
28,29,Josh Rosen(ATL),18,34,52.9,149,4.4,1,0,6,0,0,0,2,1,6.0,6.0,0.0%
