rank,player,receiving_rec,receiving_tgt,receiving_yds,receiving_avg,receiving_long,receiving_20p,receiving_td,rushing_att,rushing_yds,rushing_td,lst,games,fantasy_points,fantasy_points_per_game,rost,position,week,year,team
1.0,Jimmy Graham,6.0,10.0,85.0,14.2,23.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,14.5,14.5,0.8,TE,1,2012,NO
2.0,Rob Gronkowski,6.0,6.0,60.0,10.0,28.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,12.0,12.0,97.7,TE,1,2012,NE
3.0,Marcedes Lewis,5.0,5.0,52.0,10.4,18.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,11.2,11.2,0.2,TE,1,2012,JAC
4.0,Kyle Rudolph,5.0,7.0,67.0,13.4,29.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.7,6.7,0.3,TE,1,2012,MIN
5.0,Jared Cook,4.0,6.0,64.0,16.0,35.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.4,6.4,50.2,TE,1,2012,TEN
6.0,Greg Olsen,6.0,7.0,56.0,9.3,20.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.6,5.6,7.0,TE,1,2012,CAR
8.0,Jason Witten,2.0,3.0,10.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.1,TE,1,2012,DAL
9.0,Lee Smith,1.0,1.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.0,TE,1,2012,BUF
160.0,David Ausberry,1.0,1.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,TE,1,2012,OAK
163.0,Kyle Adams,1.0,1.0,17.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,TE,1,2012,CHI
165.0,Jeff Cumberland,3.0,4.0,33.0,11.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,TE,1,2012,NYJ
