rank,player,rushing_att,rushing_yds,rushing_avg,rushing_lng,rushing_20p,rushing_td,receiving_rec,receiving_tgt,receiving_yds,receiving_avg,receiving_td,lst,games,fantasy_points,fantasy_points_per_game,rost,position,week,year,team
1.0,Alvin Kamara,8.0,29.0,3.6,10.0,0.0,2.0,9.0,12.0,112.0,12.4,1.0,0.0,1.0,34.1,34.1,100.0,RB,1,2018,NO
2.0,James Conner,31.0,135.0,4.4,22.0,1.0,2.0,5.0,6.0,57.0,11.4,0.0,1.0,1.0,29.2,29.2,94.6,RB,1,2018,PIT
3.0,Isaiah Crowell,10.0,102.0,10.2,62.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.2,22.2,0.1,RB,1,2018,NYJ
4.0,Joe Mixon,17.0,95.0,5.6,27.0,1.0,1.0,5.0,7.0,54.0,10.8,0.0,0.0,1.0,20.9,20.9,98.1,RB,1,2018,CIN
6.0,Adrian Peterson,26.0,96.0,3.7,17.0,0.0,1.0,2.0,3.0,70.0,35.0,0.0,1.0,1.0,20.6,20.6,4.9,RB,1,2018,WAS
7.0,Jay Ajayi,15.0,62.0,4.1,11.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.2,20.2,7.0,RB,1,2018,PHI
8.0,Saquon Barkley,18.0,106.0,5.9,68.0,1.0,1.0,2.0,6.0,22.0,11.0,0.0,0.0,1.0,18.8,18.8,97.6,RB,1,2018,NYG
9.0,Chris Thompson,5.0,65.0,13.0,16.0,0.0,0.0,6.0,7.0,63.0,10.5,1.0,0.0,1.0,18.8,18.8,0.0,RB,1,2018,WAS
10.0,Austin Ekeler,5.0,39.0,7.8,10.0,0.0,0.0,5.0,5.0,87.0,17.4,1.0,0.0,1.0,18.6,18.6,99.9,RB,1,2018,LAC
12.0,Dion Lewis,16.0,75.0,4.7,26.0,1.0,1.0,5.0,8.0,35.0,7.0,0.0,0.0,1.0,17.0,17.0,2.0,RB,1,2018,TEN
13.0,Phillip Lindsay,15.0,71.0,4.7,14.0,0.0,0.0,2.0,3.0,31.0,15.5,1.0,0.0,1.0,16.2,16.2,9.0,RB,1,2018,DEN
14.0,Ezekiel Elliott,15.0,69.0,4.6,17.0,0.0,1.0,3.0,4.0,17.0,5.7,0.0,0.0,1.0,14.6,14.6,99.7,RB,1,2018,DAL
15.0,T.J. Yeldon,14.0,51.0,3.6,15.0,0.0,0.0,3.0,7.0,18.0,6.0,1.0,0.0,1.0,12.9,12.9,0.0,RB,1,2018,JAC
16.0,David Johnson,9.0,37.0,4.1,11.0,0.0,1.0,5.0,9.0,30.0,6.0,0.0,0.0,1.0,12.7,12.7,35.4,RB,1,2018,ARI
17.0,Carlos Hyde,22.0,62.0,2.8,12.0,0.0,1.0,1.0,2.0,3.0,3.0,0.0,0.0,1.0,12.5,12.5,6.9,RB,1,2018,CLE
18.0,James White,5.0,18.0,3.6,11.0,0.0,0.0,4.0,9.0,38.0,9.5,1.0,0.0,1.0,11.6,11.6,7.9,RB,1,2018,NE
19.0,Marshawn Lynch,11.0,41.0,3.7,10.0,0.0,1.0,2.0,2.0,8.0,4.0,0.0,0.0,1.0,10.9,10.9,0.3,RB,1,2018,OAK
20.0,Lamar Miller,20.0,98.0,4.9,31.0,1.0,0.0,1.0,2.0,11.0,11.0,0.0,0.0,1.0,10.9,10.9,0.0,RB,1,2018,HOU
21.0,Jordan Howard,15.0,82.0,5.5,16.0,0.0,0.0,5.0,5.0,25.0,5.0,0.0,0.0,1.0,10.7,10.7,18.7,RB,1,2018,CHI
22.0,Tevin Coleman,9.0,19.0,2.1,9.0,0.0,1.0,1.0,2.0,26.0,26.0,0.0,0.0,1.0,10.5,10.5,18.5,RB,1,2018,ATL
23.0,Kenneth Dixon,13.0,44.0,3.4,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.4,10.4,0.1,RB,1,2018,BAL
24.0,Alfred Blue,5.0,36.0,7.2,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.6,9.6,0.0,RB,1,2018,HOU
25.0,Anthony Sherman,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.0,36.0,1.0,0.0,1.0,9.6,9.6,0.0,RB,1,2018,KC
26.0,Javorius Allen,4.0,17.0,4.3,8.0,0.0,1.0,5.0,6.0,15.0,3.0,0.0,0.0,1.0,9.2,9.2,0.1,RB,1,2018,BAL
27.0,Jalen Richard,5.0,24.0,4.8,9.0,0.0,0.0,9.0,11.0,55.0,6.1,0.0,0.0,1.0,7.9,7.9,0.7,RB,1,2018,OAK
